pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42297362,Designing Emotion-Integrated Visualizations for Kidney Function Self-Management: User-Centered Design Study With Youth Transplant Recipients and Caregivers.,"<h4>Background</h4>Understanding complex health information, such as kidney function values (eg, creatinine), is important for youth kidney transplant recipients and caregivers to effectively engage and participate in their care. Information visualizations, such as visual analogies, highlight the similarities between 2 different ideas through visual means and can support understanding of abstract data to facilitate self-management. The study was motivated by the persistent challenge that youth and caregivers face in interpreting complex clinical data, which often remains unactionable and disconnected from their practical information needs.<h4>Objective</h4>This study aims to design and evaluate a novel visualization to support the information needs of youth kidney transplant recipients and caregivers, with the goal of increasing actionable and accessible knowledge for self-management.<h4>Methods</h4>We conducted 2 studies with youth kidney transplant recipients and their caregivers: study 1 identifies visualization elements that support patient and caregiver kidney function information needs, and study 2 evaluates a novel patient-facing kidney function visualization informed by results from study 1. In study 1, participants drew representations of their kidney function over time. These findings led to the development of the novel kidney bean visual. In study 2, participants interacted with the personalized (incorporating electronic health record data) kidney bean visual component for 1 week, then completed a feedback session exploring how the novel visual facilitated retrospective reflection of their health status and the specific behaviors influencing their renal function. We conducted qualitative content analysis on all interviews. All sessions and interviews were recorded, transcribed, and analyzed using content analysis (study 1), thematic analysis, and affinity diagramming (study 2).<h4>Results</h4>In study 1 (n=30), youth and caregivers consistently described the difficulty of understanding their creatinine results and related medical terminology, with the majority using emotions to represent their kidney function. Therefore, our kidney bean visual, a visual analogy, incorporated emotions and colors correlating with their creatinine levels and overall kidney function. In study 2 (n=23), we found that for many participants, the kidney bean visual (1) mirrored and validated their emotions, prompting reflections on their kidney function contextualized by their lived experiences; (2) served as a progress check; and (3) acted as a motivator for healthy kidney care habits.<h4>Conclusions</h4>Kidney function laboratory values, although seemingly straightforward in their intended purpose and use, are more complex from the patient and family perspective, as they also closely align with youth kidney transplant recipients' and their families' emotions. This study demonstrates the value of designing visualizations that capture these complexities, which can create opportunities for increased understanding of health information and self-reflection to support self-management.",Ng C; Dunbar JC; Jeffs L; Syed S; Pan N; Ryu H; Smith J; Snyder J; Pratt W; Pollack A,"School of Medicine, University of Washington, Seattle, WA, United States.",Journal of medical Internet research,2026-06-15,10.2196/80481,13.5,"visualization(kw,title,abstract); visual(kw,title,abstract); data(abstract); electronic health record(abstract)",Adolescents; Caregivers; Self-management; Young Adult; User-centered Design; Kidney Transplant; Information Visualization; Digital Health
42298236,"Artificial intelligence and machine learning in robotic, teleoperated, and remote surgery: a bibliometric and knowledge mapping analysis (2015-2025).","Artificial intelligence (AI) and machine learning (ML) technologies are rapidly transforming telesurgery by enhancing robotic-assisted surgical systems, remote surgical communication, image-guided interventions, and intelligent decision-making. The integration of AI-driven algorithms with telesurgical platforms has accelerated research activity across medicine, robotics, engineering, and computer science. However, the global research landscape, collaborative structure, and emerging thematic trends of AI- and ML-enabled telesurgery remain insufficiently explored. Therefore, the present study aimed to perform a comprehensive bibliometric and knowledge mapping analysis of global research on AI and ML applications in robotic, teleoperated, and remote surgery published between 2015 and 2025. A bibliometric analysis was conducted using the Scopus database on 28 May 2026. Articles published between 2015 and 2025 related to AI, machine learning, robotic surgery, teleoperation, and telesurgery were retrieved using predefined search terms. Only English-language research articles were included. Bibliometric indicators including annual publication trends, citation analysis, leading journals, productive authors, institutions, funding agencies, country collaborations, co-citation analysis, and keyword co-occurrence analysis were evaluated. Visualization and network mapping were performed using VOSviewer software (version 1.6.20). A total of 2,201 publications were identified from 112 countries. Scientific output demonstrated substantial exponential growth, increasing from 85 publications in 2015 to 1,167 publications in 2025. Medicine (29%), computer science (24%), and engineering (20%) represented the dominant research areas. Journal of Robotic Surgery emerged as the leading publication source, while China and the United States were identified as the most influential contributing countries. Keyword co-occurrence analysis highlighted major research themes including robotic surgery, deep learning, machine learning, intelligent robotics, teleoperation, and minimally invasive surgery. Overlay visualization demonstrated a recent shift toward AI-driven autonomous systems, computer vision, surgical workflow analysis, and intelligent robotic platforms. Co-citation analysis further revealed strong interdisciplinary foundations involving surgical sciences, robotics, computer vision, and advanced deep learning methodologies. Research on AI and ML applications in robotic, teleoperated, and remote surgery has grown rapidly over the last decade and is increasingly characterized by strong interdisciplinary collaboration and technological innovation. Emerging trends suggest a transition from conventional robotic-assisted surgery toward intelligent, data-driven, and semi-autonomous telesurgical systems. The findings of this bibliometric study provide valuable insights into the evolving scientific landscape of intelligent telesurgery and may support future research, clinical translation, technological development, and policy planning in robotic-assisted remote surgical care.",Prajapati YN; Sahu S; Sharma A; Kumar J; Chaudhary A; Gupta A; Rathore C,"Department of Computer Science and Engineering, Ajay Kumar Garg Engineering College, Ghaziabad, Uttar Pradesh, India.",Journal of robotic surgery,2026-06-16,10.1007/s11701-026-03600-5,12.2,"visualization(abstract); visual(abstract); artificial intelligence(kw,title,abstract); machine learning(kw,title,abstract); data(abstract)",Artificial intelligence; Teleoperation; Machine Learning; Vosviewer; Knowledge Mapping; Robotic Surgery; Bibliometric Analysis; Surgical Robotics; Telesurgery; Deep Learning
42312525,Dual-Database Bibliometric Analysis Combined with Gephi-Based Network Visualization of Artificial Intelligence Applications in the Identification and Diagnosis of Thyroid Space-Occupying Lesions.,"<h4>Introduction/objective</h4>Accurate differentiation between benign and malignant thyroid space-occupying lesions is critical for clinical decision-making and early treatment planning. Existing diagnostic methods, including ultrasound and fine-needle aspiration biopsy, are constrained by observer dependence and procedural invasiveness. Recent advances in Artificial Intelligence (AI) have provided objective and non-invasive alternatives for thyroid lesion assessment. This study aimed to delineate the research landscape, identify major hotspots, and summarize recent progress in the application of AI to thyroid space-occupying lesions.<h4>Methods</h4>Publications issued between 2006 and 2025 were retrieved from WOSCC and PubMed, yielding 1546 records for screening. Bibliometric analyses were conducted using CiteSpace and VOSviewer, and network visualization was performed using Gephi. Country and institutional contributions, author collaborations, journal distribution, keyword co-occurrence, and knowledge unit co-occurrence networks were systematically examined.<h4>Results</h4>Publication output increased sharply, with 86% of the included studies published within the past 5 years. China (371 articles, 56.9%) and the United States (109 articles, 16.7%) were the leading contributors and central nodes in the collaboration networks. Shanghai Jiao Tong University, the Chinese Academy of Sciences, and Sun Yat-sen University were the main contributing institutions, and their research efforts mainly involved clinical problems, algorithm development, and global multicenter validation, respectively. Major hotspots included deep learning-based thyroid nodule detection and classification, multimodal feature fusion, model optimization, and clinical risk stratification. Keyword analysis identified deep learning, classification, and risk stratification as core themes.<h4>Discussion</h4>AI research in thyroid diagnosis is progressing from technical exploration to clinically oriented applications. China led the publication output, whereas the United States showed stronger international collaboration. The field has also shifted from simple classification to integrated risk stratification and multimodal analysis, reflecting the increasing alignment with precision medicine.<h4>Conclusion</h4>This study outlines the bibliometric profile of AI applications in thyroid space-occupying lesion identification and identifies gaps in collaboration and topic diversity. Broader cross-national cooperation may enhance research quality and support future research and clinical practice.",Wen S; Qian W; Su Y; Cao X; Chen T; Gong W; Lei X,"Clinical Anatomy and Reproductive Medicine Application Institute, The First Affiliated Hospital, Hengyang Medical School, University of South China, Hengyang 421001, China.",Current medical imaging,2026-06-16,10.2174/0115734056466850260610101215,11.9,"visualization(title,abstract); visual(title,abstract); artificial intelligence(kw,title,abstract); data(title)",Artificial intelligence; Diagnosis; hotspot; bibliometrics; H Index.; Thyroid Space-occupying Lesions
42311841,Global trends and hotspots of artificial intelligence in pain management: A bibliometric analysis.,"<h4>Objective</h4>To systematically explore international research trends and dynamics in the interdisciplinary field of artificial intelligence (AI) and pain management over the past decade (2016-2025) and delineate current research frontiers.<h4>Methods</h4>Publications were retrieved from Web of Science Core Collection database and subjected to bibliometric analysis. VOSviewer, Scimago Graphica, and other tools were used for bibliometric analysis and visualization.<h4>Results</h4>A total of 1022 articles were included. Publication output showed an exponential upward trend overall, despite a temporary slowdown in 2022, followed by accelerated growth from 2023 onward. The United States led in global publication volume and served as the core hub of international collaborative networks, followed by China. In terms of journals, <i>Pain</i> published the highest number of relevant studies. Regarding authorship, Cao Rui, Wang Bin, and David Borsook emerged as the most influential scholars. Reference and keyword analyses delineate a clear evolution: early research established foundational insights into mechanisms. Mid-period work integrated AI and machine learning with multimodal tools like functional magnetic resonance imaging (fMRI) for objective assessment; recent advances have shifted toward clinical translation, focusing on precision medicine and the refinement of pain classification and assessment frameworks.<h4>Conclusion</h4>This study maps the evolutionary trajectory of AI research in pain management over the past decade. Future efforts should prioritize strengthening international collaboration, promoting large-scale clinical validation of AI tools, standardizing data sharing, and addressing equity in access to technology to meet unmet clinical needs in pain care.",Wang YF; Ma LJ; Han YX; Chen GY; Ma X,"Health Checkup Center, China-Japan Friendship Hospital, Beijing, China.",Digital health,2026-06-15,10.1177/20552076261460708,10.6,"visualization(abstract); visual(kw,abstract); artificial intelligence(kw,title,abstract); machine learning(abstract); data(abstract)",Artificial intelligence; bibliometrics; Pain Management; Vosviewer; Visual Analysis; Citespace
42308475,Digital Platform to Provide Health Data Feedback for Neurorehabilitation Patients: User-Centered Development and Proof-of-Concept Usability Study.,"<h4>Background</h4>An increasing amount of digital health data are being collected across rehabilitation settings, but their integration into routine clinical practice remains limited, despite its potential to motivate patients or inform clinical decision-making. Specifically, effective visualization and communication of assessment outcomes to both patients and health care practitioners (HCPs) represent a key gap in the neurorehabilitation practice.<h4>Objective</h4>This study describes the development and evaluation of RehaLink (author ND, ETH Zürich), a proof-of-concept mobile app that delivers structured, interpretable feedback from conventional and technology-based assessments to neurorehabilitation patients and HCPs.<h4>Methods</h4>The app was developed through a 3-step iterative co-design process involving 17 inpatients with multiple sclerosis and 15 HCPs from a single rehabilitation center. The app integrates a full battery of conventional assessments routinely conducted at the clinic, as well as digital health metrics from the Virtual Peg Insertion Test, a validated technology-based assessment of upper limb function, as a proof of concept for integrating technology-based assessment data into clinical workflows. Three structured feedback sessions were conducted, in which participants evaluated feedback types, visualization formats, and app usability using Likert-scale ratings, preference rankings, open-ended questions, and the System Usability Scale. Data were analyzed using descriptive statistics and directed content analysis.<h4>Results</h4>Across all 3 sessions, progress bars and color-coded indicators were consistently preferred over text-heavy or abstract formats by both patients and HCPs. A persistent set of competing demands was observed, with participants requesting both visual simplicity and access to absolute values and normative comparisons. HCPs tended to underestimate patients' preference for informative visualizations. The perceived value of structured feedback increased over the course of the study; patients' median ratings rose from 4.0 to 5.0 and HCPs' from 4.0 to 4.5 on a 5-point Likert scale. The resulting mobile app prototype demonstrated high usability, with patients achieving a mean System Usability Scale score of 93.6 (mean 6.4; best imaginable) and HCPs 80.9 (SD 8.1; good), according to established benchmarks.<h4>Conclusions</h4>These findings demonstrate the feasibility and value of a co-designed digital feedback tool for neurorehabilitation. By combining conventional and technology-based assessment outcomes in an accessible, user-centered format, the app has the potential to enhance patient engagement, support clinical decision-making, and advance the implementation of value-based, personalized care.",Domnik N; Krasnopolska K; Sylvester R; Bansi J; Song J; Gonzenbach R; Lambercy O,"Department of Health Science and Technology, Rehabilitation Engineering Laboratory, ETH Zurich, Gloriastrasse 37/39, Zurich, 8092, Switzerland, 41 044 632 72 33.",JMIR rehabilitation and assistive technologies,2026-06-17,10.2196/85072,9.8,"visualization(kw,abstract); visual(kw,abstract); data(kw,title,abstract)",Neurorehabilitation; Clinical Decision-making; User-centered Design; Mobile Health (Mhealth); Digital Health; Health Data Visualization; Digital Feedback Application; Value Based Health Care (Vbhc)
42316771,Knowledge mapping and research trends of chimeric antigen receptor T-cell immunotherapy in breast cancer: A bibliometric and visual analytics study.,"Chimeric antigen receptor T cell (CAR-T) immunotherapy has achieved landmark success in hematologic malignancies and is being explored for breast cancer (BC) and other solid tumors, prompting research to improve efficacy and safety. We retrieved 894 related to CAR-T immunotherapy for BC from the Web of Science Core Collection and performed bibliometric analyses using CiteSpace and VOSviewer to map the research landscape, development trajectory, and key contributors. Joinpoint regression assessed temporal trends in annual publications using R 4.4.2. The USA led publication output. Institutional co-occurrence revealed the University of London and Technische Universität Dresden as central hubs. CANCER RES and FRONT IMMUNOL were identified as core journals. Darcy PK and Morgan RA were prominent authors by output and citations. Keyword clustering and timeline visualization indicated that the terms ""in vivo,"" ""tumor microenvironment (TME),"" and ""targeted therapy"" have remained highly active in recent years. In addition, burst detection analysis revealed that keywords including TME, ""epithelial-mesenchymal transition,"" and ""mesothelin"" have gradually emerged as research frontiers, suggesting increasing attention to resistance mechanisms and tumor immune regulation. These findings provide a systematic overview of the evolving research landscape and help identify emerging hotspots and future directions. BC remains the most frequently diagnosed malignancy among women worldwide and a major cause of cancer-related death. We systematically mapped the knowledge structure and development trends of CAR-T research in BC, identifying major research contributors and emerging research hotspots, which may provide valuable insights for future basic research and clinical exploration in this field.",Xu Y; Xu Y; Wang Z; Yi Q; Wang F; Bian P,"Institute of Radiation Medicine, School of Basic Medical Sciences, Anhui Medical University, Hefei, China.",Human vaccines & immunotherapeutics,2026-06-18,10.1080/21645515.2026.2690841,7.3,"visual analytics(title); visualization(abstract); visual(title,abstract)",Breast cancer; Vosviewer; Bibliometric Study; Joinpoint Regression Analysis; Citespace; Chimeric Antigen Receptor T Cells
42316385,Disentangling Intrachain Folding from Interchain Assembly through Multidimensional Visualization.,"Characterizing the conformational landscapes of intrinsically disordered proteins is essential for elucidating their roles in health and disease, but remains challenging due to their structural heterogeneity. In this study, we introduce an enhanced algorithmic framework for the Energy Landscape Visualization Method (ELViM) that enables the simultaneous mapping of monomeric and oligomeric conformational spaces within a unified metric space. Unlike traditional reaction-coordinate-based approaches, this extended ELViM implementation employs a distance-based similarity metric and force projection embedding to generate low-dimensional representations that preserve high-dimensional structural relationships without predefined bias. We expanded the standard workflow by integrating a density-guided Local Conformational Signature analysis coupled with a new consensus interchain contact mapping protocol. This development allows for the systematic disentanglement of intrachain folding dynamics from the interchain assembly interactions that drive protein aggregation. Using replica exchange molecular dynamics data for a 19-residue fragment of the tau protein, we demonstrate the method's utility by comparing the conformational landscapes of the wild type and the aggregation-associated P301L mutant. ELViM effectively captures continuous conformational transitions and highlights key structural motifs, including the aggregation-prone PHF6 segment (VQIVYK). The analysis reveals how the P301L mutation acts as a structural stabilizer, shifting conformational preferences toward compact, preorganized ensembles with more persistent interchain contacts around PHF6. By providing a quantitative yet intuitive framework for exploring heterogeneous ensembles, this enhanced ELViM workflow offers broad applicability to studying folding landscapes, protein-protein interactions, and complex aggregation pathways.",Sanches MN; Ganguly P; Shea JE; Leite VBP,"Department of Physics, Institute of Biosciences, Humanities and Exact Sciences, São Paulo State University (UNESP), São José do Rio Preto, São Paulo 15054-000, Brazil.",The journal of physical chemistry. B,2026-06-18,10.1021/acs.jpcb.6c02030,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
42317384,"Two decades of AI-driven motion capture in rehabilitation: Mapping research networks, thematic hotspots, and future trajectories.","<h4>Background</h4>Motion capture technology integration in artificial intelligence (AI)-driven rehabilitation represents a rapidly expanding interdisciplinary field with significant potential for advancing movement analysis and motor recovery. A comprehensive bibliometric mapping of this domain is currently lacking, limiting systematic understanding of its development trajectory and key contributors.<h4>Objective</h4>To provide a WoS-indexed bibliometric analysis of AI applications in motion capture for rehabilitation, identifying research trends, collaboration networks, key contributors, and emerging research frontiers from 2004 to 2023.<h4>Methods</h4>A total of 3,500 relevant publications indexed in the Science Citation Index Expanded (SCI-EXPANDED) and Social Sciences Citation Index (SSCI) databases were retrieved and analyzed. Bibliometric and visualization analyses were performed using VOSviewer (version 1.6.19) and CiteSpace (version 6.2.4) to map collaboration networks, co-citation relationships, and keyword co-occurrence patterns.<h4>Results</h4>Annual publication output demonstrated consistent growth from 2004 to 2023, with cumulative publications exceeding 3,500. The United States (1,014 publications) and China (722 publications) dominated research output, although collaboration patterns differed substantially. The University of Chinese Academy of Sciences led institutional contributions (52 publications). Keyword clustering revealed prominent research themes centered on brain-computer interfaces, machine learning, EEG-based signal processing, and real-time rehabilitation feedback systems. Temporal analysis demonstrated a paradigm shift from fundamental neurophysiological investigations toward computationally-driven and AI-integrated rehabilitation frameworks.<h4>Conclusions</h4>This bibliometric analysis provides a WoS-indexed mapping of AI-driven motion capture research in rehabilitation. The identified research hotspots and collaboration patterns offer a foundational reference for future investigations, despite limitations related to database coverage and language scope. Continued interdisciplinary collaboration and standardized methodological frameworks are essential to accelerate clinical translation.",Huang X; Xu J; Chen L,"Department of Pain Medicine, Shanghai Geriatric Medical Center, Shanghai, China.",Digital health,2026-06-16,10.1177/20552076261462645,7.0,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract); machine learning(abstract); data(abstract)",Artificial intelligence; bibliometrics; Gait Analysis; Motion Capture; Rehabilitation Medicine; Digital Health; Research Trends
42307733,Direct endoscopic visualization improves endplate preparation in lumbar interbody fusion: a comparative study of biportal endoscopic and conventional techniques.,"<h4>Purpose</h4>To compare the quality of endplate preparation between biportal endoscopic interbody fusion (BEIF) and conventional transforaminal lumbar interbody fusion (TLIF) in clinical cases using intraoperative endoscopic assessment.<h4>Methods</h4>This retrospective study compared endplate preparation quality between BEIF (n = 25) and conventional TLIF (n = 22) in single-level L4-L5 lumbar fusion procedures. Endplate preparation quality was evaluated using standardized 30-degree endoscopic visualization with a 4-point grading system, assessing both ipsilateral and contralateral regions of upper and lower endplates. Inter- and intra-observer reliability of the grading system were assessed. Clinical outcomes were analyzed using linear mixed models, and fusion rates and complications were assessed at one-year follow-up.<h4>Results</h4>BEIF demonstrated significantly better endplate preparation quality across all evaluated regions (all p < 0.001), with total scores of 10.76 ± 0.97 vs. 7.59 ± 1.37. Endplate violation rates were comparable between groups (upper: 20% vs. 27%, p = 0.732; lower: 36% vs. 45%, p = 0.562). Linear mixed model analysis revealed significantly better visual analog scale (VAS) back pain outcomes in the BEIF group (p = 0.011), which remained significant after baseline adjustment (adjusted p = 0.034). Both groups achieved comparable fusion rates at one-year follow-up (88% vs. 95%, p = 0.611).<h4>Conclusions</h4>BEIF may enable superior endplate preparation quality compared to conventional TLIF across all evaluated regions, and demonstrated significantly better postoperative back pain outcomes after controlling for baseline differences. However, given that the proposed grading system has not yet been externally validated, these results should be regarded as preliminary and hypothesis-generating.",Park HJ; Cho SK; Park SM; Kang MS; Kim HJ; Yeom JS,"Department of Orthopedic Surgery, Hallym University College of Medicine, Kangnam Sacred Heart Hospital, Seoul, Republic of Korea.","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",2026-06-17,10.1007/s00586-026-10034-y,6.5,"visualization(title,abstract); visual(title,abstract)",Transforaminal Lumbar Interbody Fusion; Minimally Invasive Spine Surgery; Lumbar Degenerative Disease; Endplate Preparation; Biportal Endoscopic Interbody Fusion
42311028,Intelligent three-dimensional imaging in pathology: Applications and developments.,"<h4>Abstract</h4>Conventional two-dimensional (2D) pathology relies on a limited number of tissue sections and therefore provides information from isolated planes, which can introduce sampling bias and lead to the loss of axial details, making it difficult to accurately capture the full structural organization of tumors and their microenvironment. In recent years, the integration of three-dimensional (3D) imaging technologies, such as tissue clearing and light-sheet fluorescence microscopy, combined with virtual staining, artificial intelligence, and spatial omics, has enabled the acquisition and analysis of volumetric biological information while preserving the overall architecture of the tissue. Following the theme of ""advancing from planar observation to 3D quantitative analysis"", this paper outlines the major technical pathways of 3D pathology, from sample clearing and fluorescent labeling to 3D imaging and visualization and then to an analytical framework for 3D pathological data. Based on this, we further examined representative applications, including tumor staging, lesion detection, and immune microenvironment profiling, to illustrate the advantages and potential clinical value of 3D pathology over conventional 2D approaches in precision diagnosis, prognostic assessment, and therapeutic decision-making. We also highlight key challenges that remain for 3D pathology, such as storage and computational costs, workflow and diagnostic standardization, and clinical implementation. Overall, AI-enabled 3D pathological imaging holds promise as an important direction for pathology, although its integration into routine clinical decision-making will require continued technological development and translational research.",Si W; Zhao F; Kuang D; Zhao Y; Liu Y; Sun M; Duan Y; Fei P; Wang G,"School of Optical and Electronic Information, Wuhan National Laboratory for Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei 430074, China.",Chinese medical journal,2026-06-17,10.1097/cm9.0000000000004176,6.0,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract); data(abstract)",Artificial intelligence; Tissue Clearing; Light-sheet Fluorescence Microscopy; Three-Dimensional Pathology; Large-scale Pathology Models
