pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42184374,From Design to Accountable Impact for Data Dashboards in Health Care.,"<h4>Unlabelled</h4>Vornhagen and colleagues synthesize design practices for the development of health care dashboards and provide a timely reference for a rapidly expanding class of tools that increasingly mediate clinical decisions and quality improvement. The authors have defined 4 pillars of design with associated practices, establishing a practical approach to the thoughtful development of useful dashboards. Building on these pillars, this commentary proposes accountable dashboarding, defined as making explicit the causal chain linking data sources and governance to visualization, interpretation, action, and measurable outcomes. Dashboards could be treated as sociotechnical interventions in which upstream choices are inseparable from the user interface and downstream decision-making. Evaluation should extend beyond usability and satisfaction to include decision quality and behavioral proxies, unintended consequences, and patient-centered outcomes of dashboard-informed interventions.",Achuff BJ,"Department of Pediatrics, Department of Biomedical Informatics, Vanderbilt School of Medicine, Vanderbilt University Medical Center, 2200 Children's Way, 5121 DOT, Nashville, TN, 37232, United States, 1 615-343-2996.",Journal of medical Internet research,2026-05-25,10.2196/98272,22.7,"visual analytics(kw); visualization(kw,abstract); dashboard(kw,title,abstract); visual(kw,abstract); clinical decision support(kw); data(kw,title,abstract)",Quality improvement; Data Quality; Data Visualization; Clinical Decision Support; Visual Analytics; Implementation Science; Data Governance; Workflow Integration; Health Care Dashboards
42185947,Mito_Plot: open-source pipeline for quantification and visualization of mitochondrial DNA heteroplasmy.,"<h4>Background</h4>Mitochondrial DNA heteroplasmy plays a crucial role in mitochondrial function, aging, and a wide range of human diseases. Recent advances in high-throughput sequencing have enabled large-scale detection of heteroplasmic variants; however, effective cohort-level integration, comparison, and visualization of Mutant Allele Frequency (MAF) values remain challenging. Existing tools often focus on single-sample visualization or require substantial manual preprocessing, limiting their scalability and usability for large cohorts. To address these challenges, we developed Mito_Plot, an open-source computational pipeline designed for standardized quantification and intuitive visualization of Mitochondrial DNA (mtDNA) heteroplasmy across multiple samples.<h4>Results</h4>Mito_Plot accepts standard mitochondrial VCF files and automatically calculates MAF based on allelic depth information. MAF data from multiple samples are aggregated into a unified matrix aligned by genomic position, enabling direct cross-sample comparison. The pipeline provides interactive two-dimensional circular plots that map MAF onto the mitochondrial genome with gene-level annotations, facilitating rapid identification of mutation hotspots and sample-specific patterns. In addition, Mito_Plot offers optional three-dimensional visualizations that enhance exploration of large cohorts by separating variant distributions across samples and genomic regions. Application of Mito_Plot to multi-sample mitochondrial sequencing datasets demonstrated robust handling of both variants with low and high MAF values, efficient processing of large cohorts, and improved interpretability compared with static or single-sample visualizations.<h4>Conclusions</h4>Mito_Plot is a scalable, user-friendly software pipeline for cohort-scale quantification and visualization of mtDNA MAF. By integrating standardized MAF calculation with interactive 2D and 3D visualizations, Mito_Plot facilitates comprehensive exploration of mitochondrial variant landscapes across large datasets. The open-source and modular design of the software supports reproducible research and flexible integration into existing analysis workflows, making Mito_Plot a practical resource for mitochondrial genomics research and clinical investigations.",Nakamura K; Matsumoto N; Okazaki Y,"Diagnostics and Therapeutics of Intractable Diseases, Intractable Disease Research Center, Graduate School of Medicine, Juntendo University, 2-1-1 Hongo, Bunkyo-Ku, Tokyo, 113-8421, Japan.",BMC bioinformatics,2026-05-25,10.1186/s12859-026-06476-2,13.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(kw,abstract)",Mitochondrial DNA; Data Visualization; Mitochondrial Heteroplasmy; Variant Analysis; Cohort-scale Analysis; Circular Genome
42185582,Global evolution of robot-assisted cholecystectomy research in the era of artificial intelligence: a bibliometric and knowledge-mapping study.,"<h4>Objective</h4>To systematically map the global evolution, collaborative networks, knowledge structure, and emerging research hotspots in robot-assisted cholecystectomy (RAC) using bibliometric and visualization techniques.<h4>Methods</h4>A comprehensive bibliometric analysis was conducted using the Web of Science Core Collection (2005-2025). Publications were retrieved using predefined search strategies and screened according to strict inclusion criteria. CiteSpace, VOSviewer, and R software were employed to analyze publication trends, co-authorship networks, institutional and national collaborations, co-citation patterns, keyword co-occurrence, and research bursts. Knowledge mapping techniques were used to visualize thematic evolution and intellectual structure.<h4>Results</h4>A total of 926 eligible publications were included. Global output demonstrated a continuous and marked increase, particularly after 2016, with citations following a similar upward trajectory, reflecting growing academic impact. The United States dominated both publication output and citation influence, while collaboration networks remained largely regionally clustered with limited cross-national integration. Research was primarily concentrated in high-impact surgical journals, with foundational contributions emphasizing feasibility, safety, and comparative effectiveness. Keyword and co-citation analyses revealed a knowledge structure centered on laparoscopic surgery, bile duct injury, and robotic systems, with emerging clusters highlighting artificial intelligence (AI) and surgical education. Evolutionary trajectory analysis demonstrated a transition from technical feasibility (early stage), to safety and evidence-based evaluation (middle stage), and to training and technological integration (recent stage). Burst detection further identified recent hotspots in AI, cost-effectiveness, and surgical training systems. Emerging evidence also indicates increasing integration of AI-driven systems into RAC, enabling intraoperative decision support, workflow recognition, and early-stage semi-autonomous surgical execution, particularly in standardized procedures such as cholecystectomy.<h4>Conclusion</h4>RAC research has evolved from early exploratory studies toward increasing technological integration and methodological refinement. Although RAC is not currently among the most dominant clinical indications for robotic surgery, it provides a valuable model for studying surgical standardization, training systems, and emerging intelligent surgical technologies. While current applications remain largely assistive, emerging advances in AI and robotic technologies suggest the potential for future development toward more intelligent and partially automated surgical systems. However, most evidence currently remains experimental and has not yet translated into widespread clinical practice. Future research should focus on strengthening global collaboration, improving high-quality evidence generation, and carefully evaluating the safety, feasibility, and clinical applicability of emerging intelligent surgical technologies.",Zhu C; Liu L; Liu N; Zhang R,"Central Laboratory, Clinical Medical Research Center, Linyi People's Hospital, Shandong Second Medical University, Shandong Province, 276000, Linyi, China.",Journal of robotic surgery,2026-05-26,10.1007/s11701-026-03492-5,12.1,"visualization(kw,abstract); visual(kw,abstract); artificial intelligence(kw,title,abstract)",Artificial intelligence; Cholecystectomy; bibliometrics; Robotic Surgery; Visualization Analysis
42216161,The impact of preoperative CT-based 3D visualization model on ureteric access sheath placement failure without pre-stenting.,"<h4>Background</h4>Placement failure of the flexible and navigable suction ureteral access sheath (FANS) with negative pressure suction may occur during retrograde intrarenal surgery (RIRS) due to ureteral stricture, hemorrhage, injury and other factors. This study aimed to investigate the predictive value of parameters from a 3D visualization model based on preoperative computed tomography (CT) for the failure of FANS placement without pre-stenting.<h4>Methods</h4>We retrospectively analyzed the clinical data of 113 patients who underwent RIRS at Chengdu Hospital of Integrated Traditional Chinese and Western Medicine. A 3D visualization model was constructed based on preoperative CT data to measure the lateral ureteral angle, intramural ureteral diameter, intramural ureteral length and pelvic ureteral diameter. A predictive model for failure of FANS placement without pre-stenting was established after univariate and multivariate analyses, and the model performance was evaluated by bootstrap internal validation, calibration curves, decision curve analysis (DCA) etc. RESULTS: Among the 113 patients, significant intergroup differences were observed between the successful placement group (n = 96) and the failed placement group (n = 17) in age (P = 0.010), lateral ureteral angle (P = 0.018), intramural ureteral diameter (P < 0.001) and pelvic ureteral diameter (P = 0.008). No significant intergroup differences were found in body mass index (BMI), stone CT value, stone size, stone number, gender, hydronephrosis, history of ipsilateral lithotripsy, preoperative fever history or intramural ureteral length (P > 0.05). Multivariate analysis identified intramural ureteral diameter (OR = 0.06, 95% CI: 0.01~ 0.29, P < 0.001) and pelvic ureteral diameter (OR = 0.26, 95% CI: 0.08 ~ 0.78, P = 0.017) as protective factors against placement failure, while the lateral ureteral angle (OR = 1.17, 95% CI: 1.04 ~ 1.31, P = 0.006) was a risk factor for placement failure. Due to sample size limitations, the lateral ureteral angle and intramural ureteral diameter were included in the predictive model based on the Bayesian information criterion (BIC). The area under the curve (AUC) of the model was 0.852 (95% CI: 0.763 ~ 0.941), and the AUC of internal validation via Bootstrap resampling (n = 1000) was 0.846 (95% CI: 0.808 ~ 0.860).<h4>Conclusions</h4>The intramural ureteral diameter and lateral ureteral angle measured by the 3D visualization model based on preoperative CT are powerful predictors for the failure of FANS placement without pre-stenting. The constructed predictive model exhibits good performance. However, further validation with multi-center and large-sample studies is still required.",Zhang Y; Hu C; Li H,"Department of Urology, Chengdu Integrated TCM & Western Medicine Hospital(Chengdu First People's Hospital), Chengdu, China.",BMC urology,2026-05-30,10.1186/s12894-026-02197-z,12.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(abstract)",3d Visualization; Rirs; Fans
42208041,Assigning Article-Level Themes in Bibliometric Analysis: Mode-Based Mapping Approach Using JMIR Aging Publications.,"<h4>Background</h4>Although clustering techniques are commonly used in bibliometric analysis to identify research themes, few studies systematically assign these themes back to individual articles. This gap limits the interpretability of findings and hinders granular, article-level longitudinal analysis.<h4>Objective</h4>This study introduces the Theme Assignment Algorithm for Articles (TAAA), a data-driven framework designed to map clustered themes to individual publications. We demonstrate its utility by identifying dominant research patterns and thematic shifts within JMIR Aging.<h4>Methods</h4>TAAA was applied to 434 JMIR Aging articles published between 2020 and 2025. Keywords were harvested from 3 sources: Web of Science Core Collection (WoSCC) Keywords Plus, author-provided keywords, and abstract-derived terms. These were grouped into thematic clusters using the ""following leader clustering algorithm"". The TAAA, implemented via R and a web-based application, determined each article's primary theme using a statistical model to create a discrete article-level variable. Core themes were identified via h-index computation. Analytical visualization included Kano and Sankey diagrams, alongside volcano plots and heatmaps. The framework's robustness was further tested by applying a ""differentially expressed genes"" analogy to map ""unknown"" core metadata across ""known"" pre/post publication stages using Cohen kappa as the extent of mapping power.<h4>Results</h4>Analysis across the 3 keyword sources yielded 9, 7, and 9 core themes, respectively. The most prominent themes identified were HEALTH (39.4%), OLDER ADULTS (43.1%), and DEMENTIA (25.3%). Notably, DEMENTIA emerged as a consistent core theme across all sources and visual layers, validating the TAAA's ability to capture cross-source thematic coherence. The adaptation of dual heatmaps demonstrated the algorithm's capacity for comparative bibliometric mapping in JMIR Aging. A mapping precision of 0.33 provided quantitative evidence of a 2-stage publication pattern, though the separation between stages was not strictly confined to predefined time intervals.<h4>Conclusions</h4>The TAAA framework provides a replicable, scalable, and interpretable method for article-level thematic assignment. Its ability to uncover consistent research patterns-specifically the dominance of dementia-related studies in JMIR Aging-demonstrates its value for bibliometricians and its potential adaptability to other domains, such as bioinformatics-inspired meta-analyses.",Ho SY; Tsai KT,"Department of Emergency Medicine, Chi Mei Medical Center, No. 901, Chung Hwa Road, Yung Kung Dist, Tainan, Taiwan.",JMIR aging,2026-05-28,10.2196/79906,10.0,"visual analytics(kw); visualization(abstract); visual(kw,abstract); data(abstract); informatics(abstract)",Visual Analytics; Bibliometric Analysis; R Programming; Flca Clustering; Following Leader Clustering Algorithm; Theme Assignment
42210772,Embracing technology to improve peripheral intravenous access and care: A consensus statement from vascular access experts and patients.,"<h4>Background/objectives</h4>To develop expert consensus on peripheral venous access devices (PVAD) and associated care practices, and to formulate guidance recommendations aimed at improving peripheral venous access and management, including the integration of vein visualization technology. This is particularly important for patient populations with peripheral venous depletion, who often present with compromised vasculature that complicates successful PVAD access and increases the risk of complications. Preserving vascular integrity in these patients is essential for maintaining treatment pathways and preventing long-term vascular damage.<h4>Methods</h4>A multi-phase approach to consensus development was used consisting of the following: (1) a literature review, (2) a survey and consultation with a vascular access expert panel (<i>n</i> = 9), and (3) a consultation meeting with patient and public representatives (<i>n</i> = 2).<h4>Results</h4>Survey results and consultation findings from the expert panel demonstrated consensus for 14 of 24 statements. Further analysis resulted in a total of four key problem statements on peripheral venous access and care, and 11 recommendations for future development. Following review by patient and public representatives, three additional recommendations were added, and three existing recommendations were refined. The final consensus statement reflects four problem statements with 14 recommendations.<h4>Conclusion</h4>This expert consensus presents 14 evidence-informed statements designed to strengthen practice, improve patient safety, and enhance clinician confidence and competence. Central to these recommendations is the adoption of routine structured pre-insertion vessel assessment using vein visualization technology where appropriate to minimize vessel trauma, and promote more consistent, high-quality vascular access care.",Spencer TR; Strain B; Hadaway L; Schears G; Steere L; Hopkins T; Weathers E,"Global Vascular Access, LLC, Scottsdale, AZ, USA.",The journal of vascular access,2026-05-29,10.1177/11297298261451300,7.5,"visualization(kw,abstract); visual(kw,abstract)",Technology; Catheterization; Nursing; Peripheral; Health Care Technology; Vascular Access Devices; Vein Visualization
42201543,"Development of a serverless, interactive application for Alzheimer's disease detection and visualization using MRI images.","BackgroundAlzheimer's disease requires early detection for effective intervention with disease-modifying treatments, yet significant implementation barriers persist in clinical practice, including limited computational infrastructure and the gap between research model performance and practical deployment in resource-constrained settings.ObjectivesTo develop and evaluate a computer-aided diagnosis system for classifying cognitive states (AD, MCI, and CN) from structural MRI, with automated preprocessing and cost-effective cloud deployment suitable for resource-constrained healthcare facilities.DesignComputer-aided diagnosis system integrating neural architecture search with serverless cloud infrastructure.MethodsA multi-view MRI analysis model was optimized through neural architecture search, incorporating Universal Inverted Bottleneck blocks and Kolmogorov-Arnold Networks. Automated MRI preprocessing using FSL was deployed through cloud-based serverless functions for scalable image processing. Evaluation used the ADNI dataset (1687 individuals: 368 AD, 625 MCI, and 694 CN). A web application was developed providing patient management, MRI visualization, and automated diagnostic prediction.ResultsThe model achieved 86.7% accuracy and 0.900 AUC in three-class classification with 1.7 million parameters. High specificity was observed across all classes (CN: 91.0%, MCI: 91.8%, AD: 97.3%), with 100% CN-AD specificity ensuring no AD cases were misclassified as cognitively normal. Operational costs were approximately 0.028 USD per diagnosis for typical hospital workloads.ConclusionThis system provides a cost-effective approach for early Alzheimer's diagnosis accessible to resource-constrained environments. Despite challenges in MCI classification, the combination of neural architecture search with serverless deployment demonstrates progress toward clinically deployable automated AD detection. Future work should focus on prospective clinical validation and integration of interpretability features.",Huynh T; Nguyen M; Ha HTT; Ngo L,"School of Biomedical Engineering, International University, Ho Chi Minh City, Vietnam.",The neuroradiology journal,2026-05-27,10.1177/19714009261456608,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",Alzheimer’s disease; Fmrib Software Library; Serverless Computing; Neural Architecture Search; Kolmogorov–arnold Networks; Universal Inverted Bottleneck; Mri Images Processing
42210392,Application of SHAP visualization and nomogram based on PET/CT radiomics combined models for risk stratification in high-grade invasive lung adenocarcinoma. ,"This study aimed to develop and validate a PET/CT radiomics combined model integrated with visualization tools for preoperative risk stratification of high-grade invasive lung adenocarcinoma (ILA). A total of 202 ILA patients with 207 pathologically confirmed lesions were retrospectively enrolled and randomly divided into training (70%) and validation (30%) sets. Patients with ≥ 20% micropapillary or solid subtypes were classified as the high-risk group. Multivariate logistic regression was used to develop combined clinical and radiomics models. Model performance was evaluated using ROC, calibration, and decision curve analyses, and visualized with Shapley Additive exPlanations (SHAP) and a nomogram. The combined model demonstrated superior diagnostic performance, with higher AUCs (Delong test, all P < 0.05) and calibration curves (Hosmer-Lemeshow test, all P > 0.05), outperforming the clinical model in both the training and validation datasets. It also provided greater clinical net benefit across the central decision threshold range of 0.15 to 0.85. SHAP analysis identified Radscore and SUVmax (mean SHAP values = 0.35 and 0.2, respectively) as the primary risk factors for high-grade ILA. We validated a PET/CT-based combined model utilizing SHAP analysis and a nomogram for preoperative risk stratification in high-grade ILA. The model exhibits high accuracy, commendable calibration, and clinical benefit. This noninvasive, interpretable instrument facilitates objective risk assessment, personalized decision-making, and precise management for ILA.",Ma N; Du H; Wu Y; Li Z; Li J; Lin X; Yu D; Zhang Y; Dong M,"Department of Nuclear Medicine, Peking University Shenzhen Hospital, Shenzhen, Guangdong Province, 518000, China.",Journal of translational medicine,2026-05-28,10.1186/s12967-026-08338-0,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
42189224,High-resolution intraoral ultrasonography of the intrinsic tongue muscles: detailed anatomical visualization.,"<h4>Purpose</h4>The tongue plays a key role in speech and swallowing, and its intrinsic muscles enable fine coordinated movements. High-resolution ultrasonography is a non-invasive method that allows detailed visualization of tongue structures and blood vessels. This study investigated the morphology of the intrinsic tongue muscles and deep lingual artery by correlating the high-resolution intraoral ultrasonography with known anatomical structures.<h4>Methods</h4>Ultrasonographic examinations were performed on 33 Korean adults (6 males and 27 females; mean age: 34.9 ± 12.3 years) using a B-mode system with a 15 MHz hockey-stick transducer. Five predefined areas on the dorsal and lateral tongue surfaces were systematically scanned. A total of 182 images were acquired to evaluate intrinsic tongue structures and the deep lingual artery. Muscle visualization rates were summarized descriptively, and Fisher's exact test was used to examine age-related differences in visualization status.<h4>Results</h4>The intrinsic tongue muscles (superior longitudinal, transverse lingual, vertical lingual, and inferior longitudinal muscles) were distinctly visualized in layered structure from surface inward. Muscle separation was clear on the dorsal surface, though vertical and transverse lingual muscles appeared in the same layer. Visualization detail decreased slightly in the tongue tip and lateral regions. The deep lingual artery was identified in 70.6% of participants, primarily in the anterior tongue, at a mean depth of 0.9 cm (range, 0.6-1.2 cm). An age-related trend toward lower visibility of the right vertical lingual muscle was observed in older participants (P = 0.123).<h4>Conclusion</h4>High-resolution intraoral ultrasonography successfully provided detailed, anatomically consistent visualization of intrinsic tongue muscles and the deep lingual artery, supporting its utility for both clinical assessment and educational purposes.",Ji HJ; Heo YR; Piao JZ; Gil YC; Hu KS; Kim HJ,"Division in Anatomy and Developmental Biology, Department of Oral Biology, Yonsei University College of Dentistry, Seoul, South Korea.",Surgical and radiologic anatomy : SRA,2026-05-26,10.1007/s00276-026-03908-9,6.5,"visualization(title,abstract); visual(title,abstract)",Inferior Longitudinal Muscle; Superior Longitudinal Muscle; Deep Lingual Artery; High-resolution Intraoral Ultrasonography; Transverse Lingual Muscle; Vertical Lingual Muscle
42210785,Asymmetrically Coordinated Dual-Atom Manganese Contrast Agents Enabling High-Efficiency T1 Enhanced MRI for Precise Tumor Visualization.,"Achieving atomically precise control over paramagnetic coordination environments is challenging because relaxivity's sixth power dependence on metal water distance demands sub-angstrom precision while also requiring rapid water exchange, two inherently competing requirements in conventional systems. Here, leveraging dual-atom coordination engineering as a rational material design strategy, we successfully synthesized a novel dual-atom manganese-based platform featuring a well-defined asymmetric Mn<sub>2</sub>-N<sub>3</sub>O<sub>3</sub> geometry anchored on hierarchical boron nitride (Mn-BN). Notably, this atomic-level engineering achieves T1 relaxivity of 36.27 mM<sup>-1</sup> s<sup>-1</sup> at 3.0 T and 15.86 mM<sup>-1</sup> s<sup>-1</sup> at 7.0 T, approximately 10-fold higher than those of clinical agents. Combining advanced characterizations with theoretical calculations reveals that adjacent asymmetrically coordinated Mn centers generate cooperative electronic effects that lower water adsorption energy and shorten the Mn-H distance, thereby enhancing water exchange and optimizing dipole-dipole interactions. The Mn-BN exhibits specific magnetic resonance imaging (MRI) T1 signals for accurate tumor boundary visualization, meanwhile preferential hepatocyte uptake through specific transporters creates differential enhancement for sensitive liver metastases detection. This work positions dual-atom coordination engineering as an effective materials design strategy for precise enhancement of MRI properties, providing new opportunities for developing advanced contrast agents with tailored biological interactions and extended imaging windows.",Yang D; Li QY; Liang J; Li G; Sun N; Song Q; Zhu H; Li X; Li Z; Dong J; Guo W; Xiao Y; Lee CS; Sun YS,"Department of Radiology, Key Laboratory of Carcinogenesis and Translational Research (Ministry of Education/Beijing), Peking University Cancer Hospital and Institute, Beijing, P. R. China.","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026-05-29,10.1002/advs.75644,6.5,"visualization(title,abstract); visual(title,abstract)",Mri Contrast Agents; Asymmetric Coordination Geometry; Dual‐atom Manganese; Hepatocyte‐specific Imaging; Hierarchical Boron Nitride
