pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
40269860,ABiMed: An intelligent and visual clinical decision support system for medication reviews and polypharmacy management.,"<h4>Background</h4>Polypharmacy can be both a public health and an economic issue. Medication reviews are structured interviews of the patient by the pharmacist, aiming at optimizing the drug treatment and deprescribing potentially inappropriate medications. However, they remain difficult to perform and time-consuming. Several clinical decision support systems were developed for helping clinicians to reduce inappropriate polypharmacy. However, most were limited to the implementation of clinical practice guidelines. In this work, our objective is to design an innovative clinical decision support system for medication reviews and polypharmacy management, named ABiMed.<h4>Methods</h4>ABiMed associates several approaches: guidelines implementation, but also the automatic extraction of patient data from the GP's electronic health record and its transfer to the pharmacist, and the visual presentation of contextualized drug knowledge using visual analytics. We performed an ergonomic assessment and qualitative evaluations involving pharmacists and GPs during focus groups and workshops.<h4>Results</h4>We describe the proposed architecture, which allows a collaborative multi-user usage. We present the various screens of ABiMed for entering or verifying patient data, for accessing drug knowledge (posology, adverse effects, interactions), for viewing STOPP/START rules and for suggesting modification to the treatment. Qualitative evaluations showed that health professionals were highly interested in our approach, associating the automatic guidelines execution with the visual presentation of drug knowledge.<h4>Conclusions</h4>The association of guidelines implementation with visual presentation of knowledge is a promising approach for managing polypharmacy. Future works will focus on the improvement and the evaluation of ABiMed.",Abdelmalek M; Romain L; Nada B; Thibaud L; Yoann LB; Christian S; Brigitte S; Julien G; Romain L; Catherine L; Stéfan D; Matthieu S; Joël B; Karima S; Sophie D; Hector F; Rosy T; Jean-Baptiste L,"INSERM, Sorbonne Université, Université Sorbonne Paris Nord, Laboratory of Medical Informatics and Knowledge Engineering in e-Health, LIMICS, 15 rue de l'école de médecine, Paris, 75006, France.",BMC medical informatics and decision making,2025-04-23,10.1186/s12911-025-03002-x,17.2,"visual analytics(kw,abstract); visual(kw,title,abstract); clinical decision support(kw,title,abstract); data(abstract); electronic health record(abstract)",Clinical Decision Support Systems; Visual Analytics; Medication Review; Polypharmacy Management; Stopp/start V3
40260042,Nursing Students' Perspectives on Integrating Artificial Intelligence Into Clinical Practice and Training: A Qualitative Descriptive Study.,"<h4>Background</h4>The integration of artificial intelligence (AI) into healthcare has introduced transformative tools to enhance clinical decision-making and streamline workflows. In nursing, a profession characterized by human-centric care, AI adoption offers both significant opportunities and notable challenges. However, the perspectives of nursing students, future professionals, on integrating AI into clinical practice and education remain underexplored.<h4>Aim</h4>This study aimed to explore nursing students' perceptions of incorporating AI into their clinical training and professional practice, with a focus on identifying benefits, challenges, and potential areas for improvement.<h4>Methods</h4>A qualitative descriptive design explored the experiences and attitudes of 25 nursing students from five colleges in Dhaka, Bangladesh. Participants were purposively sampled to ensure diverse educational and clinical backgrounds. Semi-structured interviews in Bangla, lasting 40-50 min, were audio-recorded, transcribed, and translated into English. Data were collected from May 8, 2024 to August 10, 2024. Data were analyzed using thematic analysis to identify patterns and themes. Credibility was ensured through member checking, dependability via an audit trail, and confirmability through peer debriefing. Data visualization tools were used to map thematic relationships effectively.<h4>Results</h4>Thematic analysis revealed four major themes: (1) AI integration in nursing education, (2) ethical and professional concerns, (3) preparedness for AI-driven practice, and (4) AI's impact on nursing practice. Participants expressed both optimism about AI's potential to improve accuracy and efficiency and apprehension about their readiness to use AI effectively in practice.<h4>Conclusion</h4>The findings underscore the need for comprehensive curriculum reforms that incorporate AI training, address ethical concerns, and emphasize the role of AI as a supportive tool rather than a replacement for human expertise. These insights provide a roadmap for integrating AI into nursing education while preserving the compassionate core of nursing practice.",Rony MKK; Ahmad S; Das DC; Tanha SM; Deb TR; Akter MR; Khatun MA; Khalil MI; Peu UR; Parvin MR; Alrazeeni DM; Akter F,Miyan Research Institute International University of Business Agriculture and Technology Dhaka Bangladesh.,Health science reports,2025-04-21,10.1002/hsr2.70728,7.6,"visualization(abstract); visual(abstract); artificial intelligence(kw,title,abstract); data(abstract)",Artificial intelligence; Clinical practice; Nursing Education; Ethical Considerations; Healthcare Technology; Student Perspectives
40264174,From glitter to gold: recommendations for effective dashboards from design through sustainment.,"<h4>Background</h4>Dashboards-tools that compile and summarize key performance data-have become increasingly utilized for supporting data organization and decision-making processes across various fields, such as business, economics, healthcare, and policy. The dashboard's impact is dependent on its use by the individuals for whom it was designed. Yet, few studies measure dashboard use, and of those that do, their utility is limited. When dashboards go unused, they provide little value and impact. We argue that successful and long-term use of dashboards can be achieved using human-centered design and implementation science methods.<h4>Main body</h4>In this article, we describe the characteristics of dashboards and provide examples of existing dashboards. We discuss the common pitfalls of dashboards that result in their limited use. Next, we proffer how human-centered design and implementation science can improve dashboard relevance. We provide eight recommendations from across the design to the sustainment phase. To guide dashboard developers and implementers, we organize our recommendations using the Exploration, Preparation, Implementation, and Sustainment (EPIS) Framework. Lastly, we raise several cautions when using human-centered design and implementation science methods in dashboard development and implementation.<h4>Conclusion</h4>There is a need for more effective, sustainable, and impactful dashboards. We suggest that incorporating human-centered design and implementation science methods can facilitate achieving this goal.",Rossi FS; Adams MCB; Aarons G; McGovern MP,"Stanford Center for Dissemination and Implementation (CDI), Department of Psychiatry and Behavioral Sciences, Stanford University School of Medicine, Palo Alto, CA, USA. fsrossi@stanford.edu.",Implementation science : IS,2025-04-22,10.1186/s13012-025-01430-x,7.4,"dashboard(kw,title,abstract); data(abstract)",Implementation Science; Dashboards; Human-centered Design; Epis; Dashboard Use
40259251,The use of graphical lung sound visualizations in medical education: an evaluation of its impact on clinical clerkship.,"<h4>Background</h4>Auscultation is a simple physical examination that provides important clinical information. Many educational materials are available to facilitate students' understanding of lung auscultation. Some studies and teaching materials have visualized lung sounds as spectrograms. However, their effectiveness as educational tools remains unclear. Accordingly, this study evaluates the effect of auscultation education using lung sound visualization on medical students' diagnostic skills.<h4>Methods</h4>Participants were medical students completing their four-week clinical clerkship (CC) in the Department of Respiratory Medicine of Chiba University Hospital. Sixty-three students participated in this study between November 2022 and July 2023. They were divided into two groups: the full-term visualization group (n = 31) and the half-term visualization group (n = 32). Although both groups were taught lung sound visualization using simple diagrams, there was a two-week difference in the length of exposure. We taught visualization to the full-term visualization group on the first day of the CC, and to the half-term visualization group after the midpoint test. Thus, the full-term visualization group practiced lung auscultations with visualization for four weeks, while the half-term visualization group had two weeks of practice. All the students performed lung auscultation tests with a simulator three times: pre-test at the beginning, midpoint at the end of the second week, and post-test at the end of CC. In addition, they responded to questionnaires regarding lung auscultation at the beginning and end of CC.<h4>Results</h4>The score gain from baseline in the lung auscultation tests at the midpoint was 0.5; p = 0.018). The increase in scores at the post-test was not significantly different between the two groups (median full-term, + 3.6; half-term, + 2.3; p = 0.060). The self-reported confidence, clinical reasoning ability, activity, and frequency of lung auscultation improved in both groups. The questionnaire responses indicated that the students accepted the value of lung sound visualization.<h4>Conclusions</h4>Differing the duration of exposure to lung sound visualization (two weeks and four weeks) showed no significant difference in medical students' auscultation skills.",Kawame C; Kasai H; Shiko Y; Kuriyama A; Takeda K; Tajima H; Hayama N; Saito M; Ito S; Suzuki T,"Department of Respirology, Chiba University Graduate School of Medicine, Chiba, Japan. cmjacky821@gmail.com.",BMC medical education,2025-04-21,10.1186/s12909-025-07170-2,6.5,"visualization(title,abstract); visual(title,abstract)",Medical education; Auscultation; Medical Students; Clinical Clerkship; Lung Sounds
40269426,Using an AI-Powered Solution to Transform Nursing Workflow and Improve Inpatient Care: A Retrospective Observational Study.,"<h4>Background</h4>Nurses face an escalating workload, including tasks not directly related to patient care, such as responding to patients' requests for water or extra blankets, and adjusting room conditions like air conditioning, which can contribute to burnout and pose potential risks for both professionals and patients.<h4>Purpose</h4>We aimed to evaluate an artificial intelligence (AI)-driven technology that automates patient requests and directs them to the appropriate teams in other departments instead of to the nurses' station, thereby eliminating the need for nursing intervention.<h4>Methods</h4>This retrospective observational study, conducted in the surgical clinic of a large hospital over 30 days, examined data gathered from patients occupying 16 beds (as our focus was on the volume and type of patient requests generated per bed rather than per patient, patient turnover did not affect the study). During this period, the AI-driven platform, known as Neonpass Room, was implemented in addition to the traditional bell-activation request system.<h4>Results</h4>During the 30-day implementation of Neonpass Room, 2,113 requests were recorded, mostly from patients, and the AI-powered system directed 35.4% of those requests, which required clinical attention, to the nursing staff. The remaining requests were routed to other appropriate teams, such as housekeeping or maintenance, according to the nature of the requests. Among the top 10 most frequent request types, only two were explicitly directed to the nursing team: ""check IV fluids"" and ""support with restroom use."" The AI platform also measured the response times among the various departments (the nursing team had the shortest response time and the cleaning staff the longest) and enabled the visualization of patterns in patient-initiated requests by request type over a 24-hour period. The AI solution effectively reduced the nursing team's workload by nearly three out of five patient requests, resulting in considerable time savings for nurses.<h4>Conclusion</h4>Neonpass Room allowed the nursing staff to improve their focus on patient care by optimizing task delegation. Once integrated into the hospital's operations, an AI-driven platform like Neonpass Room would provide managers with valuable strategic insights into the allocation of hospital services.",Gentil LLS; Pires VAL; Andrade-Silva J; Almeida YE; Pinheiro PG; Pinheiro CG; Laselva CR,"Luana Llagostera Sillano Gentil is the hospital director of the Municipal Hospital Moyses Deutsch in São Paulo, Brazil. Vanessa Aparecida Luz Pires is a nursing coordinator, Jéssica Andrade-Silva is an innovation consultant, Youri Eliphas Almeida is a former innovation consultant, and Claudia Regina Laselva is a hospital unit director, all at the Hospital Israelita Albert Einstein in São Paulo, Brazil. Paulo Gurgel Pinheiro is chief executive officer and Claudio Gurgel Pinheiro is chief operations officer of HOOBOX Robotics in São Paulo. Contact author: Jéssica Andrade-Silva, bio.jandrades@gmail.com. The authors have disclosed no potential conflicts of interest, financial or otherwise.",The American journal of nursing,2025-04-24,10.1097/ajn.0000000000000070,6.0,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract); data(abstract)",Artificial intelligence; Nursing care; Health Care Quality; Task Performance; Nursing Workload
40280174,Interpretable Machine Learning for Predicting Anterior Uveitis in Axial Spondyloarthritis. ,"Axial spondyloarthritis (axSpA) is a chronic inflammatory disease primarily affecting the spine and sacroiliac joints, with anterior uveitis (AU) as a common extra-articular manifestation. Predicting AU onset in axSpA patients is challenging, as traditional statistical methods often fail to capture the disease's complexity. This study aimed to develop an interpretable machine learning (ML) model to predict AU onset in axSpA patients through a historical cohort analysis of 1508 patients from a tertiary medical center. Clinical data involving 54 variables were preprocessed through imputation, factorization, oversampling, outlier capping, and standardization. Recursive feature elimination identified 12 key predictors. Subsequently, 10 ML algorithms were assessed using performance metrics and visualization techniques. The gradient boosting machine model incorporating 12 key factors showed high accuracy in predicting AU risk. Shapley additive explanations analysis revealed that hip involvement, nonsteroidal anti-inflammatory drug use, and smoking were the most influential predictors. The model's interpretability provided clear insights into the contribution of each feature to AU risk, supporting early diagnosis and personalized treatment. The gradient boosting machine model predicts AU risk in axSpA patients, helping identify high-risk cases for early intervention and personalized treatment to prevent complications such as vision loss.",Li H; Guo Q; Zhang T; Zhou S; Guo C,"From the Department of Rheumatology and Immunology, The People's Hospital of Baoan Shenzhen, The Second Affiliated Hospital of Shenzhen University, Shenzhen, Guangdong, China.",Journal of clinical rheumatology : practical reports on rheumatic & musculoskeletal diseases,2025-04-25,10.1097/rhu.0000000000002225,5.6,"visualization(abstract); visual(abstract); machine learning(title,abstract); data(abstract)",
40280548,Special Issue on CDS Failures: Redesigning Clinical Decision Support for Retinopathy of Prematurity Screening After Alert Failure. ,"Retinopathy of prematurity (ROP) is the leading cause of preventable childhood blindness. Guidelines recommend screening for infants with gestational age at birth < 31 weeks or birthweight ≤ 1500g. However, ensuring timely screening during readmissions after birth is challenging. To analyze the performance of an interruptive alert at a large academic pediatric hospital for identifying premature infants needing ROP screening upon hospital readmission and to describe how data informed the transition to a non-interruptive dashboard. The alert appeared for patients 1-365 days of age hospitalized in acute care or pediatric intensive care and instructed providers to order an ophthalmology consult from within the alert and to call ophthalmology for at-risk patients. For quality improvement, the clinical decision support (CDS) advisory group evaluated the effectiveness and efficiency of the alert. We exacted alert metrics from the hospital's enterprise data warehouse, including the user response and feedback, patient characteristics (age, birth gestational age, and birth weight), and any ophthalmology consultations. We analyzed the percentage of encounters seen by ophthalmology using a statistical process control chart during alert implementation and 6 months before and after. The alert appeared 3309 times during 2194 patient encounters usually. Users chose ""Accept and place order"" for 43% (943/2194) of encounters, but only 11% (102/943) had an ophthalmology consult; 34% (53/155) of ophthalmology consultations occurred in encounters with a final response other than ""Accept and place order"". The intervention was redesigned using a non-interruptive surveillance dashboard with greater specificity, and the alert was deimplemented. Analysis of a failed interruptive alert for identifying patients at risk for ROP led to a transition to targeted surveillance using a dashboard. This case emphasizes the importance of aligning the CDS modality to the clinical workflow, information availability, and user decision-making needs and should be supported by governance.",Guzman Karlsson MCG; Hess LM; Jeppesen AL; Fortunov RM,"Texas Children's Hospital, Houston, United States.",Applied clinical informatics,2025-04-25,10.1055/a-2594-3571,4.6,"dashboard(abstract); clinical decision support(title,abstract); data(abstract)",
40258295,Tailoring Rheumatoid Arthritis Visit Timing Based on mHealth App Data: Mixed Methods Assessment of Implementation and Usability.,"<h4>Background</h4>Visits to medical subspecialists are common, with follow-up timing often based on heuristics rather than evidence. Unnecessary visits contribute to long wait times for new patients. Specialists could enhance visit timing and reduce frequency by systematically monitoring patients' symptoms between visits, especially for symptom-driven conditions like rheumatoid arthritis (RA). We previously designed an intervention using a mobile health (mHealth) app to collect patient-reported outcomes (PRO). One of several aims of the app was to assist rheumatologists in determining visit timing for patients with RA. The intervention did not reduce visit frequency.<h4>Objective</h4>To explore possible reasons for the lack of association between the intervention and visit frequency, we describe app usage, assess usability, and identify barriers and facilitators for using between-visit PRO data to reduce visits when patients' symptoms are stable.<h4>Methods</h4>We analyzed patients' use of the app by reporting adherence (percent of PRO questionnaires completed during the 12-month study) and retention (use in the last month of the study). To examine rheumatologists' experiences, we summarized views of the electronic health record (EHR)-embedded PRO dashboard and EHR inbox messages suggesting early or deferred visits. We assessed app usability using the interactive mHealth App Usability Questionnaire for Ease of Use and Usefulness for patients and the System Usability Scale for rheumatologists. We assessed rheumatologist-level effects of intervention usage using Kruskal-Wallis rank sum and equality of proportion tests. We identified barriers and facilitators through interviews and surveys.<h4>Results</h4>The analysis included 150 patients with RA and their 11 rheumatologists. Patients answered a median of 53.3% (IQR 34.1%-69.2%) of PRO questionnaires; this proportion varied by rheumatologist (range 40.7%-67%). Over half of the patients used the app during the final month of the study (56%, range 51%-65%, by rheumatologists); the median number of months of use was 12 (IQR 9-12). Rheumatologists viewed the dashboard 78 times (17.6% of 443 visits) with significant differences in viewing rates by rheumatologist (range 10%-66%; P<.01). There were 108 generated messages sent to rheumatologists suggesting a deferred visit (24.4% of 443 visits) with significant differences in message counts received per visit by rheumatologist (range 10.8%-22.6%; P=.03). Rheumatologists' reported barriers to offering visit deferrals included already scheduling as far out as they were comfortable and rescheduling complexities for staff. Based on 39 patient interviews and 44 surveys, patients reported 2 main barriers to app usage: questionnaire frequency not being tailored to them and reduced motivation after not discussing PRO data with their rheumatologist. A total of 5 interviewed patients received the option to defer their visits, of which 3 elected to defer the appointment and 2 chose to keep it.<h4>Conclusions</h4>While an mHealth app for reporting RA PROs was used frequently by patients, using these data to reduce the frequency of unneeded visits was not straightforward. Better engagement of clinicians may improve the use of PRO data.",Rudin RS; Santacroce LM; Ganguli I; Solomon DH,"RAND, 20 Park Plaza, Boston, MA, 02116, United States, 1 6173382059.",JMIR formative research,2025-04-21,10.2196/60854,4.3,"dashboard(abstract); data(title,abstract); electronic health record(abstract)",Rheumatoid arthritis; Rheumatology; Patient-reported Outcomes; Mobile Health; Visit Frequency; Visit Timing
40275570,Global research trends and collaborations in acute kidney injury (AKI) and sepsis: a bibliometric analysis (2004-2024).,"<h4>Background</h4>Acute kidney injury (AKI) and sepsis are critical clinical conditions associated with high morbidity and mortality. Despite growing research interest, there remains a need for a comprehensive analysis of global research trends in this field. Bibliometric analysis offers a quantitative approach to assessing the evolution of scientific knowledge, collaborative networks, and emerging research areas over time.<h4>Objective</h4>This study aims to map the global landscape of research on AKI and sepsis over the last two decades (2004-2024), identify major contributors, collaboration networks, key research trends, and highlight gaps in the literature.<h4>Methods</h4>We conducted a bibliometric analysis of research articles from leading databases. The study utilized network visualization techniques to assess co-authorship, citation patterns, and keyword co-occurrence, focusing on the most influential countries, institutions, and research collaborations.<h4>Results</h4>Results reveal China leads in publication volume, yet countries like the United States and Australia show higher international collaboration rates and citation impact. Additionally, thematic analyses highlight critical research areas, including biomarkers, bioenergetics, inflammation, and machine learning, marking significant advancements in the understanding and management of AKI.<h4>Conclusion</h4>This bibliometric analysis offers valuable insights into the evolving landscape of AKI and sepsis research, emphasizing the importance of collaborative efforts to address knowledge gaps and ensure evidence-based care across diverse healthcare settings. Future research should prioritize the development of biomarkers and the integration of AI-driven technologies to enhance early diagnosis and personalize treatment strategies for AKI patients.",Yang Y; Zhao S; Liu S,"Department of Nephrology, Shibei Hospital of Jing'an District, Shanghai, PR China.",Renal failure,2025-04-24,10.1080/0886022x.2025.2494049,4.0,visualization(abstract); visual(abstract); machine learning(abstract); data(abstract),Sepsis; Bibliometric Analysis; Acute Kidney Injury (Aki); Acute Kidney Failure (Arf)
40268236,CIWARS: a web server for antibiotic resistance surveillance using longitudinal metagenomic data.,"The rise of antibiotic resistance (AR) poses a substantial threat to human and animal health, food security, and economic stability. Wastewater-based surveillance (WBS) has emerged as a powerful strategy for population-level AR monitoring, providing valuable data to guide public health and policy decisions. Metagenomic sequencing is especially promising, as it can yield comprehensive profiles of antibiotic resistance genes (ARGs) and other genes relevant to AR in a single run. However, online analytical platforms to facilitate analysis of longitudinal metagenomic data are lacking. To address this, we introduce CyberInfrastructure for Waterborne Antibiotic Resistance Surveillance (CIWARS), a web server configured for characterizing key AR trends from longitudinal metagenomic WBS data. CIWARS offers comprehensive profiling of ARGs and taxonomic profiling of pathogen-associated bacterial taxonomic groups, identifies potential associations of ARGs with mobile genetic elements (MGEs) and pathogen-containing taxa, and assesses resistome risk based on the co-occurrence of ARGs, MGEs, and pathogen-like sequences. Additionally, it detects anomalous AR indicators over time, aiding in identifying potential events of concern, such as the emergence of resistant strains or outbreaks. Through interactive temporal data visualization, CIWARS enables AR monitoring and can serve as a tool to inform effective and timely interventions to mitigate the spread and transmission of AR. Here, CIWARS is demonstrated using longitudinal metagenomic data from a wastewater treatment plant (WWTP) influent and effluent, but it can be extended to any environment. CIWARS provides a valuable tool to support global efforts to combat the evolution and spread of AR, while also guiding agricultural and public health efforts aimed at optimizing antibiotic use. The web server is freely available at https://ciwars.cs.vt.edu/.",Emon MI; Cheung YF; Stoll J; Rumi MA; Brown C; Choi JM; Moumi NA; Ahmed S; Song H; Sein J; Yao S; Khan A; Gupta S; Kulkarni R; Butt A; Vikesland P; Pruden A; Zhang L,"Department of Computer Science, Virginia Tech, Blacksburg, Virginia 24060, USA.",Journal of molecular biology,2025-04-21,10.1016/j.jmb.2025.169159,3.8,"visualization(abstract); visual(abstract); data(title,abstract)",Anomaly Detection; Antibiotic Resistance (Ar); Longitudinal Metagenomics; Wastewater-Based Surveillance; Ar Indicator Profiling
