pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
41882380,Longitudinal visualization tools for advanced characterization of multiple sclerosis lesions using diffusion MRI and magnetization transfer imaging metrics.,"Understanding how white matter microstructure supports functional network organization requires tools capable of characterizing tissue properties across multiple complementary metrics and spatial scales simultaneously. White matter pathology disrupts the relationship between microstructural tissue organization and network-level function in spatial and temporal patterns that reveal fundamental principles of white matter organization. Multiple sclerosis (MS) exemplifies this principle through heterogeneous lesion formation, demyelination, and axonal injury that disrupts white matter at multiple scales and in multiple ways. Advanced neuroimaging techniques, particularly diffusion MRI (dMRI) and magnetization transfer imaging (MTI), provide sensitive measures of distinct microstructural properties. However, the high dimensionality and longitudinal complexity of multi-metric datasets pose significant challenges for analyzing how these tissue changes relate to white matter network organization. We introduce five complementary visualization tools designed to integrate fixel-based multi-tensor, magnetization transfer, and isotropic volume fraction across multiple time points while preserving the spatial organization of white matter tracts and tissue compartments. The framework enables investigation of structure-function relationships at multiple scales: patient-level network disruption patterns, tract-specific vulnerability, bundle-section-specific regional variations, lesion-specific microstructural dynamics, and microstructural characteristics in tissue regions where lesions subsequently develop. Applied to longitudinal datasets from multiple MS patients over five scanning periods, the visualization framework provides a descriptive characterization of microstructural heterogeneity and permits hypothesis-generating exploration of white matter structure-function relationships. The framework provides tools for exploratory investigation of microstructural heterogeneity at multiple scales and provides research tools for hypothesis-generating examination of white matter structure-function relationships in pathology. It has potential applications for understanding how tissue-level microstructural changes vary across patients, bundles, and lesions. The framework is designed as a research visualization tool for hypothesis generation and should not be interpreted as providing clinical prognostic utility for which further validation against clinical outcomes is needed.",Hernandez-Gutierrez E; Coronado-Leija R; Edde M; Rheault F; Dumont M; Houde JC; Barakovic M; Magon S; Ramirez-Manzanares A; Descoteaux M,"Sherbrooke Connectivity Imaging Lab (SCIL), University of Sherbrooke, Sherbrooke, QC, Canada. erick.hernandez.gutierrez@usherbrooke.ca.",Brain structure & function,2026-03-26,10.1007/s00429-026-03094-9,12.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(abstract)",Multiple sclerosis; Diffusion Mri; Tractography; Magnetization Transfer; Multi-tensor; Longitudinal Visualization
41901685,Strategies to Address Difficult Venous Access in Blood Sampling: A Comprehensive Meta-Analysis.,"<i>Background and Objectives:</i> Difficult venous access (DVA) affects 10-26% of hospitalized patients and up to 60% in high-risk populations, leading to increased patient discomfort, delayed diagnosis, and substantial healthcare costs estimated at $4.7 billion annually in the United States. This meta-analysis aimed to systematically evaluate the effectiveness, safety, and implementation considerations of traditional and emerging strategies for obtaining blood samples in patients with DVA. <i>Materials and Methods:</i> We conducted a comprehensive systematic review and meta-analysis following PRISMA guidelines. We searched MEDLINE, Embase, CINAHL, and Cochrane databases from January 2016 to December 2023. Inclusion criteria encompassed randomized controlled trials, systematic reviews, and observational studies examining DVA interventions in adult and pediatric populations. Primary outcomes included first-attempt success rates, overall success rates, and complication rates. Statistical analysis used random-effects models with risk ratios and 95% confidence intervals. <i>Results:</i> Forty-seven studies involving 12,847 patients met the inclusion criteria. Technology-assisted approaches demonstrated superior outcomes compared to traditional techniques. Ultrasound guidance showed the highest effectiveness with a first-attempt success increase of 42% (RR 1.42, 95% CI 1.26-1.58, <i>p</i> < 0.001), followed by near-infrared visualization with a 28% increase (RR 1.28, 95% CI 1.14-1.42, <i>p</i> < 0.001). Population-specific approaches yielded significant benefits, including the use of scalp veins for infants and external jugular approaches for extreme DVA cases. Cost-effectiveness analysis revealed that ultrasound guidance achieved break-even within 8-14 months in high-volume centers. <i>Conclusions:</i> A systematic, stepwise approach integrating appropriate technology and techniques significantly improves success rates while reducing patient discomfort and healthcare costs. Healthcare institutions should implement comprehensive DVA protocols with adequate training, equipment access, and quality monitoring. The proposed algorithm achieved a 93% overall success rate in validation studies, representing a substantial improvement over traditional approaches.",Mussa B; Passarella G; Marchese M; Defrancisco B,"Surgical Science Department, University of Turin, 10124 Turin, Italy.","Medicina (Kaunas, Lithuania)",2026-03-23,10.3390/medicina62030604,8.0,"visualization(kw,abstract); visual(kw,abstract); data(abstract)",Meta-analysis; Vascular Access; Venipuncture; Ultrasound-guided; Healthcare Economics; Blood Sampling; Near-infrared Visualization; Difficult Venous Access
41873823,Editorial Commentary: Posterior Visualization in Ramp Repair: The Only Path to True Healing.,"In the past 2 decades, posteromedial ramp repair for meniscocapsular lesions has transitioned from a challenging surgical technique to a vital element of anterior cruciate ligament reconstruction. Emerging biomechanical and clinical evidence underscores the posterior approach as the sole method offering direct visualization and effective engagement of meniscotibial structures. This technique enables precise debridement, stable fixation, and enhanced biological healing. Comparative studies reveal nearly double the healing rates and significantly fewer secondary meniscectomies with posterior visualization compared with anterior all-inside techniques. Consequently, posterior visualization is now the gold standard for anatomic ramp repair and a cornerstone of contemporary anterior cruciate ligament surgery.",Sonnery-Cottet B,"Centre Orthopédique Santy, FIFA Medical Centre of Excellence, Lyon, France.",Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,2026-03-24,10.1002/arj.70109,6.5,"visualization(title,abstract); visual(title,abstract)",
41883158,CpGene: A Web Application for Epigenetic Signature Identification from DNA Methylation Arrays.,"<h4>Motivation</h4>DNA methylation (DNAme) is the best studied epigenetic mechanism that plays pivotal role in tissue differentiation and epigenetic disruption has been correlated to diverse disease types (e.g. cancer, metabolic disorders). While various DNAme array platforms have been discovered, data analysis remains a challenging task which often requires in-depth bioinformatic expertise. Here, we developed a user-friendly web-based application for data analysis and visualization that accommodates users ranging from early-career basic/translational researchers to experienced bioinformaticians.<h4>Results</h4>CpGene is a web application for analyzing DNA methylation array data. It supports Illumina 450K, EPIC, and EPICv2 methylation array platforms and processes .idat files with integrated preprocessing, normalization, and quality control. Biomarker discovery is available through either classic differential methylation point analysis or machine learning-based feature selection as well as gene enrichment analysis. Results are summarized with clear visualizations, to aid interpretation. By combining these functions in a unified interface, CpGene streamlines methylation analysis and helps identify CpG sites and genes with biological and clinical relevance.<h4>Availability and implementation</h4>CpGene is openly accessible as a web service through http://cpgene.duckdns.org : 8001/ and it's source code is available on https://github.com/kostaslazaros/cpgenene.<h4>Supplementary information</h4>Supplementary data are available at Journal Name online.",Lazaros K; Logotheti S; Logothetis C; Tzelepi V; Vlamos P; Vrahatis AG,"Bioinformatics and Human Electrophysiology Laboratory, Department of Informatics, Ionian University, Corfu, 49100, Greece.","Bioinformatics (Oxford, England)",2026-03-25,10.1093/bioinformatics/btag141,6.0,"visualization(abstract); visual(abstract); machine learning(kw,abstract); data(abstract)",DNA methylation; Machine Learning; Gene Set Enrichment; Cpg Ranking; Dmp Analysis
41889428,Identifying risk factors and predicting stroke using Bayesian networks: Evidence from NHANES 2011-2020.,"<h4>Background</h4>Stroke is a leading cause of morbidity and mortality worldwide, representing a major cerebrovascular disorder. Early identification of stroke-related risk factors is essential for implementing effective prevention and management strategies. This study aimed to develop an interpretable Bayesian network (BN)-based predictive model to identify key risk factors associated with stroke and to elucidate their complex interdependencies.<h4>Methods</h4>This study analyzed cross-sectional data derived from the National Health and Nutrition Examination Survey (NHANES) spanning the period 2011-2020. Feature selection was performed using univariate and multivariate logistic regression analyses. The BN structure was constructed using the hybrid HPC algorithm (H2PC), with conditional probability distributions estimated via maximum likelihood estimation. Both qualitative and quantitative analyses were conducted to examine node probabilities and elucidate dependencies between stroke and associated risk factors. Model performance was primarily assessed using the area under the receiver operating characteristic curve (AUROC) and compared against established machine learning algorithms.<h4>Results</h4>The final analytical sample comprised 20,535 individuals. Bayesian network analysis identified five variables with direct dependency relationships to stroke occurrence: age, sleep disorders, alcohol consumption, coronary heart disease, and diabetes. The BN model demonstrated superior predictive performance with an AUROC of 0.803 (95% CI: 0.773-0.833), significantly outperforming other machine learning approaches.<h4>Conclusions</h4>The developed BN model provides an intuitive visualization of the probabilistic interdependencies among stroke risk factors while achieving competitive predictive accuracy. These findings demonstrate its exploratory value in unmasking complex risk pathways and suggest its potential to inform future stroke risk assessment and prevention strategies upon further longitudinal validation.",Zhao J; Zhang M; Wang H,"Department of Neurology, The Second Affiliated Hospital of Henan Medical University, Xinxiang, China.",Digital health,2026-03-24,10.1177/20552076261434648,6.0,"visualization(abstract); visual(abstract); machine learning(kw,abstract); data(abstract)",Stroke; Bayesian network; risk factors; Machine Learning; Diseases Prediction
41881569,Imaging Modalities to Visualize Deep Cerebral Perforating Arteries: A Systematic Review and Meta-analysis.,"<h4>Background</h4>The reliable visualization of deep cerebral perforating arteries is a challenge. Despite the advancements in high resolution imaging, the optimal modality to depict deep cerebral perforating arteries remains unclear.<h4>Purpose</h4>The purpose of this systematic review was to provide an overview of the imaging modalities used to visualize perforating arteries and to evaluate their diagnostic performance.<h4>Data sources</h4>EMBASE, Ovid Medline, the Web of Science Core Collection, Google Scholar, and Cochrane Central Register of Controlled Trials were searched from database inception to April 15th, 2025.<h4>Study selection</h4>Original studies using imaging modalities to depict perforating arteries in human subjects were included. The search strategy yielded 3,857 articles of which 1,725 remained after removing duplicates. After the initial sift phase, 215 articles remained to be assessed for eligibility based on full-text sifting. Finally, 106 studies (6,785 participants;14,041 hemispheres) were included.<h4>Data analysis</h4>As a performance measure, detection rate was defined as the percentage of participants in which at least one perforating artery in one arterial territory could be detected. Pooled estimate (%) of detection rate per imaging modality was calculated using a random-effects model with a 95% confidence interval (CI).<h4>Data synthesis</h4>Studies used 7T MRA/MRI (n=56), 3T MRA/MRI (n=32), 1.5T MRA/MRI (n=6), CTA (n=4), CT (n=1), DSA (n=14), and transcranial ultrasound (n=3). Pooled estimates found a detection rate of 94% (95% CI 0.90-0.97; I<sup>2</sup>=64%) for 7T MRA/MRI and 85% (95% CI 0.63-0.95; I<sup>2</sup>=84%) for 3T MRA/MRI. One 3T MRA study performed an in-vivo diagnostic validation study by direct intraoperative evaluation.<h4>Limitations</h4>Our findings have not been validated <i>in-vivo</i>.<h4>Conclusions</h4>Multiple imaging modalities including 7T, 3T, and 1.5T MRA/MRI, CTA, and DSA, have been used to visualize deep cerebral perforating arteries. High-resolution MRI, particularly 7T MRA, shows the highest detection rates (up to 94%), although most studies were performed in healthy volunteers and lacked anatomical validation. Consequently, reported detection rates may overestimate true vessel visualization. Future research should prioritize rigorous <i>in-vivo</i> validation of these techniques to establish their clinical reliability.",Sadigh Y; Gahrmann R; Hendrikse J; Dirven CMF; Dippel DWJ; Schouten JW; Dammers R; Volovici V,"From the Department of Neurosurgery (Y.S., J.W.S., R.D., V.V.), Center for Complex Microvascular Surgery (Y.S., J.W.S., R.D., V.V.), Radiology and Nuclear Medicine (R. G.), Neurosurgery (C.M.F.D.), Neurology (D.W.J.D.), Erasmus MC University Medical Center, Rotterdam, the Netherlands and Radiology and Nuclear Medicine (J.H.), University Medical Center Utrecht, Utrecht, the Netherlands. y.sadigh@erasmusmc.nl.",AJNR. American journal of neuroradiology,2026-03-25,10.3174/ajnr.a9312,4.6,"visualization(abstract); visual(title,abstract); data(abstract)",
41880724,[Imaging modalities for corneal neovascularization].,"Corneal neovascularization (CNV) is a frequent complication of many ocular surface diseases and represents a major threat to corneal transparency, visual function, and corneal graft survival. Accurate characterization, longitudinal monitoring, and assessment of treatment response require reliable and reproducible documentation. Numerous imaging modalities have been investigated for this purpose. Recent quantitative approaches incorporate morphometric parameters, the calculation of which has been facilitated by semi-automated or fully automated segmentation methods, increasingly supported by artificial intelligence. Slit-lamp photography remains the most widely accessible modality for CNV follow-up; however, its reliability and reproducibility are highly dependent on acquisition conditions. Anterior segment angiography using fluorescein and/or indocyanine green enables detailed anatomical analysis, but its invasive nature and technical complexity limit its routine clinical use. Optical coherence tomography angiography (OCT-A) represents a non-invasive alternative that allows three-dimensional visualization and quantitative analysis of CNV, with good correlation to conventional angiographic techniques. Nevertheless, current OCT-A systems are limited by a restricted field of view and the need for post-acquisition processing. Wide-field or full-field imaging systems facilitate acquisition and analysis and appear particularly promising. Similarly, infrared imaging, which is rapid and widely accessible, may contribute to improved standardization and automated image processing in the evaluation of CNV.",Teyssier GM; Boucher R; Baudouin C; Dupas B; Debieb A; Meziou S; Benali M; Labetoulle M; Rousseau A,"Service d'ophtalmologie, hôpital Bicêtre, GHU Paris-Saclay, AP-HP, Le Kremlin-Bicêtre, France.",Journal francais d'ophtalmologie,2026-03-24,10.1016/j.jfo.2026.104843,3.5,visualization(abstract); visual(abstract); artificial intelligence(abstract),Photography; Infrared Imaging; Corneal Neovascularization; Imagerie; Photographie; Imagerie Infrarouge; Néovaisseaux Cornéens; Corneal Imaging; Oct-a
41894359,Evidence based targeting of districts for active surveillance of skin-related neglected tropical diseases in Ghana.,"To improve control and management of skin-neglected tropical diseases (NTDs), district-level integration of case finding and management is recommended. However, these strategies are costly and should be targeted to co-endemic areas. Identifying districts with high burdens of undiagnosed cases, particularly where access to healthcare is limited, can better direct efforts. We developed an evidence consensus framework-a structured decision-making approach that combines information from multiple sources to support decision-makers. Using this approach, we built an interactive dashboard that brings together data on factors such as indicators of disease endemicity from model predictions, population vulnerability to disease, access to and availability of health services, and risk factors for poor clinical outcomes. Each factor is given a score, which is then adjusted so that no single type of information outweighs the others. Districts were scored and ranked based on levels of each indicator, and districts scoring highest across combined criteria were identified. We visualised results on an interactive dashboard, or webpage, intended for use by decision-makers in NTD programs in Ghana. We identified 108 districts potentially endemic for both Buruli ulcer (BU) and lymphatic filariasis (LF). Of these, 17 districts ranked in the highest quintile for overall score and were deemed suitable for active case detection of skin NTDs. Notably, Pru East, Shama, and Nzema East scored highest, despite mixed BU endemicity. Six districts, including Shama, Awutu Senya East, and Ekumfi, scored high for both BU and LF, making them priority areas for active BU detection. This evidence-based framework offers a practical method for integrating datasets to guide surveillance and decision-making in skin NTDs. It emphasizes prioritizing districts with high overall scores and predicted LF or BU prevalence, while addressing gaps in knowledge about BU risk factors. By simplifying data integration, this framework enhances surveillance efforts, improving coverage and resource allocation.",Jones-Warner W; Amoako YA; Opare J; Kotey NK; Yeboah-Manu D; Phillips RO; Pullan R; Simpson H,"Department of Disease Control, London School of Hygiene and Tropical Medicine, London, United Kingdom.",PLOS global public health,2026-03-27,10.1371/journal.pgph.0006074,3.0,dashboard(abstract); visual(abstract); data(abstract),
41876212,Investigating Children's Exposure to Outdoor Food Marketing in 2 Swedish Cities Using a Smartphone App: Cross-Sectional Study.,"<h4>Background</h4>Childhood obesity and unhealthy dietary habits remain major public health concerns and are influenced by the surrounding food environment. Food marketing, particularly for ultraprocessed foods (UPFs), shapes children's food preferences and consumption. However, food environments are complex and constantly changing, making them difficult to map and monitor. Developing approaches that capture these dynamics is essential to understand and address children's exposure to unhealthy food marketing.<h4>Objective</h4>This study aimed to pilot-test a novel tool consisting of a smartphone app and dashboard designed to identify areas where children are exposed to outdoor food advertising. Additionally, the study assessed the prevalence of advertisements for UPFs, health-promoting foods, and offers in the identified areas and explored differences in exposure by city size and socioeconomic status (SES).<h4>Methods</h4>A cross-sectional study was performed in 2 Swedish counties. Initially, 46 children from 4 schools in areas with varying SES used a smartphone app to take pictures of food advertisements that they encountered in their everyday lives. The app also recorded the GPS locations of where the pictures were taken. Pictures with associated GPS data were automatically uploaded and visualized in a web-based dashboard, allowing for identification of areas where children see many food advertisements, so-called ""hotspot areas."" The identified hotspot areas were subsequently visited by 2 researchers (SS and PF), who systematically photographed all food advertisements in the areas. All pictures taken by the researchers were later analyzed based on their content of UPFs, health-promoting foods such as fruits, berries, vegetables, and seafood (FBVS), and price promotions.<h4>Results</h4>Based on 1308 pictures of outdoor food advertisements taken by children using the app, 34 hotspot areas were identified through the dashboard. In these areas, researchers collected 2955 pictures of outdoor food advertisements during the mapping activity. Overall, 77.5% (2291/2955) of advertisements promoted UPFs, with no significant difference between the large and small cities. In Stockholm, a higher proportion of UPFs appeared in the high-SES area compared to the low-SES area, though the proportion was high in both areas. FBVS featured in 20.8% (616/2955) of advertisements, slightly more often in Stockholm and in the high-SES area. Price promotions appeared in 23.6% (697/2955) of advertisements, mainly featured UPFs (518/697, 74.3%) and less often FBVS (142/697, 20.4%). Price promotions for UPFs were somewhat more frequent in Stockholm, and FBVS promotions were more common in the high-SES area.<h4>Conclusions</h4>Using a novel, child-centered, mobile health tool combining a smartphone app and dashboard, this study identified local food advertising hotspots. Most advertisements in the hotspots promoted UPFs, while a few featured FBVS, a pattern also reflected in price promotions. These trends were consistent across areas, highlighting a food marketing landscape misaligned with dietary guidelines and the need for policy action.",Spolander S; Fagerberg P; Langlet B; Sarafis I; Ioakimidis I,"Department of Medicine, Huddinge, Karolinska Institutet, Blickagången 16, Stockholm, 14152 Flemingsberg, Sweden, 46 736508228.",JMIR mHealth and uHealth,2026-03-24,10.2196/70192,3.0,dashboard(abstract); visual(abstract); data(abstract),Obesity; Children; Adolescents; Social Class; Marketing; Food Environment; Advertisement; Children-Centric Approach; Ultraprocessed Food; Unhealthy Foods
41872434,A deep learning approach for the diagnosis and recurrence prediction of OKC.,"Odontogenic Keratocyst (OKC) is a benign jaw tumor characterized by a high recurrence rate. However, its clinical diagnosis presents significant challenges due to complex pathological morphologies and inconspicuous early symptoms. In this paper, we propose an intelligent OKC diagnosis system that leverages multimodal data fusion and interpretable analysis. Specifically, we first devise a Multimodal Feature-based Diagnosis Model (MFDM), which utilizes a Spatial Feature Fusion Module (SFFM) to fuse features extracted from patients' oral pathological slides and tabular clinical parameters. Second, we formulate an Interpretable Recurrence Prediction Model (IRPM) that extracts features from patient demographics and medical history records. This model harnesses an attention mechanism to weight these features, thereby realizing a quantitative estimation of OKC recurrence risk. Furthermore, we implement an integrated information management platform that deploys both MFDM and IRPM. This platform facilitates OKC detection, risk prediction, case storage, and key data visualization, significantly facilitating the algorithm's usability. We conduct extensive comparative and ablation experiments on collected datasets. The results demonstrate that our approach achieves higher accuracy in both diagnosis and recurrence prediction compared to existing state-of-the-art models. Moreover, the visualization elucidates the rationale behind the model's decision-making process, reinforcing its interpretability and credibility for clinical applications.",Chen W; Qian M; Zhang M; Yang W; Gao R; Zhang J; Peng C; Cai X,"School of Artificial Intelligence, China University of Geosciences (Beijing), Beijing, 100083, China.",Scientific reports,2026-03-23,10.1038/s41598-026-44979-3,3.0,visualization(abstract); visual(abstract); data(abstract),Odontogenic Keratocyst; Multimodal Fusion; Interpretability; Medical Information Management; Recurrence Prediction
