pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42456004,"Integrating Clinical Classifications Software Refined, Process Indicators, and Geographic Information System Mapping to Inform Population Health Management: Development of an Interactive Dashboard.","<h4>Background</h4>Population health management requires tools that transform complex clinical data into actionable insights to guide care coordination, community outreach, and system-level planning.<h4>Objective</h4>The objective of this study is to develop and apply a population health intelligence dashboard that integrates inpatient utilization, process indicators, and health status data for patients with diabetes mellitus, using a clinically meaningful classification system and geospatial visualization.<h4>Methods</h4>We used data from the SingHealth Diabetes Registry (SDR; 2019-2024) to build an interactive dashboard using R Shiny (Posit Software). A semiautomated mapping algorithm was developed to map ICD-10-AM (International Classification of Diseases, 10th Revision, Australian Modification) principal diagnosis codes into CCSR (Clinical Classifications Software Refined) categories. We built an interactive dashboard in R Shiny incorporating 3 analytic domains: inpatient utilization (by admission count, length of stay, and prolonged stays), diabetes care process indicators, and health status indicators (eg, comorbidities, laboratory results, and diabetes-related complications). Geographic information system mapping enabled spatial visualization by patients' residential locations.<h4>Results</h4>Diabetes mellitus with complication (END003) was the leading cause of admission (7.0%-8.1% annually), followed by pneumonia (RSP002, 3.7%-5.1%), fluid and electrolyte disorders (END011, 3.4%-4.1%), and skin infections (SKN001, 2.8%-3.1%). In 2024, top ICD-10-AM diagnoses under END003 included E1122-type 2 diabetes mellitus with established diabetic nephropathy, E1173-type 2 diabetes mellitus with foot ulcer due to multiple causes, and E1172-type 2 diabetes mellitus with features of insulin resistance. For END011, the most frequent diagnosis codes were E877-fluid overload, R18-ascites, E875-hyperkalemia, and hypo-osmolality and hyponatremia. In total, SingHealth Diabetes Registry patients accounted for 687,062 inpatient bed days in 2024. Circulatory conditions (eg, cerebral infarction and heart failure) contributed 124,417 (17.7%) bed days, while injuries (eg, hip fractures and surgical complications) accounted for 86,541 (12.6%) bed days. CCSR-based analyses revealed distinct patterns when comparing conditions driving admission frequency versus prolonged length of stay. GIS mapping identified residential clusters with high inpatient utilization, unmet care processes, and poor cardiometabolic control, supporting region-specific intervention planning.<h4>Conclusions</h4>The dashboard demonstrates a novel, interactive approach to visualizing inpatient utilization, care gaps, and health status, enabling targeted, place-based interventions. It represents a scalable framework for operationalizing population health intelligence across other chronic disease areas and health care systems.",Tan JK; Tan HY; Sng GGR; Chia SY; Goh SY; Thumboo J; Bee YM,"Health Services Research Unit, Singapore General Hospital, Outram Road, Singapore, 169608, Singapore, 65 62223322.",JMIR medical informatics,2026-07-15,10.2196/80431,14.9,"visualization(kw,abstract); dashboard(title,abstract); visual(kw,abstract); data(kw,abstract); informatics(kw)",Diabetes mellitus; Geographic information systems; Complications; Data Visualization; Health Informatics; Population Health Management; Population Health Analytics
42466372,"Text-to-Video Generative Artificial Intelligence in Pediatrics: Potential Applications, Ethical Considerations, and Future Directions.","<h4>Background</h4>Text-to-video (T2V) generative artificial intelligence (AI) models can produce short videos from natural-language prompts, creating new opportunities for medical visualization and communication. In pediatrics, visual explanations and preparatory media are already used to support learning and to reduce distress during procedures; however, current T2V systems (including proprietary models such as OpenAI's Sora) have not been clinically validated for routine pediatric care.<h4>Objective</h4>To provide a forward-looking perspective on how T2V generative AI could be used in pediatric education, patient and caregiver communication, and simulation, while clearly distinguishing current evidence from hypothetical applications.<h4>Approach</h4>We performed a narrative (nonsystematic) review of the literature on (i) generative AI and T2V models in healthcare and (ii) pediatric video-based education, procedural preparation, and digital distraction (PubMed and Google Scholar; search through June 2025; representative keywords included ""pediatric"" AND ""video-based education,"" ""procedural preparation,"" ""anxiety,"" ""pain,"" and ""simulation"").<h4>Key points</h4>Potential applications include scenario-based training videos for clinicians, tailored educational animations for families, and child-friendly preparatory videos to reduce anxiety and pain. Key limitations and risks include inaccurate or oversimplified content, bias, privacy and data-governance concerns, unclear accountability, commercialization pressures, and inequitable access. Pediatric-specific safeguards (transparent disclosure, clinician review, age-appropriate design, consent/assent practices, and equity planning) are essential.<h4>Conclusion</h4>T2V generative AI should be framed as an experimental adjunct rather than a near-term clinical solution. Rigorous validation, governance, and equity-focused implementation strategies are needed before pediatric deployment.",Ozdemir Kacer E,"Department of Pediatrics, Faculty of Medicine Aksaray University Aksaray Turkey.",Health science reports,2026-07-15,10.1002/hsr2.72414,12.6,"visualization(kw,abstract); visual(kw,abstract); artificial intelligence(kw,title,abstract); data(abstract)",Medical Visualization; Pediatric Education; Procedural Preparation; Generative Artificial Intelligence; Text‐to‐video
42458456,"Contrastive explainable AI in healthcare: a systematic review of trends, benefits, research gaps, and future directions.","<h4>Background</h4>Contrastive eXplainable Artificial Intelligence (cXAI) has emerged as a promising approach to align machine learning explanations with human reasoning. Unlike classical XAI, which addresses questions such as ""Why P?"", contrastive explanations explicitly consider alternatives, answering ""Why P, rather than Q?"". By making the implicit comparison explicit and focusing only on features that distinguish between outcomes, cXAI has been argued to provide more cognitively aligned, less ambiguous, and more actionable explanations than classical XAI. Moreover, in the context of healthcare, this comparative structure closely mirrors clinicians' abductive reasoning in differential diagnosis and treatment selection. Our purpose is to systematically examine how contrastive explanations have been developed and applied in healthcare; emphasize the related benefits; identify current trends, research gaps, and future directions.<h4>Methods</h4>We conducted a systematic literature review of studies published from 2018 onward, following the PRISMA 2020 guidelines. Five scientific databases (IEEE Xplore, Scopus, PubMed, ACM Digital Library, and SpringerLink) were queried using structured search strings, complemented by an AI-assisted search using the Elicit tool. Eligible studies focused on the development or application of contrastive explanation techniques in healthcare-related machine learning tasks. Extracted information included data modalities, AI models, contrastive methods, visualization techniques, and validation strategies.<h4>Results</h4>Only 18 studies met the eligibility criteria, reflecting the relative novelty of the field, while also indicating that the translation of cXAI into healthcare applications is still at an early stage. Most works focused on tabular data and medical imaging, while physiological signals and video/volumetric data were notably underrepresented. Contrastive Explanation Method (CEM) was the most frequently employed approach. Visualization methods for explanations predominantly relied on heatmaps or feature-importance displays, with textual explanations mainly used in studies involving patients or lay users. Importantly, only a small number of studies reported empirical evaluations involving end users, indicating a lack of rigorous validation.<h4>Conclusions</h4>cXAI offers a clinically aligned and cognitively coherent approach to explainability in healthcare by explicitly framing decisions in relation to meaningful alternatives. Despite its strong conceptual suitability, its adoption in real-world medical settings remains limited, with underexplored modalities and scarce user-centered validation. Advancing cXAI in healthcare will require (i) rigorous clinical assessment of explanations and systematic collection of user feedback and (ii) the development of multimodal, human-centered explanation frameworks. Through these efforts, cXAI can evolve from a promising theoretical paradigm into a practical tool for clinically aligned decision support.",Pe S; Angi A; Izquierdo C; Parimbelli E; Boonstra MJ; Asselbergs FW; Lekadir K,"Department of Electrical, Computer, and Biomedical Engineering, University of Pavia, Pavia, 27100, Italy. samuele.pe01@universitadipavia.it.",BMC medical informatics and decision making,2026-07-15,10.1186/s12911-026-03697-6,11.0,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract); machine learning(abstract); clinical decision support(kw); data(abstract); informatics(kw)",Clinical Decision Support; Healthcare Informatics; Explainable Artificial Intelligence (Xai); Contrastive Explanations
42447472,"The Swiss Personalized Health Network Metadata Catalog: Platform for Health Data Discovery and Exploration Based on Findable, Accessible, Interoperable, and Reusable Principles.","<h4>Background</h4>The Swiss Personalized Health Network (SPHN) facilitates the interoperability and secure sharing of health-related data for research in Switzerland, in line with the findable, accessible, interoperable, and reusable (FAIR) principles. Since medical datasets can be highly sensitive, access is often governed by complex legal and regulatory requirements. Enabling researchers to discover, understand, and evaluate datasets through rich, well-structured metadata is therefore essential to support informed decisions about data suitability and reuse.<h4>Objective</h4>This study describes the design and functionality of the SPHN Metadata Catalog and its role in supporting the discovery, exploration, and reuse assessment of health-related datasets.<h4>Methods</h4>The SPHN Metadata Catalog is a FAIR Data Point-compliant infrastructure that provides rich, structured metadata in both human and machine-readable form. Dataset descriptions are based on the HealthDCAT (Health Data Catalog Vocabulary) Application Profile, ensuring a standardized representation of health data catalogs. Beyond the descriptive metadata typically offered by other catalogs, the SPHN Metadata Catalog includes extensive dataset-level statistics expressed using the Vocabulary of Interlinked Datasets. An interactive visualization component further enables users to explore graph-based schemas and datasets, including entities, attributes, relationships, and their relative abundances.<h4>Results</h4>The SPHN Metadata Catalog enables users to explore the semantic structure of graph schemas and statistics of datasets prior to requesting access. Researchers can examine data structures, relationships, attributes, and the abundances of individual data elements. This functionality supports feasibility assessments and informed evaluations of dataset suitability and reuse conditions.<h4>Conclusions</h4>By combining HealthDCAT Application Profile-based descriptions with rich statistical metadata and interactive exploration capabilities, the SPHN Metadata Catalog enhances dataset discoverability and supports FAIR-compliant data reuse. As a key component of Switzerland's health data research infrastructure, the SPHN Metadata Catalog provides a foundation for future interoperability initiatives, including potential alignment with emerging frameworks such as the European Health Data Space.",Witte H; Unni DR; Krauss P; Touré V; Armida J; Österle S,"Swiss Personalized Health Network, SIB Swiss Institute of Bioinformatics, Elisabethenstrasse 43, Basel, 4051, Switzerland, 41 765395411.",JMIR medical informatics,2026-07-14,10.2196/90146,9.8,"visualization(kw,abstract); visual(kw,abstract); data(kw,title,abstract)",Data Visualization; Semantic Web; Dcat; Sphn; Healthdcat; W3c Semantic Standards; Metadata Catalog; Schema Visualization; Fair Data Point
42454979,Medical code embeddings from claims-based co-occurrences: a unified semantic space for ICD-10 diagnoses and ATC medications.,"<h4>Objective</h4>The analysis of care trajectories derived from electronic health records and claims data has become increasingly common in biomedical informatics. This has enabled large-scale studies of care processes, yet widely used binary code representations result in high-dimensional, sparse data that fail to capture semantic relationships between medical concepts. Learning dense vector representations (embeddings) has emerged as a promising approach to address these limitations. We aimed to construct and share joint embeddings for the International Classification of Diseases (ICD-10) and the Anatomical Therapeutic Chemical (ATC) classification system, providing reusable semantic representations of diagnoses and treatments from real-world claims data.<h4>Materials and methods</h4>Using claims records from 1.5 million patients, we defined code co-occurrences within temporal windows and constructed a Positive Pointwise Mutual Information (PPMI) matrix spanning ICD-10 and ATC codes. Singular Value Decomposition (SVD) was applied to derive a low-dimensional embedding space. Evaluation combined UMAP visualization, nearest-neighbor retrieval, and a code-level classification task based on ICD chapters and ATC classes.<h4>Results</h4>The embeddings reflected the hierarchical organization of ICD-10 and ATC and revealed associations across coding systems, including clinically relevant diagnosis-treatment relationships. The classification task achieved mean AUCs of 0.93 for ICD-10 and 0.90 for ATC, indicating strong grouping of semantically related codes.<h4>Discussion</h4>The embeddings provide a reusable, code-level semantic representation that can support code retrieval, reduce manual code grouping, and be aggregated into patient-level features without training a task-specific model.<h4>Conclusion</h4>We release the first openly available joint ICD-10-ATC embedding space derived from real-world claims data, providing a reusable resource for biomedical informatics research.",Faujour C; Bouée S; Emery C; Jannot AS,"CEMKA, 92340 Bourg-la-Reine, France.",Journal of the American Medical Informatics Association : JAMIA,2026-07-15,10.1093/jamia/ocag113,8.5,"visualization(abstract); visual(abstract); data(abstract); informatics(abstract); electronic health record(kw,abstract)",Knowledge representation; Electronic Health Records; Icd-10; Anatomical Therapeutic Chemical Classification System; Medical Codes
42462331,Dashboard-Directed Intervention to Improve Guideline-Directed Heart Failure Therapy for Veterans.,"<h4>Background</h4>Significant gaps in guideline-directed medical therapy (GDMT) persist in patients with heart failure (HF) with reduced ejection fraction (HFrEF). Although population health dashboards can identify these gaps, sustainable workflows integrating them into routine practice remain largely underutilized.<h4>Objectives</h4>This study aimed to evaluate the implementation and outcomes of a dashboard-based intervention in a novel clinical-educational hybrid model aimed to improve GDMT use.<h4>Methods</h4>From July 2024 to June 2025, a weekly, half-day HF Dashboard Population Health Clinic was implemented at a single Veterans Affairs center. A supervised team of cardiology fellows and nurse practitioners performed medical record reviews of patients with gaps in GDMT identified on the Veterans Affairs HF Dashboard, with a focus on underutilization of sodium-glucose cotransporter 2 inhibitors (SGLT2i) in HFrEF patients. Clinicians executed targeted telehealth interventions, initiated therapies, and coordinated follow-up. Outcomes were measured via an optimization score for each GDMT component (0 = none, 1 = low dose, 2 = target dose).<h4>Results</h4>Over 1 year, 163 patients received the Dashboard Clinic intervention; 128 (78.5%) had HFrEF and 150 (92.0%) were not receiving SGLT2i therapy. In 79 patients (48.5%), GDMT was initiated via telephone or recommended for initiation. In patients who qualified for GDMT optimization (N = 107), the composite optimization score increased from 2.10 (SD = 1.88) before intervention to 2.81 (SD = 2.17) after intervention (P = 0.018), and the OS of SGLT2i therapy increased from 0.40 (SD = 0.80) to 0.74 (SD = 0.97) (P = 0.013).<h4>Conclusions</h4>The Dashboard Clinic is a viable and potentially effective intervention for GDMT optimization, providing a scalable blueprint for dashboard-directed care.",Sheng Q; Brownell NK; Hsu JJ; Chang DS; Fonarow GC; Ziaeian B,"Department of Medicine, University of California, Los Angeles, Los Angeles, California, USA.",JACC. Advances,2026-07-15,10.1016/j.jacadv.2026.103007,6.9,"dashboard(kw,title,abstract)",Heart Failure; Population Health; Guideline-directed Medical Therapy; Heart Failure Dashboard
42453314,Advancing data-driven health research from the &lt;i&gt;All of Us&lt;/i&gt; data training and engagement program.,"<h4>Background</h4>Fulfilling a recognized need in data skills training for academic librarians, the National Library of Medicine and the National Institutes of Health <i>All of Us</i> Research Program collaborated to enhance academic library workers& skills in biomedical and public health data, as well as their library's research capacity, through the awareness and use of the <i>All of Us</i> Researcher Workbench.<h4>Case presentation</h4>The <i>All of Us</i> Data Training and Engagement Program for Academic Libraries (ALP) blended professional development training, hands-on learning, and peer-to-peer networking that focused on increasing knowledge of the <i>All of Us</i> Researcher Workbench. Activities were designed to build institution-wide, interdisciplinary awareness and interest in using the <i>All of Us</i> Researcher Workbench. A series of ongoing activities ensured sustained skill-building and collaboration, and included training for R, a program language used for statistical computing and data visualization. Program activities were intentionally designed to help grow institutional research capacity, enhance skills in biomedical and public health data, and promote meaningful use of the Researcher Workbench to campus communities.<h4>Conclusion</h4>The ALP helped participants overcome barriers to data access and improve research infrastructure and successfully empowered 115 library professionals to leverage the <i>All of Us</i> Researcher Workbench for meaningful biomedical and public health research. Measured outcomes validate the success of the program and demonstrate how the ALP has positioned participating institutions for long-term success in biomedical and public health research. Institutions can build upon the foundation established through this case report to advance equitable, data-driven health research across academic landscapes.",Sadowski K; Tarver D; Burnette J; Dillman A; Renfro R; Gibson L; Bursey K; Bartlett L; Bonds-Bishop N; Connor L; Flores-Rivera E; Joseph S; He Y; Henderson M; Kelley SL; Payne M; Porter B; Prosper K; Rethlefsen M; Rhue DJ; Rios D; Simonson A; Swick-Jemison J; Todd L; Watson S; Yohannes S,"k.m.sadowski@gmail.com, Project Coordinator, Public Health and Healthcare, Oak Ridge Associated Universities (ORAU), Oak Ridge, TN.",Journal of the Medical Library Association : JMLA,2026-07-14,10.5195/jmla.2026.2324,6.8,"visualization(abstract); visual(abstract); data(kw,title,abstract); informatics(kw)","Nih; Data Access; Research Capacity Building; Biomedical Data; Academic Libraries; Public Health Data; Data-driven Research; All Of Us Research Program; Data Literacy; Data Training, Biomedical Informatics"
42457116,Beyond Geometric Deformation: High-Fidelity Orthodontic Profile Synthesis via ControlNet-Guided Generative AI.,"<h4>Objective</h4>To develop and validate a clinically oriented, diffusion-based framework for orthodontic profile visualization that synthesizes photorealistic lower-facial outcomes under explicit cephalometric contour guidance.<h4>Methods</h4>Retrospective paired post-treatment cephalograms and profile photographs of ten adult Asian female patients were collected. Soft-tissue profiles were traced and rigidly registered to photographs. The lower facial third was synthesized using a Stable Diffusion inpainting model conditioned by ControlNet. Performance was evaluated quantitatively via landmark localization error and image quality metrics, including Learned Perceptual Image Patch Similarity (LPIPS), Structural Similarity Index (SSIM) and Peak Signal-to-Noise Ratio (PSNR). Subjective evaluation included a Visual Turing Test (VTT) and realism ratings by orthodontists and laypeople.<h4>Results</h4>The mean landmark error was 1.38 ± 0.13 mm, with 95.0% of deviations within the 2.0 mm clinical threshold. Image quality metrics demonstrated high fidelity (LPIPS: 0.089 ± 0.024; SSIM: 0.951 ± 0.009, PSNR: 28.69 ± 2.47 dB). In the VTT, laypeople performed at chance level (accuracy: 51.3% ± 13.0%; P > 0.05), whereas orthodontists showed higher detection accuracy (71.0% ± 9.9%; P < 0.001). Realism ratings did not differ between generated and real images using the Wilcoxon signed-rank test (P = 0.579).<h4>Conclusion</h4>The proposed ControlNet-guided diffusion framework effectively synthesizes orthodontic visualizations that show favorable adherence to post-treatment cephalometric contours and high perceptual realism.<h4>Clinical significance</h4>This profile synthesis approach may serve as an adjunct for patient communication and expectation management by converting user-defined contours into realistic profile visualizations.",Wang F; Lyu Y; Yang Y,"Department of Orthodontics, Jinan Stomatological Hospital, Shandong Provincial Health Commission Key Laboratory of Oral Diseases and Tissue Regeneration, Jinan, Shandong Province, 250000, China.. Electronic address: wfengcong@163.com.",Journal of dentistry,2026-07-15,10.1016/j.jdent.2026.106916,6.5,"visualization(abstract); visual(kw,abstract); artificial intelligence(kw)",Orthodontics; Facial Profile; Diffusion Models; Generative Artificial Intelligence; Visual Treatment Objective; Soft Tissue Synthesis
42455791,Explainable AI Consensus for Grading Human Blastocysts and Blastoids.,"<h4>Abstract</h4>The morphological evaluation of human blastocysts is a critical yet subjective step in clinical assisted reproductive technology, often limited by inter-observer variability. To establish a standardized and objective grading system for both clinical blastocysts and stem cell-derived blastoids, we developed an explainable artificial intelligence-driven multi-model consensus framework. Our methodology utilized a large-scale dataset of 14,846 bright-field images (14,640 blastocysts and 206 blastoids), with the Gardner grading system (Grades 1-5) established as the ground truth by experienced embryologists. High-quality embryos were defined as those reaching expansion grades 4 or 5 with robust inner cell mass (ICM) and trophectoderm scores. To prevent data leakage and ensure generalizability, the dataset was strictly partitioned into training and testing sets at the individual embryo/blastoid level rather than the image level. The framework integrates an ensemble of four fine-tuned Convolutional Neural Networks (ResNet18, VGG16-BN, ResNet50, and EfficientNet-B0) for visual assessment, complemented by visual explainability via Grad-CAM and cognitive reasoning via the Gemini 2.5 Flash large language model (LLM). Quantitative evaluation revealed that the LLM meta-model achieved a weighted F1-score of 0.99, demonstrating functional equivalence to the statistical upper bound established by an XGBoost meta-model (F1-score: 1.00). Grad-CAM analysis confirmed that the models' decisions were biologically grounded, with high-quality predictions consistently correlating with high focus scores on the ICM. Furthermore, t-SNE visualization provided objective evidence of morphological similarity between clinical blastocysts and H9-derived blastoids. This hybrid framework establishes a new benchmark for objective, interpretable embryo grading and validates blastoids as a robust model system.<h4>Lay summary</h4>In fertility clinics, selecting the best embryo for in vitro fertilization relies on visual inspection by experts, which can be subjective and inconsistent. In this study, ""clinical blastocysts"" refers to early human embryos generated during assisted reproductive technology procedures and imaged at the blastocyst stage before clinical decision-making. Scientists also use ""stem cell-derived blastoids,"" which are blastocyst-like structures generated from human stem cells in the laboratory. They are not embryos, but research models that reproduce selected structural features of early blastocysts and can help researchers study early human development under controlled laboratory conditions. To improve the evaluation of both clinical blastocysts and stem cell-derived blastoids, we developed an artificial intelligence system that acts like a panel of experts. First, the computer visually inspects thousands of images. Then, an advanced language model reviews these visual clues to agree on a final grade and explains its reasoning in simple text. We found that this system was accurate and interpretable because it highlighted which parts of the image it used to make its decision. This technology may help standardize embryo morphology assessment in fertility treatment and support early-development research by evaluating whether stem cell-derived blastoids share selected visible features with clinical blastocysts.",Shim VJ; Ahn KS; Heo SY; Lee MR; Ahn N; Roh S,"Cellular Reprogramming and Embryo Biotechnology Laboratory, Dental Research Institute, Seoul National University School of Dentistry , Seoul, Korea.",Reproduction & fertility,2026-07-15,10.1530/raf-26-0050,6.0,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract); data(abstract)",Blastocyst; Blastoid; Deep Learning; Artificial Intelligence (Ai)
42440272,What Counts as Educational Innovation in Clinical Anatomy?,"Clinical anatomy has become a prominent setting for educational innovation because it links anatomical science with diagnostic imaging, procedural practice, surgery, simulation, and patient safety. However, the term innovation is used inconsistently. In PubMed-indexed literature from January 2016 through 28 June 2026, it is frequently applied to augmented, virtual, and mixed reality, 3D printing, virtual dissection tables, ultrasound, artificial intelligence, flipped classrooms, and case-based clinical integration. The central problem is that innovation often refers to novelty of medium rather than to the clinical accountability of learning. This critical narrative review synthesized PubMed-indexed English-language literature published from January 2016 through 28 June 2026 to examine what should count as educational innovation in clinical anatomy and to distinguish meaningful innovation from technological enthusiasm, curricular cosmetic change, or assessment-light experimentation. Included sources addressed human anatomy education with an explicit clinical, diagnostic, imaging, procedural, or health-professional orientation. The literature clusters around seven overlapping domains: collaborative definitions of clinical anatomy, cadaver-imaging integration, 3D printing and pathoanatomical modeling, extended reality, artificial intelligence, ultrasound and living anatomy, and flipped or case-based curricular redesign. Across these areas, innovations are often praised for engagement, visualization, or institutional modernity even when evidence for durable clinical transfer remains limited. Conversely, cadaveric dissection may be genuinely innovative when redesigned around clinical reasoning, imaging correlation, anatomical variation, and procedural safety. Educational innovation in clinical anatomy should count only when it makes anatomical learning more clinically usable, assessable, ethically defensible, and transferable. Technology may support that aim, but it does not define it.",Sanchis-Gimeno JA; Orellana-Donoso M; Valenzuela-Fuenzalida JJ,"GIAVAL Research Group, Department of Anatomy and Human Embryology, Faculty of Medicine, University of Valencia, Valencia, Spain.","Clinical anatomy (New York, N.Y.)",2026-07-13,10.1002/ca.70190,5.5,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract)",Artificial intelligence; Medical education; ultrasound; clinical anatomy; Anatomy Education; Educational Innovation; Extended Reality
