pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
40828572,Deep Learning and Image Generator Health Tabular Data (IGHT) for Predicting Overall Survival in Patients With Colorectal Cancer: Retrospective Study.,"<h4>Background</h4>Recent advances in artificial intelligence (AI) have contributed to improved predictive modeling in health care, particularly in oncology. Traditional methods often rely on structured tabular data, but these approaches can struggle to capture complex interactions among clinical variables. Image generator for health tabular data (IGHT) transform tabular electronic medical record (EMR) data into structured 2D image matrices, enabling the use of powerful computer vision-based deep learning models. This approach offers a novel baseline for survival prediction in colorectal cancer by leveraging spatial encoding of clinical features, potentially enhancing prognostic accuracy and interpretability.<h4>Objective</h4>This study aimed to develop and evaluate a deep learning model using EMR data to predict 5-year overall survival in patients with colorectal cancer and to examine the clinical interpretability of model predictions using explainable artificial intelligence (XAI) techniques.<h4>Methods</h4>Anonymized EMR data of 3321 patients at the Gil Medical Center were analyzed. The dataset included demographic details, tumor characteristics, laboratory values, treatment modalities, and follow-up outcomes. Clinical variables were converted into 2D image matrices using the IGHT. Patients were stratified into colon and rectal cancer groups to account for biological and prognostic differences. Three models were developed and compared: a conventional artificial neural network (ANN), a basic convolutional neural network (CNN), and a transfer learning-based Visual Geometry Group (VGG)16 model. Model performance was assessed using accuracy, sensitivity, specificity, precision, and F1-scores. To interpret model decisions, gradient-weighted class activation mapping (Grad-CAM) was applied to visualize regions of the input images that contributed most to predictions, enabling identification of key prognostic features.<h4>Results</h4>Among the tested models, VGG16 exhibited superior predictive performance, achieving an accuracy of 78.44% for colon cancer and 74.83% for rectal cancer. It showed notably high specificity (89.55% for colon cancer and 87.9% for rectal cancer), indicating strong reliability in correctly identifying patients likely to survive beyond 5 years. Compared to ANN and CNN models, VGG16 achieved a better balance between sensitivity and specificity, demonstrating robustness in the presence of moderate class imbalance within the dataset. Grad-CAM visualization highlighted clinically relevant features (eg, age, gender, smoking history, American Society of Anesthesiologists physical status classification (ASA) grade, liver disease, pulmonary disease, and initial carcinoembryonic antigen [CEA] levels). Conversely, the CNN model yielded lower overall accuracy and low specificity, which limits its immediate applicability in clinical settings.<h4>Conclusions</h4>The proposed IGHT-based deep learning model, particularly leveraging the VGG16 architecture, demonstrates promising accuracy and interpretability in predicting 5-year overall survival in patients with colorectal cancer. Its capability to effectively stratify patients into risk categories with balanced sensitivity and specificity underscores its potential utility as a clinical decision support system (CDSS) tool. Future studies incorporating external validation with multicenter cohorts and prospective designs are necessary to establish generalizability and clinical integration feasibility.",Oh SH; Lee Y; Baek JH; Sunwoo W,"Department of IT Convergence, Gachon University, 1342, Seongnam-daero, Sung-nam si, Republic of Korea.",JMIR medical informatics,2025-08-19,10.2196/75022,10.8,"visualization(abstract); visual(abstract); artificial intelligence(abstract); clinical decision support(abstract); data(title,abstract); informatics(kw); electronic health record(kw)",Prediction; Models; Colon; Cancer; Neural network; Model; Rectum; Predict; South Korea; Health care; Ehr; Electronic Health Record; Clinical Informatics; Predictive; Predictions; Deep Learning; Convolutional Neural Networks; Vgg16
40824487,Augmented Reality Application in a Complex Case of Self-Expanding Transcatheter Pulmonary Valve Implantation.,"The use of augmented reality (AR) for pre-procedural planning has increased over the past decade, yet its real-time application during complex cardiac interventions remains novel. This case highlights the integration of AR technology during a challenging transcatheter pulmonary valve replacement (TPVR) using a self-expanding system in a pediatric patient. A 12-year-old male with a history of congenital pulmonary valve stenosis presented with progressive right ventricular dilation and exercise intolerance. Dynamic CTA was processed via ARTICOR® software (Artiness, Milano, Italy) and visualized through the Microsoft HoloLens for intraprocedural support. During initial balloon sizing, unexpected waist formation raised concern for wire malposition. AR visualization enabled identification of native leaflet avulsions/perforations previously unrecognized on conventional imaging. With this insight, successful wire repositioning and repeat balloon sizing were achieved, allowing for the accurate valve deployment. This case demonstrates the feasibility and clinical utility of AR-guided procedural support in complex TPVR. Real-time 3D visualization holds significant promise for improving safety and precision in congenital heart interventions.",Iskander C; Morgan GJ; Zablah JE,"The Heart Institute, Children's Hospital Colorado, Aurora, CO, USA. christopher.iskander@childrenscolorado.org.",Pediatric cardiology,2025-08-18,10.1007/s00246-025-04000-6,7.5,"visualization(kw,abstract); visual(kw,abstract)",Congenital heart disease; 3d Visualization; Augmented Reality; Structural Heart Intervention; Transcatheter Pulmonary Valve Replacement; Venus P Valve
40826406,Costs in value-based health care dashboards: a qualitative study on stakeholder requirements.,"<h4>Background</h4>An essential element of Value-Based Health Care (VBHC) is the use of population dashboards to evaluate and monitor the improvement of the value of care delivery in integrated practice units (i.e. care pathways). VBHC defines value as patient-relevant outcomes relative to costs, but in practice, costs are often overlooked. Therefore, this study aimed to explore functional, operational, and technical requirements for the implementation of costs in VBHC dashboards.<h4>Methods</h4>A qualitative study was performed at the organ transplant center of Leiden University Medical Center in the Netherlands. Qualitative data were collected using 15 semi-structured interviews, with stakeholders from four different categories: (1) health care providers, (2) management, (3) finance and IT, and (4) patients. Transcripts were analyzed using thematic analysis and deductive coding based on requirements analysis.<h4>Results</h4>This study identified three functional requirements for the implementation of costs in VBHC dashboards. All stakeholder groups aimed to (1) identify costs and resources and (2) evaluate the value of care, whereas management additionally saw a role in (3) monitoring the financial viability of a care pathway. The required cost indicators could be categorized into four categories: cost of care activities, resources used to deliver care, income (e.g., reimbursements), and patient costs (e.g., out-of-pocket). In terms of operational requirements, costs should be reviewed monthly to quarterly in a recurring meeting, collectively by the care team and a financial expert. Technical requirements were a costing model that accurately captures all costs in care delivery, is validated, and provides up-to-date estimates. In addition, the dashboard interface should be embedded in existing IT systems to increase usability.<h4>Conclusions</h4>This study supports the implementation of costs in VBHC dashboards through actionable requirements. By understanding key functional, operational, and technical requirements from different stakeholder perspectives, hospital cost data can be effectively integrated to improve the value of care delivery and monitor the financial viability of care pathways. Future research should focus on the role of patient-relevant costs in the data-driven improvement of VBHC delivery.",van der Poort EKJ; van der Helm D; de Vries APJ; van den Hout WB; van den Akker-van Marle ME,"Department of Biomedical Data Sciences, Leiden University Medical Center, Leiden, the Netherlands. e.k.j.van_der_poort@lumc.nl.",BMC health services research,2025-08-18,10.1186/s12913-025-13054-4,7.4,"dashboard(kw,title,abstract); data(abstract)",Costs; Requirements; Dashboards; Value-based Health Care
40839162,The Sivan three-dimensional cone-beam computed tomography volumetric imaging protocol: a novel dual-mode rendering technique for integrated visualization of temporomandibular joint disc and osseous structures to evaluate temporomandibular joint disorders. ,"Temporomandibular joint disorders (TMDs) require precise imaging of both osseous and soft-tissue components for accurate diagnosis. Current diagnostic protocols often necessitate separate cone-beam computed tomography (CBCT) and magnetic resonance imaging (MRI) scans, increasing cost, complexity, and patient burden. This study aimed to develop and validate the Sivan 3D CBCT Volumetric Imaging Protocol, a novel post-processing technique designed to enable simultaneous high-resolution visualization of the temporomandibular joint (TMJ) disc, retrodiscal tissue, and adjacent osseous structures using a single CBCT data set. This retrospective study analyzed anonymized CBCT volumes from 42 patients diagnosed with TMD. The data sets were processed using NNT software, incorporating dual-mode volumetric rendering, voxel intensity modulation, and anisotropic filtering. Fifteen expert raters assessed conventional CBCT, enhanced CBCT, and MR images across eight diagnostic parameters using a 5-point Likert scale. Inter- and intra-rater reliability was assessed using intraclass correlation coefficients (ICC), and statistical comparisons were performed using one-way ANOVA, Tukey's post-hoc test, and Cohen's d effect size analysis. Enhanced CBCT images showed excellent inter- and intra-rater reliability (ICC > 0.95) and significantly outperformed conventional CBCT and MRI in visualizing both soft and hard TMJ structures (p < 0.001), with large effect sizes (Cohen's d > 2.3), especially for disc and retrodiscal tissue delineation. The Sivan 3D CBCT Volumetric Imaging Protocol provides a robust, single-modality alternative to MRI for comprehensive TMJ evaluation, improving diagnostic accuracy, efficiency, and accessibility in clinical settings with limited MRI availability.",Sathish S; Jain A,"Department of Oral Medicine and Radiology, Teerthanker Mahaveer Dental College and Research Centre, Teerthanker Mahaveer University, Moradabad, Uttar Pradesh, 244001, India. sivansathishmfds@yahoo.co.in.",Oral radiology,2025-08-21,10.1007/s11282-025-00849-8,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
40831072,Enhancing Precision in Mesiodens Extraction: Evaluating 3D-Printed Visualization Models in Surgical Training.,"<h4>Purpose</h4>Extraction of impacted mesiodens presents surgical challenges due to the proximity to developing permanent incisors. This study evaluated how adding 3D-printed visualization models to cone beam computed tomography (CBCT) surgical planning impacts trainees' efficiency and precision in impacted mesiodens extraction.<h4>Methods</h4>Ten pediatric dental residents, all without prior experience in mesiodens extraction, were randomized into two groups. Group I received CBCT imaging with access to a transparent 3D-printed visualization model. Group II received CBCT imaging alone. Each participant performed a simulated mesiodens extraction using anatomically accurate 3D-printed surgical models. Primary outcome measures included surgical time and extent of bone removal, quantified by comparing presurgical and postsurgical CT scans of the models. Statistical analysis was performed using the Mann-Whitney U test with p < 0.05 considered significant. Effect sizes were calculated to assess clinical relevance.<h4>Results</h4>Group I demonstrated a shorter mean surgical time (508.8 ± 165.91 s) compared to Group II (720.8 ± 174.78 s), though the difference was not statistically significant (p > 0.05). The observed effect size (r = 0.56) indicates a large effect and a potential efficiency improvement. Bone removal was significantly reduced in Group I compared to Group II for both surface area and volume (p < 0.05).<h4>Conclusions</h4>Access to 3D-printed visualization models with CBCT imaging significantly minimized unnecessary bone removal and enhanced surgical precision, supporting their use as an effective adjunct in simulation-based surgical training. Although the sample size was small (n = 10), which limits statistical power and generalizability, large effect sizes suggest educational value. Further studies with larger cohorts will be useful to confirm and extend these findings.",Lin JY; Le H; Friedman S,"Center for Pediatric Dentistry, School of Dentistry, University of Washington, Seattle, Washington, USA.",Journal of dental education,2025-08-19,10.1002/jdd.70010,6.5,"visualization(title,abstract); visual(title,abstract)",Simulation; Oral Surgery; Supernumerary Tooth; 3D Printing; 3D Models
40825229,AI-Enhanced 3D Models in Global Virtual Reality Case Conferences for Surgical Care in a Low-Income Country: Exploratory Study.,"<h4>Background</h4>Approximately 5 billion people worldwide lack adequate access to surgical care, primarily in the Global South. Especially in crisis regions and war zones, telemedical applications may enhance health services. This study explores the feasibility of using artificial intelligence (AI)-enhanced 3D imaging and extended reality (XR) technologies for intercontinental surgical case conferences in a low-resource scenario in Uganda. Our pilot study aims to assess the value of these technologies to address the lack of surgical resources and multilateral knowledge exchange.<h4>Objective</h4>This study intends to determine the feasibility of using new AI-enhanced image modeling technology within an immersive spatial XR scenario to collaboratively and remotely assess reconstructive patient cases in the resource-limited country of Uganda.<h4>Methods</h4>Within a surgical camp at Lamu Medical Centre, Uganda, 3D models of patients' conditions were created using a smartphone app. Digital models were generated from photographs taken on-site and processed into 3D formats to be visualized in virtual case conferences. Here, surgeons from Uganda and Germany used virtual reality (VR) headsets to collaboratively discuss case strategies while marking surgical approaches on each digital patient model.<h4>Results</h4>The study included 15 patients requiring reconstructive surgery, with a diverse range of conditions. The use of XR technology facilitated detailed visualization and discussion of surgical strategies. The process was time-efficient, with a total of under 8 minutes per case for data acquisition and model creation, and resource-efficient with surgeons reporting sufficient quality of smartphone-derived models. Valuable user experience and precise interaction during the VR case processing were found, underlining its potential to improve surgical planning and patient care in resource-limited settings.<h4>Conclusions</h4>The findings indicate that AI-enhanced 3D imaging and immersive virtual communication platforms are valuable tools for integrative surgical case assessments. The cost-effectiveness of the used consumer solutions should be especially beneficial for low-resource environments. While the study demonstrates the feasibility of this approach, further research is needed to explore a broader application and impact of these technologies in global health. The study highlights the potential of XR to enhance training and surgical precision, contributing to better health care outcomes in underserved regions.",Obst M; Arensmeyer J; Bonsmann H; Kolbinger A; Kigenyi J; Oneka F; Owere B; Schmidt J; Feodorovici P; Wynands J,"Faculty of Medicine, University of Bonn, Bonn, Germany.",JMIR formative research,2025-08-18,10.2196/69300,6.0,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract); data(abstract)",Artificial intelligence; Virtual reality; Reconstructive Surgery; 3d Scanning; Global Surgery; Spatial Computing; Extended Reality; Metaverse
40849234,Development and Validation of an Interpretable Machine Learning Model for Predicting Adverse Clinical Outcomes in Placenta Accreta Spectrum: A Multicenter Study. ,"Placenta accreta spectrum (PAS) is a serious perinatal complication. Accurate preoperative identification of patients at high risk for adverse clinical outcomes is essential for developing personalized treatment strategies. This study aimed to develop and validate a high-performance, interpretable machine learning model that integrates MRI morphological indicators and clinical features to predict adverse outcomes in PAS, and to build an online prediction tool to enhance its clinical applicability. This retrospective study included 125 clinically confirmed PAS patients from two centers, categorized into high-risk (intraoperative blood loss over 1500 mL or requiring hysterectomy) and low-risk groups. Data from Center 1 were used for model development, and data from Center 2 served as the external validation set. Five MRI morphological indicators and six clinical features were extracted as model inputs. Three machine learning classifiers-AdaBoost, TabPFN, and CatBoost-were trained and evaluated on both internal testing and external validation cohorts. SHAP analysis was used to interpret model decision-making, and the optimal model was deployed via a Streamlit-based web platform. The CatBoost model achieved the best performance, with AUROCs of 0.90 (95% CI: 0.73-0.99) and 0.84 (95% CI: 0.70-0.97) in the internal testing and external validation sets, respectively. Calibration curves indicated strong agreement between predicted and actual risks. SHAP analysis revealed that ""Cervical canal length"" and ""Gestational age"" contributed negatively to high-risk predictions, while ""Prior C-sections number"", ""Placental abnormal vasculature area"", and Parturition were positively associated. The final online tool allows real-time risk prediction and visualization of individualized force plots and is freely accessible to clinicians and patients. This study successfully developed an interpretable and practical machine learning model for predicting adverse clinical outcomes in PAS. The accompanying online tool may support clinical decision-making and improve individualized management for PAS patients.",Li H; Zhang Y; Mei H; Yuan Y; Wang L; Liu W; Zeng H; Huang J; Chai X; Wu K; Liu H,"Department of Radiology, The Third Affiliated Hospital of Shenzhen University (Luohu Hospital Group), Shenzhen 518000, China (H.L., Y.Y., L.W., X.C., K.W., H.L.).",Academic radiology,2025-08-22,10.1016/j.acra.2025.08.011,5.6,"visualization(abstract); visual(abstract); machine learning(title,abstract); data(abstract)",
40841667,The application of artificial intelligence models in predicting the risk of diabetic foot: a multicenter study. ,"This study explores diabetic foot (DF), a severe complication in diabetes, by combining deep learning (DL) and machine learning (ML) to develop a multi-model prediction tool. Early identification of high-risk DF patients can reduce disability and mortality. The research also aims to create an integrated application to assist clinicians in precise, efficient risk assessment for early intervention. In this multicenter retrospective study, 6,180 elderly diabetic patients (aged 60-85) were enrolled from 11 community hospitals in Shanghai in 2024. Lasso regression was used to identify 16 key DF risk factors, including age, MMSE score, lower limb discomfort, ABI, and hematocrit. Fourteen ML models (RF, XGBoost, CART, MLP, etc.) and three DL models (DNN, CNN, Transformer) were trained, with hyperparameters optimized via cross-validation and grid search. An application was developed integrating these models, offering both single and batch prediction options with visualization tools for clinical use.Experimental results showed the Logistic regression ensemble model achieved robust performance, with AUC values of 0.943 (validation set, 95% CI: 0.935-0.951) and 0.938 (test set, 95% CI: 0.929-0.947), along with high accuracy, precision, recall, and F1 scores. SHAP analysis revealed key predictive features including ABI results, lower limb discomfort, and MMSE score. The developed app integrates multiple models, compares their predictions for different clinical scenarios, and enhances prediction transparency and reliability.The multi-model approach demonstrates strong predictive performance for DF risk, offering clinicians an intuitive and accurate assessment tool tailored to individual patients. By combining multiple models, we enhance result stability and clinical applicability compared to single-model approaches. Future work will focus on algorithm optimization, expanded datasets, and real-time monitoring integration to enable more precise, dynamic risk evaluation for improved DF prevention and early intervention.",Li Y; Zhou S; Ren B; Ju S; Li X; Li W; Li B; Cai Y; Chang C; Huang L; Dong Z,"Vascular Surgery & Wound Treatment Center, Jinshan Hospital of Fudan University, Shanghai, 201508, China.",BioData mining,2025-08-21,10.1186/s13040-025-00477-2,5.6,visualization(abstract); visual(abstract); artificial intelligence(title); machine learning(abstract); data(abstract),
40849358,AI-enhanced rapid diagnostic testing platform for mass opisthorchiasis screening. ,"Cholangiocarcinoma (CCA) is a prevalent malignancy in countries along Mekong basin, closely linked to chronic infections caused by Opisthorchis viverrini (OV). Early detection of OV-infected individuals holds significant promise for screening at-risk populations in endemic regions. Recent advancements in immunochromatographic methods have led to the development of a rapid diagnostic test (RDT) based on urinary antigens. However, the current interpretation relies on visual assessment of T-band color intensity, which can be subjective and prone to variability. Furthermore, aggregating data at the regional/country level demands data digitization, a time and resource intense task that introduces further errors. To address this limitation, we introduce the OV-RDT platform, a cloud-based system incorporating artificial intelligence (AI) designed to standardize the reading and interpretation of OV-RDT results while facilitating mass screening campaigns for opisthorchiasis. This cross-platform solution, available on Android and iOS devices, consists of three key components: a mobile application, an intelligent dashboard, and a cloud server cluster. The server cluster has two main components the data processing server and the AI server. The AI server operates two AI-based models systematically developed and validated for image quality assessment and T-band grading of OV-RDT test kit images. The data processing server periodically retrieves and processes data from the cloud database, enabling comprehensive daily visualization through the intelligent dashboard. Validation through extensive field testing was conducted specifically in the northeastern region of Thailand, where opisthorchiasis prevalence is among the highest globally, demonstrating remarkable effectiveness by processing over 100,000 samples. While our platform shows excellent performance in this endemic region, external validation in other geographical areas would be necessary to establish broader generalizability. The EfficientNet-B5-based deep learning model used in the platform exhibited impressive performance in both image quality assessment (98% accuracy) and infection grading classification (95% accuracy in detecting OV infection status). The platform's user-friendly interface has achieved high satisfaction rates (4.41/5.00) among healthcare workers, while its intelligent dashboard offers real-time analytics and geospatial visualization capabilities. This integrated approach marks a significant advancement in mass screening for opisthorchiasis, potentially enhancing early detection rates and supporting more effective public health interventions in Southeast Asia and the Mekong Basin countries. This study addresses the critical need for mass screening in northeastern Thailand, where liver fluke infection rates are particularly severe; however, the platform's performance in other regions requires future validation studies.",Junsawang P; Techasen A; Wiratchawa K; Wanna Y; Wongphutorn P; Worasith C; Sithithaworn P; Bulathwela S; Intharah T,"Visual Intelligence Laboratory, Department of Statistics, Faculty of Science, Khon Kaen University, Khon Kaen, Thailand.",Scientific reports,2025-08-23,10.1038/s41598-025-16893-7,5.5,visualization(abstract); dashboard(abstract); visual(abstract); artificial intelligence(abstract); data(abstract),
40829733,Are dexamethasone implants a safe and effective breakthrough in uveitis treatment? A systematic review and meta-analysis.,"<h4>Background</h4>Uveitis encompasses inflammatory conditions affecting the iris, ciliary body, and choroid. Its management relied on corticosteroids, immunosuppressive agents, and, more recently, biologic therapies. The development of sustained-release intravitreal corticosteroid delivery systems, like dexamethasone intravitreal implants, has revolutionized the treatment of posterior uveitis.<h4>Objectives</h4>To critically appraise the evidence of the safety and efficacy of dexamethasone implants in managing Uveitis.<h4>Methods</h4>A systematic review of the safety and efficacy of dexamethasone implants in managing Uveitis was conducted. A comprehensive and systematic electronic database search was conducted in Scopus, PubMed, Cochrane Library, ScienceDirect, Google Scholar, and Wiley Online Library for studies published from their inception to the present date. Modified PICOS criteria were used to screen and select the eligible studies from the potential articles retrieved from the database search. Studies were considered if they included patients with uveitis. A comprehensive risk of bias assessment was conducted using the Newcastle Ottawa Scale (NOS) for cohort studies, the Risk of Bias in Non-Randomized Studies (ROBINS-I) tool for non-randomized trials, the risk of bias visualization tool (ROB 2.0) tool for RCTs, and the National Institutes of Health (NIH) quality assessment tool for Interventional case-series. Data were then procedurally extracted and analyzed.<h4>Results</h4>The study selection process identified 29 studies, including 1,086 eyes. Dexamethasone implant significantly reduced central retinal/macular thickness at all time points: 150.4 μm at 1 month (p < 0.001), 200.8 μm at 3 months (p < 0.001), and 225.5 μm at 6-24 months (p < 0.001). Inflammation control was achieved in 80.8 % of cases (p < 0.001). Visual acuity improvements were modest at 6 months (p = 0.078) but significant long-term (p < 0.001). However, the dexamethasone implant resulted in cataract formation (p = 0.010), with a recurrence rate of 0.501 (p = 0.968).<h4>Conclusion</h4>Dexamethasone implants offer clinically significant benefits, resulting in substantial reductions in central retinal thickness, improvements in visual acuity, and effective control of inflammation in patients with uveitis.",Chen KY; Chan HC; Chan CM,"Department of General Medicine, Chang Gung Memorial Hospital (Linkou Branch), Taoyuan, Taiwan.",Steroids,2025-08-18,10.1016/j.steroids.2025.109675,5.0,"visualization(abstract); visual(kw,abstract); data(abstract)",Visual acuity; Uveitis; Dexamethasone Implant; Ozurdex; Central Retinal Thickness; Sustained-Release Drug Delivery
