pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42030495,Integrating Data Visualizations Into Digital Mental Health Care for Adults With Anxiety and Depression: Participatory Design and Case Study.,"<h4>Background</h4>Digital phenotyping offers unprecedented opportunities for capturing real-time mental health data through smartphones, yet translating this data into clinically actionable insights remains challenging. While smartphones can generate nearly one million data points per patient per day, health care systems have struggled to incorporate even basic ecological momentary assessment data into routine care workflows.<h4>Objective</h4>This paper presents a model for clinician-facing data visualizations that can be shared with patients to increase understanding of mental health symptoms and enhance shared decision-making. We describe (1) a participatory design process through which visualizations were cocreated with clinicians; (2) integration of these visualizations into a Digital Navigator-supported (DN) workflow; and (3) a case example illustrating how data visualizations can enhance patient insight and support treatment adjustments.<h4>Methods</h4>This work was conducted within the Digital Clinic program at Beth Israel Deaconess Medical Center. Fifteen clinicians and 3 clinical supervisors participated in a participatory design process to develop visualizations meeting clinical workflow needs. Data visualizations were integrated into weekly DN sessions following a 3-phase model (guide, refinement, and autonomy) based on self-determination theory.<h4>Results</h4>Six visualization types were developed: gauge charts for engagement behaviors, symptom trajectory graphs, correlation matrices linking passive and active data, sleep visualizations, polar/radar charts for multidimensional assessment, and passive-active data integration graphs. A clinical case demonstrates how these visualizations, when delivered through structured DN facilitation, supported patient engagement, behavioral insight, and autonomous self-management across an 8-week treatment program.<h4>Conclusions</h4>Thoughtfully designed data visualizations, when developed collaboratively with clinicians and delivered through structured support, can transform digital phenotyping from a technical capability into a practical tool for enhancing engagement, promoting behavioral insight, and supporting self-management in digital mental health care. Future research should examine how this approach affects therapeutic alliance and clinical outcomes across diverse patient populations.",Lim K; Bodner R; Ledley KT; Wang S; Scheuer LS; Torous J,"Division of Digital Psychiatry, Beth Israel Deaconess Medical Center, 330 Brookline Ave, Boston, MA, 02215, United States, 1 6176676700.",Journal of participatory medicine,2026-04-24,10.2196/90255,13.8,"visualization(kw,title,abstract); visual(kw,title,abstract); data(kw,title,abstract)",Mental health; Data Visualization; Patient Engagement; Digital Phenotyping; Digital Mental Health; Digital Navigator
42009351,Exploring content-driven axis compression for visualization of heterogeneous data.,"Datasets with large heterogeneity in data density are prone to result in visualizations with unutilized whitespace and overplotting. Sequential data, such as in genomics or electronic health records, often has such density distributions, containing long empty stretches between data-rich regions. For these data types, the exact distance is not necessarily the central feature, and plotting along a linear axis causes occlusion of the actual datapoints. In this work, we evaluate content-driven axis compression for minimizing whitespace and reducing occlusion while maintaining distance information. The axis is compressed based on the density of the data, and it requires minimal a priori knowledge of the data distribution. We present a framework for reasoning about the benefits and drawbacks of using axis compression. The framework includes reasoning about the separability of items and clusters, suggests careful consideration of how the position visual channel is utilized, and highlights the influence of the usage context for which the visualization is designed. We conducted a study to evaluate the strengths and weaknesses of axis compression and found that it leads to improved item visibility while maintaining high accuracy, also for tasks targeted at understanding the data distribution.",Stahlbom E; Molin J; Lundstrom C; Ynnerman A,,IEEE transactions on visualization and computer graphics,2026-04-20,10.1109/tvcg.2026.3685502,9.3,"visualization(title,abstract); visual(title,abstract); data(title,abstract); electronic health record(abstract)",
42021722,Impact of dashboard utilization in the emergency department on the quality of health care: a mixed methods systematic review protocol.,"<h4>Objective</h4>This review will synthesize the current studies related to the impact of dashboard utilization in the emergency department (ED) on the quality of health care. The purpose of the study is to present consolidated evidence to inform health providers and policy makers about the effectiveness of ED dashboard usage in improving aspects of the quality dimension.<h4>Introduction</h4>Coordination, decision-making, and medication require timely information supported by an effective information system and management in the ED. The ED dashboard, known as the visual display of the data management system, benefits both clinicians and patients; however, the impact of dashboard utilization on the quality of health care in the ED remains unclear.<h4>Eligibility criteria</h4>This review will focus on quantitative, qualitative, and mixed method studies. The participants in this review will include health care providers and managers who use the dashboard, as well as patients as the beneficiaries of the application of the ED dashboard. The quantitative component will consider quality-of-care dimensions including safety, effective, patient-centered, timely, efficient and equity, usability, and situational awareness. The qualitative component will consider the user's perspective.<h4>Methods</h4>JBI's convergent segregated approach for mixed method systematic reviews will be followed. Six databases, including PubMed, MEDLINE (Ovid), Web of Science, Scopus, CINAHL Plus, and Embase.com, will be searched for relevant studies. Methodological quality will be assessed using the JBI tools. No date limit for searching will be used.<h4>Review registration</h4>PROSPERO CRD42024527492.",Kusumawati HI; Yanuar Saifudin IMM; Achmad BF; Alim S; Lusiantoro L; Kristanti MS; Utarini A,"Department of Basic and Emergency Nursing, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia.",JBI evidence synthesis,2026-04-23,10.11124/jbies-25-00191,8.4,"dashboard(kw,title,abstract); visual(abstract); data(abstract)",Systematic review; Emergency Department; Mixed Methods; Health Care Quality; Dashboard
42030768,From prediction to practice: early implementation of a machine learning-based hospitalization prediction tool in the emergency department.,"<h4>Background</h4>Machine learning (ML) models can accurately predict hospital admissions in emergency departments (EDs), but real-world adoption remains rare. We evaluated the feasibility and early implementation of an ML-based hospitalization prediction tool in an ED of a tertiary care centre using the Medical Research Council (MRC) framework.<h4>Methods</h4>A prospective mixed-methods study was conducted at the ED of the Leiden University Medical Centre (∼23,000 annual visits). A validated ML-based hospitalization prediction tool was deployed via a web-based dashboard for four months. The dashboard was designed with stakeholders' input obtained during focus groups. Staff use, perceptions, and implementation barriers were assessed through pre-/post-implementation surveys with Likert-scales and open questions, and were analyzed using Mann-Whitney U-tests. Operational outcomes (ED length of stay [LOS], hospitalization rates) were extracted from the Netherlands Emergency department Evaluation Database and compared across pre- and post-implementation periods via logistic regression adjusted for confounders.<h4>Results</h4>Tool utilization was low despite an initial positive attitude towards the tool: 67% of staff reported rarely or never using it. Post-implementation surveys indicated a decline in perceived utility and reduced concern about AI replacing clinical roles. Reported barriers included lack of electronic health record integration, absence of linked actions, and misalignment with existing workflows. Hospitalization rose from 31.8% to 33.3% (p = 0.027), while ED-LOS increased during the implementation period (19.8% to 26.1%, p < 0.001); these changes could not be attributed to the tool given limited adoption.<h4>Conclusion</h4>This early implementation study demonstrated low adoption of a ML prediction tool for hospitalization at the ED. Context-specific implementation barriers were identified. Guided by the MRC framework, the findings offer concrete strategies to enhance future implementation, including EHR integration, embedded action protocols, and role-specific responsibilities.",Raven W; de Hond A; Vermeire J; Schinkelshoek L; Mulder L; van Someren A; Gaakeer M; de Jonge E; de Groot B,"Department of Emergency Medicine, Leiden University Medical Centre, Albinusdreef 2, 2300 RC Leiden, the Netherlands. Electronic address: w.raven@lumc.nl.",International journal of medical informatics,2026-04-20,10.1016/j.ijmedinf.2026.106446,8.1,"dashboard(abstract); machine learning(kw,title,abstract); data(abstract); electronic health record(abstract)",Hospitalization; Emergency Department; Length Of Stay; Hospital Admission; Machine Learning; Prediction Algorithm
42024930,Designing a Collaborative Immersive Visualization System for Radiation Treatment Planning Teams.,"We present a visualization design study of creating a collaborative virtual reality (VR) system for radiation treatment planning, with an emphasis on proton therapy. The goal is to support teams of dosimetrists, physicians, and medical physicists as they review and compare multiple possible patient-specific treatment plans, which requires analyzing complex 3D spatial relationships between a radiation dosage volume and anatomical structures. The approach is a novel combination and refinement of interactive visualization techniques including: networked multi-user immersive visualization, interactive volume rendering and slicing with 3D widgets and gestures, superimposed surface rendering with GPU-accelerated curvature-directed lines, smart cursors, teleporting, and avatars. These features are integrated within a workflow that supports three complementary modes of visual data comparison (juxtaposition, interchangeable, and explicit encoding). Results and feedback from multi-year iterative development with users and a summative field deployment in the form of a mock plan-review meeting reveal several advantages relative to current clinical practice and suggest directions for future work.",Tran K; Broske M; Herman MG; Interrante V; Rosenberg ES; Mundy D; Keefe DF,,IEEE transactions on visualization and computer graphics,2026-04-23,10.1109/tvcg.2026.3686821,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
42017673,Evaluating a Dashboard for Individual Clinician Enhancement (DICE) for Rehabilitation Nurses.,"<h4>Purpose</h4>This pilot study assessed the feasibility and usability of a Dashboard for Individual Clinician Enhancement (DICE) and explored its preliminary impact on nurses in a rehabilitation setting.<h4>Design</h4>The study included a focus group and quantitative measures of feasibility and usability. An exploratory randomized control trial (RCT) examined preliminary effects of DICE access on outcome measures.<h4>Methods</h4>In Phase I, nurses provided feedback on DICE design, and suggestions were incorporated into DICE V2.0. Phase II measured usability, viewing frequency, and perceived value, and included an exploratory RCT to examine potential effects on key performance indicators (KPIs) and the Psychological Empowerment scale (PES).<h4>Results</h4>Nurses rated DICE usability as ""good"" and accessed the dashboard an average of 2.2 times per month. Participants reported positive perceptions, describing the DICE as empowering, accessible, and helpful for increasing awareness of their contributions to patient care and quality improvement. Exploratory analyses of impact on KPIs and the PES were inconclusive due to insufficient statistical power.<h4>Relevance to clinical practice</h4>Preliminary findings suggest that DICE can help nurses to feel more informed about their performance, which could support empowerment in clinical practice.<h4>Conclusions</h4>The study demonstrated DICE usability, feasibility, and positive reception by rehabilitation nurses.",Toth AM; Mickalowski KL; Sevigny M; Hunt L; Ellison S; Coker J,"Magnet Program Director, Department of Nursing Research and Magnet Program, Craig Hospital, Englewood, CO.",Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses,2026-04-22,10.1097/rnj.0000000000000551,6.9,"dashboard(kw,title,abstract)",Nurses; Audit And Feedback; Dashboard; Work Performance.
42031931,Facial emotion-based movie recommendation system using optimized compound scaling neural network with polynomial and RBF kernels.,"Facial Emotion Recognition (FER) has emerged as an important research topic in human-computer interaction (HCI) with advances in machine learning and deep learning. FER is used across various fields, including healthcare, marketing, gaming, education, security, and real-time human-robot interaction. One real-time application of FER is a movie recommendation system that suggests movies based on users' emotions. In this paper, we have used an optimised compound-scaling neural architecture with polynomial and radial basis function (RBF) kernels for facial emotion recognition. To implement this research, we have used four diversified facial emotion datasets. All four datasets are subjected to pre-processing, feature extraction, and classification. All four datasets utilise different SVM algorithms for emotion recognition, and each achieves a different level of accuracy. Various visualization techniques, such as t-SNE and Grad-CAM, are used to analyze feature space separability and improve model interpretability. The maximum accuracy of the proposed model is 89.68%. Using our customised CNN model, we can predict seven facial emotions: happy, sad, angry, fearful, surprised, neutral, and disgusted. The proposed model can be used in various settings where real-time facial emotion recognition plays a vital role.",Esther Jeba D; Sasikaladevi N; Revathi A,"Department of CSE, School of Computing, SASTRA Deemed University, Thanjavur, Tamil Nadu, 613401, India.",Scientific reports,2026-04-24,10.1038/s41598-026-49322-4,6.0,"visualization(abstract); visual(kw,abstract); machine learning(abstract); data(abstract)",Compound Scaling Neural Network; Facial Expression Image; Meta-agnostic Visualisation; Movie Recommendation System; Rbf Kernel Svm
42024868,Development of a Child Articulation Screening Test Within Digital Therapeutics: Delphi Study.,"<h4>Background</h4>Speech sound disorders are common in children and are associated with an increased risk of academic reading difficulties. The COVID-19 pandemic further highlighted the need for remote and digitalized assessment tools. In South Korea, standardized instruments such as the Urimal Test of Articulation and Phonation and Assessment of Phonology and Articulation for children are widely used but have limitations, including reliance on face-to-face evaluation, and the absence of automated scoring.<h4>Objective</h4>This study aimed to develop and establish the content validity of an articulation assessment tool that can overcome these limitations and be integrated into digital therapeutics (DTx).<h4>Methods</h4>A 3-round modified Delphi survey was conducted between July and September 2025 with 92% (23/25) of the invited experts, including 52.2% (12/23) physiatrists and 47.8% (11/23) speech-language pathologists, with a mean professional experience of 10.69 (SD 5.09) years. All participants (23/23, 100%) completed all rounds. Panelists evaluated the appropriateness of word lists, phonological environments, and scoring criteria. Quantitative analyses, including calculations of content validity ratio (CVR), content validity index (CVI), and median and IQR, were performed. Consensus thresholds were set at a CVR of ≥0.39, a CVI of ≥0.78, a median of ≥3.5, and an IQR of ≤1.0. Items were retained only when all 4 criteria were satisfied. While formal qualitative analysis was not performed, the research team internally reviewed and synthesized core keywords and themes from the experts' open-ended responses to guide the refinement of items.<h4>Results</h4>These findings were summarized into four key areas: (1) modernization of word stimuli, (2) expansion of phonological coverage, (3) refinement of scoring criteria to reduce ambiguity, and (4) enhancement of result interpretability through visualization. In round 2, a revised 35-word list was evaluated across 25 items, of which 20 (80%) met all consensus criteria. In total, 20% (5/25) of the items failed to meet at least one threshold, including phonological environment adequacy (CVR=0.48; CVI=0.74), scoring redundancy (CVR=0.13; CVI=0.57), usefulness of proportion of whole-word correctness or percentage of word proximity (CVR=0.39; CVI=0.70), contribution of mean phonological length (CVR=0.22; CVI=0.61), and usefulness of feature-based indexes (CVR=0.30; CVI=0.65; IQR 2). Items that reached consensus showed CVR values of 0.57 to 0.91, CVI values of 0.78 to 0.96, a median score of 4, and IQR values of 0 to 1. In round 3, all remaining items achieved consensus.<h4>Conclusions</h4>This Delphi study developed a novel articulation assessment tool with robust content validity. This tool includes updated word stimuli, diverse analysis indexes, and visualization features, thereby enhancing its clinical utility and suitability for integration into artificial intelligence-based DTx. By standardizing and digitalizing articulation assessments, this tool has the potential to support personalized and accessible interventions for children with speech sound disorders.",Lee J; Kwon S; Ko JY; Park Y; Lee J; Ryu JS; Yoon SY; Suh JH,"Department of Rehabilitation Medicine, Seoul National University Bundang Hospital, 82, Gumi-ro 173 Beon-gil, Bundang-gu, Seongnam-Si, Gyeonggi-do, Republic of Korea, 82 31-787-7741.",JMIR formative research,2026-04-23,10.2196/90110,5.5,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract)",Artificial intelligence; AI; Delphi Method; Assessment Tool; Speech Sound Disorder; Pediatric Screening; Digital Therapeutics; Digital Screening; Digital Diagnostics
42024567,Visually-Guided Pulsed Field Ablation for Durable Pulmonary Vein Isolation: Chronic Remapping &amp; One-Year Outcomes in the First-in-Human VISION AF Study.,"<h4>Background</h4>Tissue contact optimizes pulsed field ablation (PFA), but existing methods - based on impedance, thermal response or contact force - remain indirect. An endoscope-enabled PFA balloon catheter allows direct, real-time visualization of the electrode-tissue interface.<h4>Objectives</h4>To evaluate the safety, lesion durability and clinical outcomes of the novel, ultra-compliant PFA balloon catheter with direct tissue visualization.<h4>Methods</h4>VISION AF was a single-arm study of paroxysmal AF patients undergoing pulmonary vein isolation (PVI) using a morphable PFA balloon catheter with integrated endoscope, and 12 longitudinal electrodes for circumferential energy delivery using either 4 applications with a single rotation (Phase A) or 4 applications without rotation (Phase B). Invasive remapping assessed lesion durability. Clinical recurrence was assessed with 7-day Holters at 3-/6-months, and weekly trans-telephonic monitoring after a 2-month blanking period.<h4>Results</h4>Four operators treated 50 patients: age 61±9 years; 68% male, LVEF 63±5%, CHA<sub>2</sub>DS<sub>2</sub>-VASc 2.0±1.4, 86% deep sedation/14% anesthesia (Phases A/B = 33/17). There were no serious device-related complications. Brain MRI in 36 patients revealed 5.6% DWI+/FLAIR- and 0% DWI+/FLAIR+ lesions. Using 4.3±1.0 applications/vein, PVI was achieved in 100% of patients. Transpired PVI times were 26±10 min (Phase A) or 18±4 min (Phase B). Fluoroscopy time was 4±3 min (range 0-12). Remaps at 81±28 days revealed durable PVI in 99.4% of PVs (175 of 176), translating to 97.8% of patients (44 of 45). The 6-month freedom from atrial arrhythmias was 91.5% (95%CI 79.3-96.8%).<h4>Conclusions</h4>Direct visualization of electrode-tissue contact was associated with efficient, safe and durable PVI with promising rhythm outcomes.<h4>Clinical trial registration</h4>NCT06828939.",Reddy VY; Petrů J; Funasako M; Koruth JS; Neužil P,"Department of Cardiology, 1st Faculty of Medicine, Charles University and Faculty Hospitals Motol and Homolka, Prague, Czech Republic; Icahn School of Medicine at Mount Sinai, New York, NY, USA. Electronic address: vivek.reddy@mountsinai.org.",JACC. Clinical electrophysiology,2026-04-23,10.1016/j.jacep.2026.04.009,4.1,"visualization(abstract); visual(title,abstract)",Electroporation; Atrial fibrillation; Catheter ablation; Pulmonary Vein Isolation; Pulsed Field Ablation
42030499,Tech That Scales: A Practical Framework for Artificial Intelligence-Enabled Cancer Care in Low- and Middle-Income Countries and Underserved US Counties.,"Cancer outcomes remain starkly unequal: 5-year survival rates for common malignancies in low- and middle-income countries (LMICs) often lag 20-40 percentage points behind high-income benchmarks, and similar disparities persist between well-resourced metropolitan centers and rural or safety-net settings within high-income countries. The gap is driven less by the absence of effective interventions than by workforce shortages, fragmented referral pathways, limited infrastructure, and loss to follow-up after abnormal screens. Technologies that scale must therefore function as deployable workflows integrating staffing, logistics, quality assurance (QA), governance, and monitoring not merely as stand-alone algorithms or devices.<sup>1</sup> This review synthesizes evidence across four complementary technology families that address these constraints across the continuum of care: artificial intelligence (AI)-supported screening and triage as the population entry-point layer; Project ECHO telementoring as the workforce-capacity layer; electronic patient-reported outcomes and remote symptom monitoring as the longitudinal continuity layer; and AI-powered clinical trial prescreening hubs as the access-to-innovation layer. The technologies do not carry equal evidentiary weight, and they should not be deployed identically in every setting. Our aim is to show how oncology leaders can sequence them pragmatically inside a common operating logic while adapting to local infrastructure and governance. We organize the framework in patient journey order entry into care through screening, workforce support through telementoring, continuity through remote monitoring, and access to innovation through trial prescreening, and draw examples from both LMIC programs and underserved US settings. We therefore present a practical implementation playbook, including a 90-day launch checklist, staffing models, QA frameworks, equity and bias monitoring metrics, and a program outcomes dashboard designed for oncology leaders seeking to move beyond pilots toward durable, monitored deployment.",Loaiza-Bonilla A; Basu P; Lucas E; Yost C; Arora S,"St Luke's University Health Network, Bethlehem, PA.",American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting,2026-04-24,10.1200/edbk-26-521200,4.1,"dashboard(abstract); artificial intelligence(title,abstract)",
