pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
40098308,Visualized hysteroscopic artificial intelligence fertility assessment system for endometrial injury: an image-deep-learning study.,"<h4>Objective</h4>Asherman's syndrome (AS) is a significant cause of subfertility in women from developing countries. Over 80% of AS cases in these regions are linked to dilation and curettage (D&C) procedures following pregnancy. The incidence of AS in patients with infertility and recurrent miscarriage can be as high as 10%, while the pregnancy rate in cases of moderate to severe adhesions can be as low as 34%. We aimed to establish a hysteroscopic artificial intelligence system using image-deep-learning algorithms for fertility assessment.<h4>Methods</h4>This diagnostic study included 555 cases with 4922 hysteroscopic images from a Chinese intrauterine adhesions cohort clinical database (NCT05381376). The study evaluated two image-deep-learning algorithms' effectiveness in predicting pregnancy within one year, using AUCs and decision curve analysis. The models' performance was evaluated for two-year prediction <i>via</i> concordance index and cumulative time-dependent ROC. A quantifiable visualization panel of the system was established.<h4>Results</h4>The proportional hazard CNN system accurately predicted conception, with AUCs of 0.982, 0.992, and 0.990 in three randomly assigned datasets, superior to the InceptionV3 framework, and achieved a net benefit of 69.4% for subfertility assessment. The system fitted well with c-indexes of 0.920-0.940 and was time-stable. The quantifiable visualization panel displayed four intrauterine pathologies intuitively. The performance was comparable to senior hysteroscopists, with a kappa value of 0.84-0.89.<h4>Conclusions</h4>The CNN based on the proportional hazard approach accurately assesses fertility postoperatively. The quantifiable visualization panel could assist in intrauterine pathologies assessment, optimize treatment strategies, and achieve individualized and cost-efficient practices.",Li B; Chen H; Duan H,"Department of Minimally Invasive Gynecologic Center, Beijing Obstetrics and Gynecology Hospital, Capital Medical University, Beijing Maternal and Child Health Care Hospital, Beijing, China.",Annals of medicine,2025-03-17,10.1080/07853890.2025.2478473,7.2,"visualization(abstract); visual(title,abstract); artificial intelligence(title,abstract); data(abstract)",Hysteroscopy; Subfertility; Endometrial Injury; Asherman’s Syndrome; Image Deep Learning; Art Triage
40108864,Extended Reality Technologies for Visualization in DIEP Flap Breast Reconstruction: A Systematic Review. ,"BackgroundDeep inferior epigastric artery perforator (DIEP) flap breast reconstruction is the gold standard for autologous breast reconstruction but is complex due to variable vascular anatomy. Traditional imaging modalities like computed tomography angiography (CTA) provide two-dimensional visualization, which can limit spatial understanding. Extended reality (XR) technologies, including virtual reality (VR), augmented reality (AR), and mixed reality (MR) offer immersive three-dimensional visualization that may enhance surgical planning and intraoperative guidance. This systematic review synthesizes current evidence regarding XR applications in DIEP flap breast reconstruction.MethodsA systematic review was conducted following PRISMA 2020 guidelines. PubMed, Embase, and Scopus were searched for original research articles reporting clinical use of XR technologies in DIEP flap breast reconstruction. Data on study characteristics, XR technologies used, outcomes, and key findings were extracted and analyzed.ResultsThirteen studies involving 265 patients met inclusion criteria. Seven studies utilized AR, six used VR, and none focused on MR. XR technologies were associated with improved accuracy in perforator identification, reduced operating times, and enhanced surgical planning. Identified limitations included soft tissue deformation affecting intraoperative application, ergonomic issues with headsets, and technological constraints such as processing power and network.ConclusionXR technologies show significant potential in improving preoperative planning and intraoperative guidance in DIEP flap breast reconstruction. While preliminary results are promising, further large-scale studies are needed to establish efficacy, address limitations, and facilitate integration into clinical practice.",Ozmen BB; Foroutan A; Quick JD; Siska R; Albabish W; Schwarz GS,"Department of Plastic Surgery, Cleveland Clinic, Cleveland, OH, USA.",Surgical innovation,2025-03-19,10.1177/15533506251328473,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
40113627,Global Bibliometric Visualization of Epidermal Growth Factor in Wound Healing: A Comprehensive Literature Search. ,"Epidermal growth factor (EGF) is essential for both wound repair and the maintenance of healthy tissues. Numerous bibliometric studies have been published on wound healing; however, none have focused on EGF in wound healing. This study comprehensively analyzed scientific publications on the role of Epidermal Growth Factor (EGF) in wound healing. The analysis encompassed publications indexed in the Scopus database from 1972 to 2024, retrieved using a broad range of relevant keywords. Network analysis and visualization were subsequently conducted using VOSviewer (v. 1.6.20) to map research trends and identify research hotspots. My examination of the Scopus database identified 3122 articles on the use of EGF in wound healing published over the past 48 years (1972-2024). Most of these publications were research articles (n = 2812; 90.07%), followed by review articles (n = 244; 7.82%). The number of publications on the use of EGF in wound healing has increased significantly (R2=0.9449; p < 0.001) over the years. This study revealed that, during the past ten years, there has been an increasing amount of global research on the relationship between EGF and wound healing. The effectiveness and clinical applications of human EGF and EGFR signaling in cancer-related wound healing were the main topics of our study, which focused on EGF and wound healing overall. To improve patient outcomes and enhance the efficacy of wound healing, particularly in aesthetic and reconstructive surgery, this bibliometric analysis emphasizes the importance of ongoing research and collaboration in this field.Level of Evidence V This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 .",Zyoud SH,"Department of Clinical and Community Pharmacy, College of Medicine and Health Sciences, An-Najah National University, Nablus, 44839, Palestine. saedzyoud@yahoo.com.",Aesthetic plastic surgery,2025-03-20,10.1007/s00266-025-04820-0,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
40098221,Development of Immunostaining Protocols for 3D Visualization of Pericytes in Human Retinal Flatmounts.,"Vascular pericytes are widely present across the human body and crucial in regulating vascular flow, permeability, and homeostasis. In the human retina, pericytes are important for forming and maintaining the blood-retinal barrier, as well as for autoregulation of blood flow. Pericyte loss has been implicated in various pathological conditions. Visualization of pericytes by immunofluorescence (IF) staining provides valuable information on pericyte number, morphology, location, and on expression of anatomic and functional markers. However, species-specific differences in pericyte marker expression exist. In this study, we aimed to develop a novel IF co-staining protocol to detect the pericyte markers NG2, PDGFRβ, αSMA, CD13, and RFC1 in human retinal flatmounts. Unlike retinal sections, retinal flatmounts enable 3D visualization of pericyte distribution across the entire vascular network. Key optimizations included tailoring the fixation method, blocking buffer composition and antibody solvent, as well as using jasplakinolide to enhance αSMA detection. Our protocol successfully enabled double staining of NG2 and PDGFRβ, as well as αSMA and PDGFRβ, whereas CD13 and RFC1 expression was not detectable in human retinal flatmounts. This novel 3D IF protocol enhances in situ visualization of human retinal pericytes, enabling accurate studies of their role in vascular health and disease to aid targeted therapy development.",Bakker N; Croes AA; Prevaes E; van Noorden CJF; Schlingemann RO; Klaassen I,"Ocular Angiogenesis Group, Department of Ophthalmology, Amsterdam UMC location University of Amsterdam, Amsterdam, The Netherlands.",The journal of histochemistry and cytochemistry : official journal of the Histochemistry Society,2025-03-17,10.1369/00221554251323655,6.5,"visualization(title,abstract); visual(title,abstract)",Retina; Pericyte; 3D Imaging; Immunofluorescence Staining; Flatmount
40114382,Right Intrahepatic Portal Vein Classification Based on Three-Dimensional Visualization With Particular Attention to the Relevance of the Right Anterior and the Right Posterior Portal Vein. ,"The present study aimed to investigate the branching pattern of the right intrahepatic portal vein, with a particular focus on the third-order portal vein branches, and their clinical implications, utilizing three-dimensional visualization technology. This technology has the potential to assist clinicians in performing hepatectomy. A retrospective analysis on the branching pattern of the third-order portal branch of the right intrahepatic portal vein was conducted in 711 patients, spanning from June 2019 to June 2021, utilizing three-dimensional visualization techniques. With regard to the anatomy of the right anterior portal vein, the cranio-caudal type was found in 353 patients, the ventro-dorsal type in 171 patients, the trifurcation type in 61 patients, and the quadfurcation type in 9 patients. Additionally, the right posterior portal vein was categorized into three types based on the third-order branches: the bow-shaped type was observed in 294 cases, the bifurcation type in 286 cases, and the trifurcation type in 14 cases. Consequently, the branching pattern of the right intrahepatic portal vein was classified into 12 distinct types and four special types, considering the variations in the number and course of the third-order branches originating from the right anterior and posterior portal veins. The results of this study offer valuable insights into the structure of the right intrahepatic portal vein, enhancing clinicians' rational understanding and contributing to the safe execution of hepatic operative planning and decision-making.",Luo W; Zeng X; Guo J; Wen S; Wang D; Zhang Z; Tao H; Fang C,"Department of Hepatobiliary Surgery I, General Surgery Center, Zhujiang Hospital, Southern Medical University, Guangzhou, China.",World journal of surgery,2025-03-20,10.1002/wjs.12541,6.5,"visualization(title,abstract); visual(title,abstract)",
40116728,Meeting Global Health Needs via Infectious Disease Forecasting: Development of a Reliable Data-Driven Framework. ,"Infectious diseases (IDs) have a significant detrimental impact on global health. Timely and accurate ID forecasting can result in more informed implementation of control measures and prevention policies. To meet the operational decision-making needs of real-world circumstances, we aimed to build a standardized, reliable, and trustworthy ID forecasting pipeline and visualization dashboard that is generalizable across a wide range of modeling techniques, IDs, and global locations. We forecasted 6 diverse, zoonotic diseases (brucellosis, campylobacteriosis, Middle East respiratory syndrome, Q fever, tick-borne encephalitis, and tularemia) across 4 continents and 8 countries. We included a wide range of statistical, machine learning, and deep learning models (n=9) and trained them on a multitude of features (average n=2326) within the One Health landscape, including demography, landscape, climate, and socioeconomic factors. The pipeline and dashboard were created in consideration of crucial operational metrics-prediction accuracy, computational efficiency, spatiotemporal generalizability, uncertainty quantification, and interpretability-which are essential to strategic data-driven decisions. While no single best model was suitable for all disease, region, and country combinations, our ensemble technique selects the best-performing model for each given scenario to achieve the closest prediction. For new or emerging diseases in a region, the ensemble model can predict how the disease may behave in the new region using a pretrained model from a similar region with a history of that disease. The data visualization dashboard provides a clean interface of important analytical metrics, such as ID temporal patterns, forecasts, prediction uncertainties, and model feature importance across all geographic locations and disease combinations. As the need for real-time, operational ID forecasting capabilities increases, this standardized and automated platform for data collection, analysis, and reporting is a major step forward in enabling evidence-based public health decisions and policies for the prevention and mitigation of future ID outbreaks.",Keshavamurthy R; Pazdernik KT; Ham C; Dixon S; Erwin S; Charles LE,"Artificial Intelligence and Data Analytics Division, Pacific Northwest National Laboratory, 902 Battelle Boulevard, Richland, WA, 99354, United States.",JMIR public health and surveillance,2025-03-21,10.2196/59971,6.3,"visualization(abstract); dashboard(abstract); visual(abstract); machine learning(abstract); data(title,abstract)",
40116889,"Artificial intelligence for abdominopelvic trauma imaging: trends, gaps, and future directions. ","Abdominopelvic trauma is a major cause of morbidity and mortality, typically resulting from high-energy mechanisms such as motor vehicle collisions and penetrating injuries. Admission abdominopelvic trauma CT, performed either selectively or as part of a whole-body CT protocol, has become the workhorse screening and surgical planning modality due to improvements in speed and image quality. Radiography remains an essential element of the secondary trauma survey, and Focused Assessment with Sonography for Trauma (FAST) scanning has added value for quick assessment of non-compressible hemorrhage in hemodynamically unstable patients. Complex and severe polytrauma cases often delay radiology report turnaround times, which can potentially impede urgent clinical decision-making. Artificial intelligence (AI) computer-aided detection and diagnosis (CAD) offers promising solutions for enhanced diagnostic efficiency and accuracy in abdominopelvic trauma imaging. Although commercial AI tools for abdominopelvic trauma are currently available for only a few use cases, the literature reveals robust research and development (R&D) of prototype tools. Multiscale convolutional neural networks (CNNs) and transformer-based models are capable of detecting and quantifying solid organ injuries, fractures, and hemorrhage with a high degree of precision. Further, generalist foundation models such as multimodal vision-language models (VLMs) can be adapted and fine-tuned using imaging, clinical, and text data for a range of tasks, including detection, quantitative visualization, prognostication, and report auto-generation. Despite their promise, for most use cases in abdominopelvic trauma, AI CAD tools remain in the pilot stages of technology readiness, with persistent challenges related to data availability; the need for open-access PACS compatible software pipelines for pre-clinical shadow-testing; lack of well-designed multi-institutional validation studies; and regulatory hurdles. This narrative review provides a snapshot of the current state of AI in abdominopelvic trauma, examining existing commercial tools; research and development throughout the technology readiness pipeline; and future directions in this domain.",Dreizin D; Cheng CT; Liao CH; Jindal A; Colak E,"University of Maryland Trauma Radiology AI Laboratory (TRAIL), University of Maryland School of Medicine, Baltimore, USA.",Abdominal radiology (New York),2025-03-21,10.1007/s00261-025-04816-z,5.6,"visualization(abstract); visual(abstract); artificial intelligence(title,abstract); data(abstract)",
40107277,Personalized prediction of psoriasis relapse post-biologic discontinuation: a machine learning-driven population cohort study. ,"Identifying the risk of psoriasis relapse after discontinuing biologics can help optimize treatment strategies, potentially reducing relapse rates and alleviating the burden of disease management. To develop and validate a personalized prediction model for psoriasis relapse following the discontinuation of biologics. This study enrolled patients who achieved remission following biologic therapy. Relapse predictors were identified using the Boruta algorithm combined with multivariate Cox regression. A nomogram and an online calculator were created to aid in the visualization and computation of outcomes. The model's performance was thoroughly assessed using Receiver Operating Characteristic (ROC) curves, Area Under the Curve (AUC), C-statistics, calibration plots, and Decision Curve Analysis (DCA). The study included 597 patients, with 534 in the derivation cohort and 63 in the validation cohort. Anxiety, disease duration, prior biologic treatments, treatment duration, time to achieve PASI 75, and maximum PASI response were identified as influential factors for relapse and were incorporated into the model. Both internal and external evaluations indicate that the model exhibits good predictive accuracy. A multivariate model leveraging standard clinical data can relatively accurately predict the risk of psoriasis relapse post-biologic discontinuation, guiding personalized treatment strategies.",Huang S; Bai Y; Qi R; Yu H; Duan X,"Dongzhimen Hospital, Beijing University of Chinese Medicine, Beijing, China.",The Journal of dermatological treatment,2025-03-19,10.1080/09546634.2025.2480743,4.6,visualization(abstract); visual(abstract); machine learning(title); data(abstract),
40095289,Developing a machine learning-based predictive model for the analgesic effectiveness of transdermal fentanyl in cancer patients: an interpretable approach. ,"Cancer-related pain is a common and distressing symptom in patients with malignant tumors, significantly affecting quality of life. Transdermal fentanyl is a convenient opioid option for patients with intestinal obstruction or difficulty swallowing; however, some patients do not experience adequate pain relief. Predicting transdermal fentanyl analgesic effectiveness is crucial to optimize pain management. This study aimed to develop a predictive model for transdermal fentanyl effectiveness in cancer patients. Clinical data from adult cancer pain patients at Chongqing University Cancer Hospital were analyzed (January 2020-December 2022). Logistic regression and feature selection were applied, followed by developing nine predictive models using Logistic Regression, Random Forest (RF), and Extreme Gradient Boosting. The receiver operating characteristic (ROC) curves, the Youden index, and the Brier score were used to evaluate the performance of the model. Cross-validation and SHapley Additive exPlanations (SHAP) analysis were used for validation and feature interpretation. Among 151 patients, 27.2% reported ineffectiveness of transdermal fentanyl. Logistic regression identified key factors of NRS, transdermal fentanyl dosage, BMI2, and ALT. Among the nine models, RF Model 8 exhibited the best performance, achieving a ROC-AUC of 0.984 (95% CI: [0.968, 0.999]). This performance was further validated by the confusion matrix metrics and visualization results. The SHAP analysis highlighted lower doses, NRS, and ALT as predictors of transdermal fentanyl ineffectiveness. The Random Forest model offers a valuable tool for predicting the effectiveness of transdermal fentanyl in cancer pain patients, supporting the refined assessment and management of pain.",Hu X; Chen Y; Tang Y; Wang X; Li L; Li C; Chen W,"Department of Pharmacy, Chongqing Jiulongpo People's Hospital, Chongqing, China.",International journal of clinical pharmacy,2025-03-17,10.1007/s11096-024-01860-5,4.6,visualization(abstract); visual(abstract); machine learning(title); data(abstract),
40103946,Bibliometric and visualized analysis of research hotpots and future prospects in lacrimal duct obstruction disease (1900 to 2024). ,"To reveal the research hotspots, trends, and future prospects of lacrimal duct obstruction disease (LDOD) from 1900 to 2024 through the bibliometric and visualized analysis, providing a directional guidance for research in this field. The Web of Science Core Collection database was used to retrieve relevant literature. Data analysis and visualization were conducted using VOSviewer 1.6.20 and CiteSpace 6.3.1, including annual publication volume, trends, research areas, country/region and institution distribution, journal and co-cited journal analysis, author and co-cited author analysis, keyword and burst keyword analysis, etc. The study included a total of 1481 articles, revealing an overall upward trend in research on LDOD, with ophthalmology being the predominant field. While the United States previously led research efforts, India and China have emerged as key contributors since 2015. Mohammad Javed Ali stands out as the most influential author in this research area. Ophthalmic Plastic and Reconstructive Surgery has published the highest number of related articles, whereas Ophthalmology has the highest co-citation. The current focal points of research include minimally invasive and precise modifications to dacryocystorhinostomy, along with intubation, new materials for stents, and disease pathogenesis. LDOD research has garnered widely attention and exhibits a steady upward trend. Since 1900, the United States, China, and India have been the leading contributors to this field. Ophthalmologists continue to be the primary driving force behind LDOD research. The findings of this study suggest that at the forefront of LDOD research, our focus has long been on refining and innovating surgical treatment. The minimally invasive and precise modification of lacrimal surgery, represented by dacryocystorhinostomy, is the ongoing developmental direction of this field. Rapid interdisciplinary integration and in-depth exploration of pathogenesis and allergic inflammation will lead to the emergence of new materials, innovative technologies, and safer clinical treatment protocols.",Chen MH; Bai F; Tao H,"Ophthalmology, the Clinical College of General Hospital of Armed Police Forces, the Fifth School of Clinical Medicine, Anhui Medical University, Hefei 230032, Anhui Province, China.",International journal of ophthalmology,2025-03-18,10.18240/ijo.2025.03.21,4.6,"visualization(abstract); visual(title,abstract); data(abstract)",
