pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42573937,Intraoperative ultrasound-based brain tumor segmentation with boundary-overlay visualization for surgical assistance.,"<h4>Purpose</h4>Brain shift during neurosurgical tumor resection reduces the reliability of preoperative image-based navigation and increases the need for updated intraoperative image interpretation. Intraoperative ultrasound (iUS) provides accessible intraoperative anatomical information but remains difficult to interpret because of speckle noise, weak contrast, and ambiguous tumor appearance. This study aims to develop an iUS-based brain tumor segmentation framework with boundary-overlay visualization to support surgical assistance.<h4>Methods</h4>We propose a multi-scale attention-based tumor segmentation framework. Volumetric ultrasound features are extracted by a 3D convolutional backbone and hierarchically aggregated across scales. Cascaded attention refines tumor-relevant features, followed by multi-scale context aggregation to improve robustness to tumor size and appearance variations. The predicted mask is converted into a boundary overlay for intuitive iUS visualization. The method was evaluated on the public RESECT dataset and illustrated on two external clinical cases. A segmentation-assisted interpretation assessment examined whether algorithm-derived overlays improve junior neurosurgeon annotation consistency relative to a senior expert reference.<h4>Results</h4>On the RESECT dataset, the proposed framework showed segmentation performance comparable to established volumetric baselines while providing a more sensitive tumor-region detection profile. Precision, specificity, and surface-distance metrics allowed the sensitivity gain to be interpreted together with false-positive behavior and surface agreement. Ablation studies supported the contribution of cascaded attention and multi-scale contextual aggregation. In the interpretation assessment, mean junior-senior agreement improved from 76.56% DSC without algorithm assistance to 90.60% DSC after reviewing the algorithm-derived overlay.<h4>Conclusion</h4>The proposed iUS-based tumor segmentation framework provides segmentation-derived boundary-overlay visualization for intraoperative interpretation. The results support its potential as a computer-assisted intraoperative interpretation tool, while further validation on larger multi-center cohorts, multiple observers, and multiple intraoperative time points remains necessary.",Zhang S; Ma L; Wang X; Shen Y; Li Y; Liao H,"School of Biomedical Engineering, Tsinghua Medicine, Tsinghua University, Beijing, China.",International journal of computer assisted radiology and surgery,2026-08-10,10.1007/s11548-026-03769-y,12.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(abstract)",Intraoperative Ultrasound; Computer-assisted Intervention; Brain Tumor Segmentation; Boundary-overlay Visualization; Surgical Assistance
42598811,Artificial Intelligence in Occlusion-Oriented Digital Reconstruction of Maxillofacial Fractures: Current Applications and Translational Challenges.,"Maxillofacial fractures require reconstruction of a functional craniofacial unit rather than isolated realignment of fractured bone. Stable occlusion, mandibular movement, temporomandibular joint position, facial contour, and fixation-device adaptation should be considered as interdependent treatment targets. Digital workflows incorporating CT or CBCT reconstruction, virtual surgical planning, CAD/CAM, 3-dimensional printing, patient-specific implants or plates, and navigation have improved visualization and surgical transfer. However, comminution, bilateral injury, loss of anatomic references, dental arch disruption, limited mouth opening, metal artifacts, and labor-intensive segmentation still restrict efficiency and reproducibility. This narrative review summarizes artificial intelligence applications across the occlusion-oriented digital reconstruction chain, including image screening, craniofacial and dental segmentation, tooth numbering, model repair, 3-dimensional shape completion, planning assistance, intraoperative registration, and postoperative deviation analysis. The literature was reviewed with emphasis on clinical task, evidence maturity, implementation risk, and translational feasibility. To make the clinical hierarchy explicit, AI applications were classified as near-term supervised clinical support, intermediate translational tools, exploratory research applications, or not ready for routine clinical use. Current evidence supports AI most strongly as supervised decision support for fracture triage, preliminary jaw and tooth segmentation, planning preparation, and postoperative measurement. A representative clinical workflow scenario is included to illustrate how these tasks can be integrated into surgeon-led planning without converting AI outputs into autonomous surgical decisions. Shape completion, automated reduction, fixation design, and real-time intraoperative feedback remain promising early translational applications but require stricter validation before broad clinical deployment. Future translation should prioritize multicenter annotated data sets, external validation, uncertainty reporting, auditable human-in-the-loop workflows, and outcome measures that link radiographic accuracy with occlusal contact, masticatory efficiency, temporomandibular function, patient-reported outcomes, and cost-effectiveness.",Chi Y; Wang H,"Department of Stomatology, The First Affiliated Hospital of Anhui Medical University.",The Journal of craniofacial surgery,2026-08-14,10.1097/scs.0000000000013260,7.6,"visualization(abstract); visual(abstract); artificial intelligence(kw,title,abstract); data(abstract)",Artificial intelligence; maxillofacial injuries; Facial Fractures; Occlusal Reconstruction; computer-assisted surgery; Virtual Surgical Planning; Digital Surgery
42601279,Optimizing visualization feedback of real-time navigation for orbital reconstructions: A preclinical study.,"Surgical navigation can improve orbital implant positioning, yet current commercial systems are limited by the feedback interpretation and its timing after implant positioning. This study evaluated how different visualization methods impact the efficiency and interpretability of real-time feedback during orbital reconstruction. A standardized in-vitro setup was used to simulate orbital reconstructions by six surgeons of varying experience levels. Each surgeon performed implant positioning tasks using six different visualization modes, starting from three predefined misaligned positions. Interpretation accuracy and time to correct implant positioning were recorded. Visualization methods varied in the presence of computed tomography (CT) images, visualization of three-dimensional (3D) models, and use of implant-to-target distance visualization (distance mapping). Across a total of 108 reconstructions, no statistically significant differences in positioning time or interpretation accuracy were found between visualization methods. However, surgeon feedback revealed strong preferences: anatomical CT data and additional coronal view at the ledge improved spatial understanding, while views relying solely on 3D models or instrument orientation were seen as less intuitive. Notably, surgeons reported a consistent two-step strategy: initially 3D views were used for initial spatial alignment, followed by two-dimensional slices for precise adjustments. These findings suggest that while performance metrics may not differ across visualization modes, surgeon usability and interpretability are critical for clinical implementation. Future development of a clinically viable navigation workflow should include real-time feedback with both anatomical context and tailored visual support to promote more intuitive navigation in orbital surgery.",Sabelis JF; Maal TJJ; Bruggink R; van de Steeg G; Becking AG; Dubois L; Schreurs R,"Department of Oral and Maxillofacial Surgery, Amsterdam University Medical Centre (UMC), AMC, Academic Center for Dentistry Amsterdam (ACTA), University of Amsterdam, Amsterdam, the Netherlands. Electronic address: j.f.sabelis@amsterdamumc.nl.",International journal of oral and maxillofacial surgery,2026-08-14,10.1016/j.ijom.2026.07.017,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)","Software; Surgical Instruments; Orbital Fractures; Surgery, Computer-assisted; Surgical Navigation Systems"
42587044,Intraoperative biliary anatomy visualization using indocyanine green fluorescence micro-dosing: a quantitative preclinical study.,"<h4>Background</h4>The critical view of safety aims to reduce bile duct injury during laparoscopic cholecystectomy. Near-infrared (NIR) fluorescence cholangiography with indocyanine green (ICG) may enhance visualization of extrahepatic biliary anatomy, but conventional dosing can increase hepatic background fluorescence and optimal weight-adjusted strategies remain unclear. This study quantitatively evaluated weight-adjusted systemic ICG regimens within a predefined micro-dose domain and assessed the temporal stability of bile duct-to-liver fluorescence contrast within an operative time window.<h4>Methods</h4>Ten pigs received a single randomized intravenous injection of ICG at one of five weight-adjusted doses (0.000625, 0.004, 0.01, 0.025, or 0.05 mg/kg). NIR fluorescence imaging was performed at 30, 60, and 90 min using a standardized laparoscopic platform in overlay mode. Extrahepatic bile ducts and hepatic parenchyma were manually segmented in Computer Vision Annotation Tool to generate masks. Pixel-wise intensity extraction was aggregated to obtain one bile duct-to-liver contrast ratio per animal per time point. Data were analyzed using a linear mixed-effects model with animal as a random effect.<h4>Results</h4>Fluorescence was detectable in all animals from 30 to 90 min across all dose regimens. When doses were grouped into a predefined micro-dose domain (≤ 0.01 mg/kg; n = 6 animals) versus higher doses (≥ 0.025 mg/kg; n = 4 animals), mixed-effects modeling showed a main effect of dose group (F(1,8) = 6.539, p = 0.034), with consistently higher estimated marginal mean contrast ratios in the micro-dose domain (ΔEMM = 2.350 ratio units, 95%CI 0.549-4.152). No significant effect of time was observed (F(2,18) = 0.824, p = 0.455) within the 30-90 min window evaluated.<h4>Conclusions</h4>Systemic weight-adjusted micro-dose ICG administration provided higher bile duct-to-liver contrast in a preclinical model within the operative window evaluated. These findings support further investigation of standardized micro-dose protocols and quantitative fluorescence-guided strategies in clinical settings.",Espínola F; Giménez M; Innocenzi C; Corteggiano I; Hostettler A; Ancel A; Collins T; Vix M; Forgione A; Asbun H; Marescaux J,"Research Institute Against Digestive Cancer (IRCAD), 1 Place de l'Hôpital, 67091, Strasbourg, France.",Surgical endoscopy,2026-08-12,10.1007/s00464-026-13156-y,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",Indocyanine green; Laparoscopic Cholecystectomy; Fluorescent Cholangiography
42572079,SFFO-RL-intelligent environmental monitoring: smart sensing networks with artificial intelligence.,"Rapid urbanization has led to increasingly severe environmental degradation, necessitating the development of intelligent, adaptable, and explainable monitoring systems for sustainable urban management. Existing modeling frameworks are limited by problems related to sensor noise, data inconsistencies, poor adaptability, and a lack of explanation of how models arrive at their predictions. This study proposes a Satin Firefighter Optimization-Reinforcement Learning (SFFO-RL) model within an Intelligent Environmental Monitoring Framework (IEMF) to enable accurate, interpretable environmental assessments. The IEMF employs adaptive filtering for sensor noise, an Isolation Forest outlier-removal method, and Min-Max normalization of the data, followed by Multi-order Neighbor Feature Fusion (MNFF) for comprehensive feature representation. The SFFO-RL contributes to more stable convergence in environmental monitoring, a better exploration-exploitation balance, and improved adaptability in predicting pollutant concentrations when one or more pollutants change over time. Predictions were applied to a novel Environmental Health Index (EHI) to provide early warning alerts, while model visualization explained how data were transformed into predictions. Ultimately, the proposed SFFO-RL achieved 97.1% accuracy, 97.8% F1 score, 97.6% recall, and 98.21% precision.",Akaezuwa E; Lakshmi Bhabuu S; Asingya B; Smirnov PI; Bakaki F,"Vice Chancellor, International University of East Africa, Kampala, 35502, Uganda.",Environmental monitoring and assessment,2026-08-10,10.1007/s10661-026-15724-0,6.6,"visualization(abstract); visual(abstract); artificial intelligence(kw,title); data(abstract)",Environmental monitoring; Reinforcement Learning; Smart Sensing; Explainable Artificial Intelligence; Satin Firefighter Optimization
42574779,Influence of visualization portal selection on femoral tunnel placement and anterior knee pain after anterior cruciate ligament reconstruction.,"<h4>Background</h4>Accurate femoral tunnel placement is considered important for successful anterior cruciate ligament reconstruction (ACL-R). Visualization portal selection during femoral tunnel preparation may influence postoperative clinical and radiographic outcomes.<h4>Methods</h4>This retrospective comparative study included 184 patients (mean age: 28.1 ± 6.7 years) who underwent primary ACL-R with ≥24-month follow up. Patients were grouped according to the arthroscopic visualization portal used during femoral tunnel preparation: central transpatellar portal (CTP; n = 90) or anteromedial (AM) portal (n = 94). Femoral tunnel angle, femoral tunnel height ratio, femoral tunnel depth ratio , and tibial tunnel angle were evaluated on postoperative radiographs. Clinical outcomes were assessed using visual analog scale (VAS) and Kujala scores at 3, 6, 12, and 24 months postoperatively.<h4>Results</h4>Mean radiographic tunnel parameters did not differ significantly between groups. At 3 months, VAS scores were higher in the CTP group than in the AM group (5.29 ± 1.51 vs. 3.44 ± 1.45; P = 0.001), while Kujala scores were lower (70.64 ± 4.87 vs. 73.00 ± 4.25; P = 0.001). Smaller differences were observed at 6 months, whereas no significant differences were identified at 12 or 24 months. Early postoperative differences remained below previously reported thresholds for clinically meaningful change.<h4>Conclusion</h4>Patients undergoing ACL reconstruction with CTP visualization demonstrated higher anterior knee pain-related scores during the early postoperative period compared with those treated using an anteromedial portal. However, these differences were not observed at 12- or 24-month follow up. Mean radiographic tunnel parameters were similar between groups. These findings suggest that AM portal visualization may provide a more favorable early postoperative course while achieving comparable radiographic and mid-term clinical outcomes.",Altuntas Y; Ipek E; Balkanlı B; Alibakan G; Bozca MA; Eren OT,"Orthopedics and Traumatology Department, Health Science University, Istanbul Sisli Hamidiye Etfal Training and Research Hospital, Istanbul, Turkey. Electronic address: dryusufaltuntas@gmail.com.",The Knee,2026-08-10,10.1016/j.knee.2026.104596,6.5,"visualization(title,abstract); visual(title,abstract)",Radiological Assessment; Femoral Tunnel; Anterior Cruciate Ligament Reconstruction; Anterior Knee Pain; Central Transpatellar Portal
42603764,Artificial Intelligence-Assisted Contrast-Enhanced Ultrasound for Perfusion Evaluation: State-of-the-Art Review. ,"Accurate perfusion evaluation is crucial for clinical diagnosis and treatment, such as lesion characterization and risk stratification of carotid atherosclerotic plaques. Contrast-enhanced ultrasound (CEUS) examination, which enhances microvascular visualization with contrast agents, offers the advantages of being non-invasive, real time and free of ionizing radiation, making it widely applicable for perfusion evaluation. However, traditional CEUS analysis may have several limitations, in part due to operator dependence. A single CEUS examination generates massive dynamic cine-loop sequences, so manual frame-by-frame analysis is not only time consuming and labor intensive, but also prone to missing key information. It also struggles to obtain quantitative perfusion parameters and has the problem of inter-observer variability. Artificial intelligence (AI) can efficiently process high-dimensional CEUS data through automated data pre-processing, intelligent segmentation of regions of interest, standardized feature extraction and accurate decision support. AI improves the diagnostic efficiency and consistency of CEUS analysis, thus becoming an ideal tool to address these limitations. In this review, we summarize the mechanism, clinical value and limitations of CEUS examination for perfusion evaluation and introduce the core AI techniques for CEUS analysis and the technical workflow of AI-assisted CEUS. We then elaborate on the status of applying AI-assisted CEUS across multiple organ systems. Finally, we discuss the current challenges and future directions of this technology, aiming to promote its clinical application.",Tang T; Ling M; Xie J; Zhou F; Guo S; Johri AM; Zhou J,"School of Biomedical Engineering, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China.",Ultrasound in medicine & biology,2026-08-15,10.1016/j.ultrasmedbio.2026.07.021,5.6,"visualization(abstract); visual(abstract); artificial intelligence(title,abstract); data(abstract)",
42576362,The dead still teach the living: Body donor dissection in the digital age of anatomy education.,"Donor-based dissection has become increasingly contested in modern medical curricula as digital anatomy platforms, simulation technologies, virtual dissection tables, three-dimensional reconstructions, and artificial intelligence-supported learning have expanded. Reduced curricular time and logistical constraints have encouraged some institutions to reduce or replace dissection-based anatomy teaching. This shift raises a central educational question: What does dissection contribute to anatomy learning that cannot be reproduced by other methods? This article examines donor-based dissection from an anatomy-education perspective. It argues that its value should not rest on tradition, nor be judged solely by examination performance. Its educational significance lies in the multiple dimensions of learning it uniquely supports: three-dimensional spatial reasoning, recognition of anatomical variation, tactile and manual understanding of tissue planes, regional and topographical orientation, integration of structure with clinical relevance, and the development of professional identity and donor respect. Digital anatomy and artificial intelligence can enrich anatomy teaching by improving visualization, accessibility, and repetition. However, these tools present anatomy in a standardized, cleaned, and immediately visible form. Donor-based dissection exposes students to the body as layered, variable, and sometimes ambiguous-an encounter that cannot be fully replicated digitally. A six-phase hybrid model grounded in experiential learning theory is proposed: digital pre-laboratory orientation, donor-based or prosection-based exploration, imaging correlation, clinical case reasoning, guided professional reflection, and post-laboratory digital consolidation. In this framework, digital tools prepare and reinforce learning while dissection remains the central embodied experience. Donor-based dissection therefore remains indispensable as a carefully structured component of an integrated anatomy curriculum.",Kasırga UB,"Department of Anatomy, Faculty of Medicine, Bahçeşehir University, Istanbul, Türkiye.",Anatomical sciences education,2026-08-10,10.1002/ase.70315,5.5,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract)",Simulation; Artificial intelligence; Medical education; Professional Identity; Clinical Reasoning; Digital anatomy; Anatomical Variation; Anatomy Education; Body Donation; Donor Respect; Donor‐based Dissection; Three‐dimensional Learning
42303462,A User-Centered Approach to Achieving High Degree of Digital Health Technology Utilization for Community HIV Case Management and Data Collection in Ethiopia.,"Digital health technologies have untapped potential to transform community health systems, and they are underutilized for chronic HIV care and electronic data management in low- and middle-income countries. We describe the design, development, and use of a mobile health application in community-based HIV prevention, care, and treatment programs implemented in Ethiopia since 2017. Initially, these programs utilized aggregate data collection methods, which were fragmented, non-uniform, and largely paper-based, posing challenges to data quality and data use. Local software developers applied user-centered methods to build a Unified Data System (UDS), an innovative digital health solution aimed at standardizing case management and routine data collection procedures. Developers involved end-users, including frontline community health workers (CHWs) and program managers, in the design and development process. They also conducted field visits to understand and assess user activities and needs. Developers and program staff conducted field testing, and they made design changes iteratively to incorporate user feedback. Local implementing partners deployed 950 CHWs to use the UDS for HIV service delivery and client-level data collection offline. Data were stored centrally in the CommCare HQ web service backed by a local analytics server. The UDS was linked to Power BI for advanced data analytics and visualization. Data validation tests were performed prior to indicator computation and reporting to the next level. 1,766 mobile accounts were opened for CHWs, of which 1,628 (92.2%; 95% confidence interval [CI]=90.8%, 93.4%) have submitted data. An additional 368 of 392 web accounts (93.9%; 95% CI=91.0%, 96.0%) have been used by program managers and monitoring and evaluation experts to access the dashboard. The UDS has eliminated the tedious, manual, paper-based work associated with data (dis)aggregation and reporting by frontline CHWs and local implementing partners. Hence, the number of days to access client-level data by the local partners was reduced from 1 month to just 1 day, and the time to report on activity performance was shortened from 5 days to a half-day. Data completeness was nearly 100% and data validation tests demonstrated no invalid data elements or errors. Generally, there was a high degree of digital health technology utilization by frontline CHWs and local implementing partners for standardized HIV care, high-quality data collection, and making data-informed decisions. Lessons learned from the UDS implementation could be adapted not only to support community HIV programming but also to strengthen national electronic community health information systems.",Mekuria LA; Likasa G; Sintayehu T; Mekonen L; Tekeste A; Seid E; Asefa W; Negash A; Shewarega A; Tilaye M; Eyassu G; Belete K; Nur M; Neri S; Hayes A; Liddell E; Mookherji S; Tsegaye DA,"Project HOPE, Addis Ababa, Ethiopia. legesealex@gmail.com.","Global health, science and practice",2026-08-10,10.9745/ghsp-d-24-00353,5.3,"visualization(abstract); dashboard(abstract); visual(abstract); data(title,abstract)",
42439080,Deep learning-empowered Raman spectroscopy for gastric cancer diagnosis: a review of data pipelines and algorithms.,"Raman spectroscopy is emerging as a label-free tool for gastric cancer diagnosis by capturing molecular fingerprints of malignant transformation. However, weak scattering, strong fluorescence background, anatomical heterogeneity, and limited annotated datasets restrict its translation into routine endoscopic practice. This review examines the integration of deep learning with Raman spectroscopy from a data-pipeline perspective. We analyze core data challenges and summarize learning-based preprocessing strategies for denoising, baseline correction, and spectral reconstruction. Data augmentation approaches-particularly generative models for small-sample and class-imbalance problems-are then reviewed. Major deep learning architectures are categorized by analytical role: convolutional networks extract local spectral patterns, recurrent models capture biochemical sequential dependencies, and Transformer-based models support global context modeling and interpretable visualization. The evidence indicates a clear shift toward data-centric, end-to-end representation learning. Future work should integrate explainable AI with calibration transfer, domain adaptation, standardized validation, and prospective multicenter evaluation to enable clinical optical biopsy.",Wang M; Mo W; Qi D; Ni S; Tang F; Wang X; Yang Q; Zhou M,"Department of Materials Science and Technology, Laser Fusion Research Center, China Academy of Engineering Physics, Mianyang 621900, China. rclfkit@caep.cn.",The Analyst,2026-08-10,10.1039/d6an00642f,3.8,"visualization(abstract); visual(abstract); data(title,abstract)",
