pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42171727,Bibliometric analysis and data visualization on drug delivery systems for infectious keratitis.,"<h4>Purpose</h4>This study aimed to conduct a bibliometric analysis of the research literature on drug delivery systems (DDS) for infectious keratitis from 2006 to 2025, presenting research trends, current hotspots, and collaboration patterns through visual maps.<h4>Methods</h4>A systematic retrieval strategy was established to search and extract data from the Web of Science Core Collection database for studies on therapeutic DDS for keratitis between January 1, 2006, and December 31, 2025. GraphPad Prism, CiteSpace, AND VOSviewer were used to perform visualization analysis and evaluate the trends.<h4>Results</h4>(1) Over the 20-year period from 2006 to 2025, the number of publications and citations on DDS for infectious keratitis has continued to increase, rising from an initial annual output of less than 10 to over 50 papers in recent years. (2) A total of 60 countries and regions worldwide participated in these publications, with China ranking first with a total of 137 papers. Cairo University emerged as the most productive institution, with 29 papers. Soumyajit Majumdar contributed the most, with 11 papers in total. In terms of academic impact, China had the highest total citation count( 3,169), whereas the USA showed the highest betweenness centrality. (3) The""International Journal of Pharmaceutics"" was the leading journal in this field, with the highest number of co-citations (360). (4) Co-occurrence and clustering analysis of high-frequency keywords revealed several major themes centered on drug delivery, nanoparticles, fungal keratitis, drug formulation, and sustained release. High-frequency keyword and clustering analyses highlighted sustained interest in nanoparticles, hydrogels, liposomes, in situ gels and 3D printing related delivery strategies.<h4>Conclusion</h4>This bibliometric study covers two decades of research on the development and application of advanced DDS in the treatment of infectious keratitis. The field has attracted increasing global research attention, with China leading in publication output and the USA exerting greater academic influence. The current focus has shifted from traditional formulations to smart nanocarrier strategies. To achieve success, interdisciplinary collaboration is required to overcome the challenges of safety, production scalability, and clinical translation.",Ouyang S; Yang G; Yang Y; Yang Y; Liu H; Deng Z,"Department of Ophthalmology, Third Xiangya Hospital, Central South University, Changsha, Hunan, 410013, China.",Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,2026-05-22,10.1007/s00417-026-07280-7,13.8,"visualization(kw,title,abstract); visual(kw,title,abstract); data(kw,title,abstract)",Keratitis; bibliometrics; drug delivery systems; Data Visualization; Infectious Keratitis
42152004,A critical realist exploration of hospital staff experiences of using nutrition dashboard technology.,"<h4>Background</h4>The Nutrition Dashboard is a validated nutrition informatics tool to display hospitalised patient food intake data. Despite demonstrated potential for malnutrition identification, research regarding the conditions required for successful implementation of the Nutrition Dashboard is lacking. This study explores dietitians' and food service staff's experiences with the Nutrition Dashboard to understand contextual factors and mechanisms shaping its use.<h4>Methods</h4>Using critical realism methodology, semi-structured interviews and focus groups were conducted with 17 dietitians and seven food service staff across nine hospitals in New South Wales, Australia. Data were thematically analysed before retroductive reasoning to generate Context-Mechanism-Outcome (CMO) statements that explore Nutrition Dashboard use.<h4>Results</h4>Five themes and CMO statements were evident: 1) Visibility and recognition: when food service staff see their data influence patient care, their increased engagement and data accuracy contributes to professional efficacy. 2) Partners in nutrition care: valued partnerships between food service staff and dietitians are enabled through communication and recognition, strengthening collaboration and nutrition care. 3) Education makes data meaningful: training on dashboard functionality and clinical value improves data accuracy and use. 4) Optimising data and systems: Nutrition Dashboard data has potential to enable efficient, technology-supported nutrition care through improved workflows and automation. 5) Proactive nutrition care: nutrition risk surveillance through Nutrition Dashboard data offers potential for objective, proactive and targeted care and improved nutrition outcomes.<h4>Conclusion</h4>The Nutrition Dashboard's value and acceptability depend on more than technical functionality and accuracy. Relational mechanisms, meaningful training and workplace structures and supports are essential to effective implementation, especially when the technology spans professional boundaries. Genuine partnership between food service staff and dietitians, including mutual respect and communication are identified key factors contributing to acceptability of the Nutrition Dashboard. These findings offer actionable recommendations for health services implementing nutrition informatics technology, such as the Nutrition Dashboard.",Fisher E; Brown L; Duncanson K,"Armidale Rural Referral Hospital. Hunter New England Local Health District, Locked Bag 4, Armidale, NSW, 2350, Australia. erin.fisher@health.nsw.gov.au.",BMC health services research,2026-05-19,10.1186/s12913-026-14738-1,10.4,"dashboard(title,abstract); visual(kw); data(kw,abstract); informatics(kw,abstract)","Nutrition assessment; Malnutrition; Interprofessional Relations; Hospital Information Systems; Medical Informatics; Data Visualisation; Personnel, Hospital"
42176193,A Standardized Framework for Evaluating State Opioid Surveillance Dashboards: A Health Informatics Assessment. ,"State public health agencies across the U.S. depend on opioid surveillance dashboards to monitor overdose trends and guide interventions. Despite their central role in decision-making, no standardized framework exists to evaluate how well these dashboards actually function. We developed a health informatics framework to systematically assess state opioid surveillance dashboards and applied it across all 50 U.S. states. Our framework evaluates dashboards across nine domains (including temporal analysis, geographic granularity, data disaggregation, visualization features, narrative support, simplification techniques, and interactive functionality) using 28 specific sub-variables. Sub-variables were selected based on public health informatics literature on effective dashboard design, including features identified in COVID-19 dashboard evaluations and usability frameworks. We scored each feature as either present or absent, creating composite scores with a theoretical maximum of 28 points. All 50 U.S. state-level dashboards were reviewed twice by the study team, with an external consistency check on a subset of 10 dashboards. We calculated the correlation coefficient between dashboard scores and state population estimates. Dashboard scores varied widely, ranging from 12 to 22 points (mean:19.18, standard deviation:2.20). Three states (Delaware, Indiana, and New York) achieved the highest score of 22 by offering comprehensive geographic detail, extensive data breakdowns, and full interactive capabilities. Interactive filtering was present in 92% of dashboards, but only 80% enabled switching between visualization modes. While nearly all dashboards showed time trends, only 6% provided zip code-level detail, and over a third lacked race and ethnicity data. Single external reviewer demonstrated strong correlation (r = 0.84, p = 0.002). Dashboard scores were not correlated with state population size (r = 0.187, p = 0.193). State opioid surveillance dashboards varied substantially in observable capabilities. This framework provides a standardized method to compare dashboard features and identify gaps that may inform future refinement.",Aguiar C; Bolus M; Mudumbai SC,"California Northstate University College of Medicine, Elk Grove, CA, USA.",Journal of medical systems,2026-05-23,10.1007/s10916-026-02399-w,9.5,"visualization(abstract); dashboard(title,abstract); visual(abstract); data(abstract); informatics(title,abstract)",
42165984,Cinematic rendering in CT angiography: a pictorial review of clinical applications.,"With the rapid advancement of multi-detector computed tomography (MDCT) and image post-processing technologies, CT angiography (CTA) has become a cornerstone in the diagnosis of vascular diseases. Despite its widespread use, conventional volume rendering (VR) is limited in depth perception, visualization of fine tissue textures, and differentiation of complex, overlapping anatomical structures. Cinematic rendering (CR), a next-generation visualization technique, utilizes a global illumination model to achieve photorealistic 3D reconstructions. This pictorial review is structured around representative CTA cases to illustrate the principles, clinical applications, and potential future directions of cinematic rendering in vascular imaging. CRITICAL RELEVANCE STATEMENT: By reviewing the clinical applications of cinematic rendering in CT angiography, we summarize its advantages in visualizing complex vascular anatomy and explore its integration with emerging technologies, highlighting its role in optimizing preoperative planning and advancing precision medicine. KEY POINTS: Cinematic rendering employs global illumination and high dynamic range to surpass traditional volume rendering, enhancing anatomical realism for effective vascular diagnosis and lesion detection. Cinematic rendering transforms complex data into intuitive three-dimensional visualizations, reducing cognitive load for clinicians and facilitating both medical education and patient communication. Integration with artificial intelligence and mixed reality holds the potential to advance cinematic rendering from morphological displays to intelligent, interactive tools for preoperative planning.",Yang CZ; Cai HS; Ding L; Chen XF; Chen MJ; Chen LN; Yang YX; Peng ZP; Feng ST,"Department of Radiology, The First Affiliated Hospital, Sun Yat-Sen University, Guangzhou, China.",Insights into imaging,2026-05-21,10.1186/s13244-026-02310-8,9.0,"visualization(kw,abstract); visual(kw,abstract); artificial intelligence(abstract); data(abstract)",Vascular diseases; Three-dimensional Visualization; Computed Tomography Angiography; Radiographic Image Interpretation; Cinematic Rendering
42171018,Developing a Dashboard to Stimulate Independent Functioning in Older Persons in District Nursing Care.,"The desire of older adults to remain in their homes despite health challenges, as well as the aging population and rising health care costs, has prompted a shift from institutional care to home-based care. This change places district nurses at the forefront of supporting older adults' independent functioning. However, limited evidence exists on effective interventions by district nurses and using routine patient care data to enhance independence. To address this, a user-centered design approach was applied to develop and validate a dashboard providing district nurses with actionable insights to improve care quality and promote independence. The process followed a 4-phase iterative framework: user and domain analysis through focus groups and interviews, data preparation with anonymized patient data sets, dashboard prototyping, and evaluation through feedback from nurses and IT specialists. Iterative end-user involvement with district nurses, nursing assistants, researchers, and managers ensured relevance and usability. The final prototype includes functionalities for monitoring changes over time and linking problems to practical aids and intervention targets. The dashboard, tailored for district nurses, provides a tool to monitor and improve the independent functioning of older adults. Future research will evaluate the dashboard's impact on nursing interventions and its effectiveness in enhancing independent functioning.",van den Braak KPM; Veldhuizen JD; Wulfse-Huisman S; Bakker J; Ruth E PL; Buurman BM; Zondervan-Zwijnenburg M; Bleijenberg N,"Research Group Proactive Care for Older People Living at Home, Research Centre for Healthy and Sustainable Living, University of Applied Sciences Utrecht, Utrecht, The Netherlands.","Computers, informatics, nursing : CIN",2026-05-18,10.1097/cin.0000000000001508,8.4,"dashboard(kw,title,abstract); data(kw,abstract)",User-centered Design; District Nursing; Independent Functioning; Dashboard Systems; Data-driven Nursing
42160781,"Explainable AI in Cancer Imaging: Scoping Review of Methods, Modalities, and Clinical Integration.","<h4>Background</h4>Explainable artificial intelligence (xAI) is increasingly used in medical imaging to enhance transparency, clinical interpretability, and trust in artificial intelligence (AI)-assisted diagnostics, particularly in oncology. Evidence on how explainability is implemented, validated, and reported in cancer imaging remains fragmented.<h4>Objective</h4>This scoping review aimed to systematically map research applying xAI methods to radiologic cancer imaging, summarize methodological and clinical trends, and identify persistent gaps in validation and integration.<h4>Methods</h4>We conducted a structured search of PubMed and Scopus (final search executed on October 20, 2025), covering studies published from 2017 to December 2024. Eligible peer-reviewed articles using machine learning or deep learning were analyzed with a focus on xAI components. Data from 371 studies were extracted into predefined categories covering cancer type, imaging modality, AI model, xAI method, terminology, validation, code availability, and decision support system integration.<h4>Results</h4>Studies focused primarily on breast (112/371, 30.2%), lung (87/371, 23.5%), and brain (56/371, 15.1%) cancers, with prostate, thyroid, and liver cancers also represented. The primary imaging modalities were computed tomography (139/371, 37.5%) and magnetic resonance imaging (104/371, 28%). Deep learning was used in 70.1% (260/371) of studies, classical machine learning in 18.1% (67/371), hybrid pipeline methods for 10% (37/371), and emerging concept-, prototype-, or causal-based approaches accounted for 1.9% (7/371) of studies. Post hoc xAI methods were dominant (305/371, 82.2%), with visualization (163/371, 53.4%), and feature relevance (111/371, 36.4%) as the most common subcategories. Hybrid post hoc or inherent approaches comprised 12.1% (45/371) and intrinsically interpretable methods 5.7% (21/371). Data sources were mostly public (149/371, 40.2%) or mixed (100/371, 26.9%); 22.9% (85/371) used private institutional datasets, and 7.8% (29/371) did not report data sources. Among validated studies, expert or user-based validation was most common (104/193, 53.9%), followed by mixed methods (74/193, 38.3%), while quantitative metrics (10/193, 5.2%) and clinical knowledge-based (8/193, 4.1%) validation remained rare. Only 17.5% (65/371) of studies provided code and 12.1% (45/371) reported decision support system integration, with few achieving actual clinical deployment.<h4>Conclusions</h4>This scoping review maps xAI implementation across multiple cancer imaging modalities, revealing methodological inconsistency and insufficient validation. Most research emphasizes visualization over quantitative interpretability, and few models are reproducible or clinically implemented. These findings provide an evidence base for researchers, clinicians, and regulators to prioritize standardization of xAI reporting, quantitative validation, and user-centered frameworks to advance trustworthy AI in oncology imaging.",Fotopoulos D; Ladakis I; Filos D; Moreno-Sánchez PA; van Gils M; Chouvarda I,"Laboratory of Computing, Medical Informatics and Biomedical - Imaging Technologies, School of Medicine, Aristotle University of Thessaloniki, AUTh Campus, Thessaloniki, 54124, Greece, 30 2310999272.",Journal of medical Internet research,2026-05-20,10.2196/80645,7.0,"visualization(abstract); visual(abstract); artificial intelligence(abstract); machine learning(kw,abstract); data(abstract)",Medical imaging; Machine Learning; Trustworthiness; Cancer Imaging; Explainable Ai
42175984,Photon-Counting Computed Tomography for In-Stent Occlusion: Lumen Visualization and Myocardial Viability. ,"Conventional computed tomography evaluation of coronary stents is frequently limited by metal blooming artifacts. Ultra-high-resolution photon-counting detector computed tomography (PCCT) improves visualization of the internal vessel lumen and allows myocardial tissue characterization within a single noninvasive acquisition. A 58-year-old man with prior right coronary artery stenting presented with crescendo chest pain despite optimal therapy. Ultra-high-resolution PCCT demonstrated chronic total in-stent occlusion and robust left anterior descending artery-to-right coronary artery collaterals. Spectral iodine mapping identified a nonviable transmural scar, supporting conservative management and avoiding unnecessary high-risk revascularization. Recent studies report high concordance between PCCT and magnetic resonance imaging for late enhancement. This case interests readers by demonstrating PCCT's ""one-stop-shop"" capability to surpass traditional imaging barriers, providing the detailed evidence necessary to optimize high-stakes clinical decisions. PCCT may improve diagnostic workflows and enhance precision for the management of complex coronary artery disease.",Nguyen KV; Nguyen VT; Nguyen NT; Hoang Thi VH; Phung BN; Le Thi TL; Tran TQ; Tran TL; Nguyen TH; Vu DL,"Institute of Diagnostic and Interventional Radiology, Bach Mai Hospital, Hanoi, Vietnam.",JACC. Case reports,2026-05-23,10.1016/j.jaccas.2026.108566,6.5,"visualization(title,abstract); visual(title,abstract)",
42169540,Evolutionary landscape and collaborative networks of global theranostic research in nuclear medicine: a visual bibliometric analysis.,"<h4>Background</h4>Theranostics, integrating diagnostic imaging with targeted radionuclide therapy, has become central to nuclear medicine, but its global research landscape and collaboration patterns remain incompletely mapped.<h4>Objective</h4>To characterize publication dynamics, cooperative networks, and emerging topics in theranostic research from 2006 to 2024.<h4>Methods</h4>Articles and reviews indexed in the Web of Science Core Collection were retrieved for bibliometric analysis. Excel, CiteSpace, VOSviewer, Scimago Graphica, ArcGIS, and the R package bibliometrix were used for quantitative analysis and visualization.<h4>Results</h4>A total of 1801 articles and reviews were included, with a compound annual growth rate of 18.7%. The USA, Germany, and China were the leading producer countries, and the USA-Germany collaboration showed the strongest bilateral link strength. The Helmholtz Association, Memorial Sloan Kettering Cancer Center, and the University of California System were the most productive institutions, while Herrmann K., Wester H.J., and Werner R.A. led individual output. Keyword co-occurrence analysis identified five major themes: prostate-specific membrane antigen (PSMA)-targeted imaging and therapy, somatostatin receptor-based peptide therapy, neuroendocrine tumors, alpha-particle therapy, and fibroblast activation protein-targeted probes. Burst detection showed that fibroblast activation protein, actinium-225, and 177Lu-PSMA-617 have emerged as recent research hotspots.<h4>Conclusion</h4>Theranostic research in nuclear medicine has expanded rapidly over the past two decades, with a trans-Atlantic and Asia-Pacific collaborative pattern. Current frontiers are shifting from beta-emitters toward alpha-emitters and tumor-microenvironment-targeted probes. Greater intercontinental cooperation and continued focus on novel radionuclides and under-explored targets may support future innovation and clinical translation.",Jia YN; Wu Q; Liu PH,"Department of Nuclear Medicine, Xuzhou Central Hospital, Xuzhou, Jiangsu.",Nuclear medicine communications,2026-05-22,10.1097/mnm.0000000000002183,6.1,"visualization(abstract); visual(kw,title,abstract)",bibliometrics; Nuclear Medicine; Theranostics; Visual Analysis; Targeted Radionuclide Therapy
42161700,"Navigating the promise and pitfalls of dashboards in health policy decision making: experiences from Ghana, India, and South Africa.","Dashboards and other interactive web-based data visualisation tools are increasingly being developed to inform health policy at global, national, and subnational levels. Dashboards aim to make policy-relevant data accessible to support decision making, priority setting, policy development, implementation, and monitoring and evaluation for those responsible for these functions. However, evidence on how well dashboards fulfil these functions is scarce. In this Viewpoint, we explore the development of dashboards on topics related to children's health and experiences of actors using dashboards in Ghana, India, and South Africa. Although some dashboards are useful for strategic and operational planning, public information, and accountability, many are not well suited for their designated purpose or not integrated into existing processes. Data unavailability, infrequent updates, and poor interoperability within data ecosystems often constrain the potential of dashboards. Governance frameworks limit incentives to improve data quality by restricting data to monitoring roles or failing to promote the active use of data. Although dashboard creation can uncover data-related problems and facilitate collaboration among actors to solve these problems, the development process is more time and resource intensive than many actors anticipate. We highlight the aspects of design, functionality, and context that influence the usefulness of dashboards, discuss practical challenges and opportunities, and offer recommendations to guide the development and implementation of data-driven tools for health policy initiatives.",Sukumaran L; Sakyi KS; Khandelwal V; Kinney M; Agbavitoh J; Akofio Sowah L; Bhan G; Doherty T; George A; Ravindranath D; Tomlinson M; Verghese N; Costello A; Ahmed T; Diaz T; Dalglish SL,"Institute for Global Health, University College London, London, UK.",The Lancet. Digital health,2026-05-20,10.1016/j.landig.2026.100984,5.4,"dashboard(title,abstract); visual(abstract); data(abstract)",
42168029,"Development and Clinical Implementation of Voice-, Probe-, Neck Movement-Synchronized Functional Laryngeal Ultrasonography.","<h4>Objective</h4>To introduce a novel system called voice-, probe-, neck movement-synchronized functional laryngeal ultrasonography (VPN-FLUS) that integrates ultrasound images with patient and examiner voice recordings, real-time probe manipulation videos, and visual inspection of the neck, thus overcoming the limitations of conventional laryngeal ultrasonography that suffers from low reproducibility.<h4>Methods</h4>Examinations were performed using the Canon Aplio i700 ultrasound system with linear probes (4.5-13 MHz or 2.8-9 MHz). Audio was recorded using a nondirectional electret condenser microphone (100-10,000 Hz). The microphone signal and ultrasound images were simultaneously captured on a laptop via Open Broadcaster Software Studio, with an additional recording that documented the session with the patient on a mobile phone. All video and audio data were synchronized post-examination using Shotcut. Between March 2025 and February 2026, 53VPN-FLUS examinations were performed, including 12 healthy volunteers and 38 outpatients with voice disorders.<h4>Results</h4>VPN-FLUS enabled continuous and dynamic visualization of the larynx, facilitating precise identification of the intrinsic laryngeal muscles and their spatial interrelationships. Visualization of each intrinsic laryngeal muscle's attachment sites to the arytenoid cartilage (AC) made it possible to depict the rotating, rocking, gliding/sliding, and reverse rocking movements of the ACs as well as assess various natural phonatory conditions, including pitch variations, and differentiation between respiratory and phonatory states. Aside from cervical dynamics, the system also enabled observation of overall laryngeal movement.<h4>Conclusion</h4>VPN-FLUS technology overcomes several limitations of conventional laryngeal ultrasonography and provides comprehensive and reproducible imaging of the larynx. This technique enables more detailed anatomical understanding, allows multidimensional assessment of the larynx in its physiological state, and provides reproducible imaging of the larynx. Further clinical validation with more cases is required to establish its clinical utility.",Kunieda C; Mori T; Kato H; Morimoto T; Noro Y; Nin F,"Department of Otolaryngology, Hashima City Hospital, Hashima, Gifu, Japan. Electronic address: t_kunieda2813@hashima-hp.net.",Journal of voice : official journal of the Voice Foundation,2026-05-22,10.1016/j.jvoice.2026.04.020,5.0,"visualization(abstract); visual(kw,abstract); data(abstract)",Ultrasonography; Arytenoid Cartilage; Reverse Rocking; Vpn-flus; Visual Inspection Of Theneck
