pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42474849,Global research trends and clinical theme evolution in robot-assisted nephrectomy with venous tumor thrombectomy for renal cell carcinoma: a bibliometric and visualization analysis.,"Robot-assisted nephrectomy with renal vein or inferior vena cava (IVC) tumor thrombectomy is a technically demanding procedure used in selected patients with renal cell carcinoma (RCC) and venous tumor thrombus. The research map of this field has not been clearly described, and recent technical, comparative, and systemic-therapy developments make an updated focused analysis timely. We searched the Science Citation Index Expanded of the Web of Science Core Collection from database inception to 4 May 2026. English articles and reviews about robot-assisted nephrectomy or radical nephrectomy with renal vein or IVC tumor thrombectomy for RCC were included. Titles, abstracts, keywords, authors, affiliations, journals, citations, and cited references were extracted. Python 3.11 was used for descriptive analysis, keyword analysis, co-citation analysis, visualization, and clinical theme coding. We included 51 SCIE publications from 2011 to 2026, including 40 articles and 11 reviews. The papers received 1229 citations, with a mean of 24.10 citations per paper and a median of 12. Annual publications peaked in 2020 with 7 papers. The United States published 24 papers, China published 21, and Italy published 8 when all author affiliations were counted. The Chinese People's Liberation Army General Hospital published 14 papers, and the University of Southern California published 7. Ma X, Zhang X, and Wang BJ were the most productive authors. European Urology, Journal of Urology, and Journal of Endourology were the leading journals. After term cleaning, the most frequent keywords were renal cell carcinoma, tumor thrombus, robotic surgery, experience, inferior vena cava, and thrombectomy. This field has moved from early technical exploration to early evidence building. Future work should use multicenter prospective designs and should study high-level IVC thrombus, long-term oncologic outcomes, perioperative safety after neoadjuvant therapy, robotic training, and multidisciplinary care pathways.",Kang L; Shao J; Wang F; Gong M; Ma Z; Zhan T; Zheng Y; Wang C; Yang S; Shang P,"Department of Urology, Lanzhou University Second Hospital, Lanzhou, 730030, Gansu, China.",Journal of robotic surgery,2026-07-20,10.1007/s11701-026-03588-y,12.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(abstract)",Renal cell carcinoma; bibliometrics; Radical Nephrectomy; Robot-assisted Nephrectomy; Visualization Analysis; Venous Tumor Thrombus; Inferior Vena Cava Thrombectomy
42480095,A Network Visualization Query System for Multidrug Compatibility Based on a WeChat Mini Program: Preliminary Usability and Efficiency Evaluation.,"<h4>Background</h4>Intravenous drug incompatibility is a significant medication safety hazard, particularly in complex multidrug regimens. Traditional text-based, pairwise query methods are inefficient and impose a substantial cognitive load on clinicians. While network visualization has the potential to address these challenges, its application in drug compatibility queries remains underexplored.<h4>Objective</h4>This study aimed to design, develop, and evaluate a novel drug compatibility query system based on a WeChat Mini Program. The system integrates diverse data sources and uses network visualization to present complex compatibility relationships. We sought to empirically assess its impact on efficiency and user experience.<h4>Methods</h4>A preliminary crossover usability and efficiency evaluation was conducted. Phase 1 involved the construction of a drug compatibility knowledge base from authoritative handbooks and drug labels, and the development of the query system. Phase 2 comprised a system evaluation with 36 pharmacists, 6 physicians, and 5 nurses. The evaluation included a scenario-based task completion time analysis comparing the system (Mode A) with traditional print-based resources (Mode B), a quality assessment using the Mobile Application Rating Scale (MARS), and structured posttask user feedback to gather insights on user experience.<h4>Results</h4>The query system demonstrated a substantial reduction in task completion time, with median time savings of 2.85 (IQR 1.98-4.15) minutes, 5.45 (IQR 3.95-7.20) minutes, and 31.2 (IQR 27.5-35.1) minutes, respectively, in 3 scenarios with different complexity. The system received a high mean overall quality score of 3.88 (SD 0.35) on the MARS. The functionality dimension scored the highest (mean 4.21, SD 0.51), while engagement scored the lowest (mean 3.21, SD 0.62). Posttask structured feedback revealed five major areas of user feedback: (1) baseline experience and first impressions, (2) user experience with network visualization, (3) perceived efficiency and cognitive load, (4) trust and information quality, and (5) future application considerations. Users praised the system's efficiency and intuitive design but expressed a strong need for transparent data sources and management advice to build trust.<h4>Conclusions</h4>A query system based on network visualization demonstrates potential to support the efficiency of multidrug compatibility queries within this preliminary evaluation. It may mitigate cognitive load and offer an at-a-glance understanding of complex drug relationships. However, formal clinical accuracy validation remains a mandatory precondition before bedside clinical deployment is considered.",Yang J; Huang X; Wu S; Zhang Y; Zhuang X; Dong Y; Li B; Hong Z,"Department of Pharmacy, Women and Children's Hospital, School of Medicine, Xiamen University, No.10, Zhenhai Road, Siming District, Xiamen, Xiamen, China, 86 13225928281.",JMIR formative research,2026-07-21,10.2196/86583,12.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(abstract)",Drug interactions; Drug safety; Medication Safety; Drug Compatibility; Network Visualization; User Experience; Wechat
42493773,Roles of gas molecules and related factors in knee cartilage injury and repair: a bibliometric visualization analysis of research hotspots.,"JOURNAL/mgres/04.03/01612956-202612000-00012/figure1/v/2026-07-23T200825Z/r/image-tiff After knee cartilage injury, the self-repair capability is limited, making it prone to progression into osteoarthritis. Recently, gas signaling molecules such as nitric oxide and oxygen, along with reactive oxygen species and other factors associated with oxygen metabolism, have increasingly demonstrated critical roles in the field of knee cartilage injury and repair. However, there are few reports on the evolving research hotspots in this field. Based on the Web of Science Core Collection database, this study conducted a bibliometric and visualization analysis of 245 publications related to the roles of gas molecules and other factors associated with knee cartilage injury and repair. The results reveal a clear evolutionary trend in the research hotspots of this field, characterized by a transition from basic mechanism exploration to translational application transformation. (1) Basic mechanism exploration stage: The keyword co-occurrence network identified a tightly-knit cluster comprising core nodes such as ""nitric oxide,"" ""chondrocytes,"" ""apoptosis,"" ""reactive oxygen species,"" ""oxidative stress,"" and ""hypoxia."" Co-citation analysis revealed that classic studies had demonstrated that nitric oxide mediates chondrocyte injury and matrix degradation through the inducible nitric oxide synthase-nitric oxide-apoptosis signaling pathway. Subsequent research further clarified the dual regulatory roles of oxygen and reactive oxygen species, confirming the significance of the hypoxia-inducible factor pathway in cartilage metabolism. Burst detection revealed that core literature from this period, such as studies on inducible nitric oxide synthase inhibition and hypoxic culture, maintained a high citation rate for 5-8 years, thereby forming a long-term, stable knowledge foundation in the field. (2) Translational application transformation stage: Emerging translational and biomaterial-related nodes, including ""graphene oxide,"" ""cartilage tissue engineering,"" and ""nanomedicine,"" together with gas-based interventions such as ""ozone therapy,"" have surged and formed strong interdisciplinary connections with ""osteoarthritis"" and ""cartilage repair."" This shift illustrates a change in perspective from ""injury mechanisms"" to ""repair interventions."" Co-citation analysis confirmed that the most significant recent literature focuses on the relationship between reactive oxygen species, cartilage aging, and osteoarthritis, as well as on nanoscale drug delivery systems for directly clearing nitric oxide and reactive oxygen species. Burst detection revealed that ""synergistic intervention of materials and gases"" has emerged as the most active frontier hotspot. These findings suggest that gas signaling molecules and oxygen metabolism-related factors are core mediators regulating knee cartilage injury and repair. Research hotspots have shifted from exploring the inducible nitric oxide synthase-nitric oxide-apoptosis signaling pathway and oxidative stress in cartilage injury to translational applications in nanomedicine and biomaterials for cartilage repair. Future research may benefit from elucidating the mechanisms underlying multi-factor interactive networks and promoting the clinical translation of gas-targeted regulatory strategies.",Liu D; Liu Y; Wang X; Dong X; Zhang L; Ji G; Liu G,"Department of Orthopedics, The First Hospital of Hebei Medical University, Shijiazhuang, Hebei Province, China.",Medical gas research,2026-07-23,10.4103/mgr.medgasres-d-26-00163,12.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(abstract)",Apoptosis; Nitric oxide; Oxygen; Reactive oxygen species; Chondrocytes; Oxidative stress; Knee joint; repair; bibliometrics; Medical Gases; Cartilage Injury; Visualization Analysis; Gas Molecules
42477657,Beyond visual inspection: can a multimodal machine learning model improve the preoperative differentiation of endometrial polyps from non-polypoid endometrial lesions?,"<h4>Objective</h4>To develop a multimodal machine learning model that integrates clinical data and ultrasound features to improve the non‑invasive preoperative differentiation between endometrial polyps (EMPs) and non‑polypoid endometrial lesions (including polypoid hyperplasia and normal endometrial tissue).<h4>Methods</h4>This single‑center retrospective cohort study included 913 patients with a preoperative diagnosis of endometrial polyp confirmed by postoperative pathology. Based on pathological findings, patients were categorized into a typical polyp group (n = 601) and a non‑polyp group (n = 312, consisting mainly of polypoid hyperplasia). Clinical baseline characteristics, transvaginal ultrasound (TVUS) features, and hysteroscopic observations were collected. Independent predictors were identified through multivariate analysis. Multiple prediction models-including logistic regression, decision tree, random forest, and gradient boosting decision tree (GBDT)-were constructed and evaluated using a 70:30 split into training and test sets.<h4>Results</h4>No significant differences were observed between the two groups in baseline characteristics. Typical EMPs more frequently presented as focal masses on ultrasound (82.4% vs. 75.3%) and exhibited detectable intralesional blood flow (51.6% vs. 38.8%). Multivariate analysis identified endometrial thickness on ultrasound, the presence of ultrasound‑detected blood flow, and hysteroscopic visualization of vegetations as independent predictors. Among the tested models, the GBDT demonstrated the best discriminative performance, with an area under the receiver operating characteristic curve (AUC) of 0.727, outperforming the traditional logistic regression model (AUC = 0.599).<h4>Conclusion</h4>Multimodal machine learning models, particularly GBDT, offer a potentially useful auxiliary tool for distinguishing EMPs from polypoid hyperplasia. However, their current diagnostic performance remains insufficient to support standalone clinical decision‑making. These findings highlight the limitations of existing non‑invasive methods and reinforce the necessity of histopathological confirmation. Future efforts should focus on incorporating more objective quantitative radiomic features to advance preoperative risk stratification.",Ma D; Ye Z; Wang C; Lin H; Yu H; Yao Y,"Department of Gynecology, Wenzhou Medical University, Ningbo No.2 Hospital, Ningbo, 315000, China.",BMC women's health,2026-07-20,10.1186/s12905-026-04696-5,9.2,"visualization(abstract); visual(title,abstract); machine learning(kw,title,abstract); data(abstract)",Endometrial Polyps; Polypoid Hyperplasia; Multimodal Machine Learning
42485958,Domain-specific functional outcome prediction in stroke rehabilitation: A multicenter artificial intelligence study.,"<h4>Background</h4>Stroke is a leading cause of long-term disability worldwide, yet existing clinical decision support tools rely on global disability metrics, such as the modified Rankin Scale, which do not adequately reflect patient-centered rehabilitation or recovery goals.<h4>Objective</h4>We aimed to develop, validate, and implement artificial intelligence (AI)-based clinical support models for predicting domain-specific functional outcomes after stroke across multiple rehabilitation institutions and timepoints.<h4>Methods</h4>We utilized prospective and retrospective multicenter data collected from patients with stroke across four rehabilitation institutions in South Korea (2017-2024). Prognostic models were developed for three functional domains-ambulation, cognitive function, and activities of daily living-under two temporal scenarios: acute-to-subacute and acute-to-early-chronic prediction. Alignment-based regularization was applied to improve cross-institutional generalizability.<h4>Results</h4>The proposed framework achieved strong predictive performance in internal validation (AUROC up to 0.897 for ambulation and 0.864 for cognition) and favorable external validation performance, with AUROCs up to 0.924 (ADLs) and 0.892 (cognition), despite institution-specific differences in cohort size and variable availability across centers. The implemented web-based clinical decision support system provides real-time prediction of individualized recovery trajectory with intuitive visualization designed to support clinician-patient communication.<h4>Conclusions</h4>Our findings demonstrate the predictive feasibility of AI-based modeling for domain-specific stroke prognosis and present a prototype implementation illustrating the potential clinical applicability of the proposed framework across heterogeneous institutional settings. The use of routinely collected clinical variables and the preliminary cross-institutional validation results support further investigation of real-world rehabilitation practices, pending prospective clinical evaluation.",Kim DY; Shin S; Moon J; Kim Y; Kim H; Jeon H; Kim DH; Kim EJ; Jeong Ko E; Kim M; Cho BH,"Medical AI Research Center, CHA Bundang Medical Center, CHA University School of Medicine, Seongnam, South Korea.",International journal of medical informatics,2026-07-22,10.1016/j.ijmedinf.2026.106607,8.6,"visualization(abstract); visual(abstract); artificial intelligence(kw,title,abstract); clinical decision support(abstract); data(abstract)",Stroke; Functional Rehabilitation; Predictive Performance; Artificial Intelligence Models; Domain-specific Outcomes
42476832,Multiparametric MRI Radiomics-Based Interpretable Machine Learning Model for the Prediction of Lymphovascular Space Invasion in Endometrial Cancer.,"<h4>Rationale and objectives</h4>To develop and validate a machine learning model combining multiparametric Magnetic Resonance Imaging (MRI) radiomics and clinical indicators for predicting lymphovascular space invasion (LVSI) in endometrial cancer (EC).<h4>Materials and methods</h4>This retrospective study enrolled EC patients who underwent preoperative MRI at two centers. Of 567 initially screened patients, 408 were included per inclusion/exclusion criteria, divided into training and validation sets by hospital. Clinical risk factors and intratumoral/peritumoral radiomic features were identified. Six machine learning algorithms were used to build models; the one with the highest validation Area Under the Curve (AUC) was optimal. Five additional models were developed, and performance was evaluated via AUC, calibration curves, and decision curve analysis (DCA).<h4>Results</h4>Logistic regression identified CA125 and tumor diameter as independent LVSI risk factors. Six machine learning models were built with CA125, tumor diameter, Rad_Score1 and Rad_Score2; the NeuralNetwork performed best (validation AUC=0.803). The combined clinical-intratumoral-peritumoral radiomics model achieved the highest AUC(training AUC = 0.863, validation AUC = 0.803), with good calibration (Hosmer-Lemeshow test, P > 0.05) and favorable net clinical benefit (threshold 0.1-0.7). SHapley Additive exPlanations (SHAP) analysis enhanced model interpretability.<h4>Conclusion</h4>This study systematically compared the predictive performance of six machine learning models for LVSI in EC, identifying the NeuralNetwork model as the most optimal. The combined clinical-intratumoral-peritumoral radiomics model, alongside its SHAP visualization tool, enhanced the accuracy (ACC) of non-invasive preoperative LVSI prediction, demonstrating certain potential for clinical application.",Meng W; Dou H; Yin J; Ma W; Wang X; Liu J; Shi F,"School of Public Health, Shandong Second Medical University, Weifang, China (W.M., F.S.).",Academic radiology,2026-07-20,10.1016/j.acra.2026.06.067,7.1,"visualization(abstract); visual(abstract); machine learning(kw,title,abstract)",Magnetic Resonance Imaging; Endometrial Cancer; Machine Learning; Lymphovascular Space Invasion; Radiomics
42489548,Mapping the knowledge landscape and research trends of artificial intelligence in breast cancer diagnosis and treatment: A bibliometric analysis.,"BackgroundArtificial intelligence (AI) has generated rapidly growing research in breast cancer diagnosis and treatment, yet its intellectual structure, collaboration patterns, and thematic evolution remain unmapped.ObjectiveTo analyze the global research landscape of AI in breast cancer from 2001 to 2025, identifying publication trends, contributors, collaboration networks, thematic clusters, and translational gaps.MethodsA bibliometric analysis of 7673 Web of Science articles. VOSviewer was used for co-authorship networks and keyword co-occurrence with overlay visualization; CiteSpace for burst detection.ResultsThe field grew exponentially (29.20% annual growth), with 88.41% of publications from 2020-2025. China (31.63%) and the United States (21.10%) dominated output, but co-authorship networks revealed limited international collaboration for China (22.4% non-Chinese co-authors) and structural exclusion of low- and middle-income countries. Seven keyword clusters showed persistent separation between technology-centric and clinically oriented terms. Temporal overlay revealed a shift from computer-aided detection (pre-2015) to deep learning (2015-2022) and explainable AI, federated learning, and vision transformers (2022-2025). Burst detection confirmed ""feature selection"" (strength=19.53) and ""computer aided detection"" (strength=20.24) as historical hotspots; limited recent bursts indicate emerging frontiers are still accumulating citation impact.ConclusionsAI research in breast cancer has expanded rapidly with evolving themes, yet a translational gap persists between innovation and clinical integration. Future efforts should prioritize prospective validation, international collaboration with underrepresented regions, and standardized frameworks for integrating explainable and privacy-preserving AI into workflows.",Wang C; Hong K; Ying Y; Xu Y; Yao C,"Department of Breast Surgery, Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing 210029, China.",Technology and health care : official journal of the European Society for Engineering and Medicine,2026-07-23,10.1177/09287329261466487,7.1,"visualization(abstract); visual(abstract); artificial intelligence(kw,title,abstract)",Breast cancer; Diagnosis and treatment; Artificial Intelligence (Ai)
42474613,Global research trends in sexual function outcomes after robot-assisted radical prostatectomy: a bibliometric and visualization study.,"Robot-assisted surgery has been widely adopted in urology, particularly as the mainstream approach for radical prostatectomy. Despite the advantages of robotic systems in surgical precision and complication control, postoperative sexual dysfunction-mainly erectile dysfunction-remains a core issue affecting patients' quality of life. Currently, a systematic visualization analysis of research trends and the intellectual structure of this topic is lacking. Therefore, this study uses bibliometric methods based on the Web of Science Core Collection to delineate the global research landscape, evolving hotspots, and emerging frontiers in the association between robot-assisted radical prostatectomy and sexual function outcomes, aiming to provide references for clinical practice and future research. We retrieved literature from the Web of Science Core Collection on the association between robot-assisted radical prostatectomy and postoperative sexual function outcomes, covering the period from 2007 to 2025. Subsequently, a series of bibliometric and visualization analyses were performed using CiteSpace (version 6.4.R1), VOSviewer (version 1.6.20), and the Bibliometrix R package (version 5.0). CiteSpace was primarily employed for country collaboration network analysis; VOSviewer was mainly used to construct keyword co-occurrence networks and journal co-citation networks; and the Bibliometrix R package was applied to generate global country collaboration world maps and to conduct annual publication output analyses. A total of 218 eligible publications were included in this bibliometric analysis, involving 1,320 authors, 414 institutions, and 39 countries, published across 73 journals and citing 3,941 references. Annual publication output fluctuated over the study period (2007-2025) but displayed a consistent upward trajectory, peaking in 2024. The United States led all countries in both publication volume (77 papers) and total citations (3,399), followed by Italy, Japan, and South Korea, while Australia achieved the highest average citations per paper. The United States also served as the central hub in the international collaboration network, with Europe and North America remaining the core research regions and Asian countries showing steadily growing contributions. Regarding institutional contributions, the most productive institutions were primarily concentrated in the United States, followed by Europe and Asia. European Urology emerged as the most influential journal in terms of total citations and average citations per article, and occupied a central position within the co-citation network. Menon, Mani, and Montorsi, Francesco were the most prolific authors, while Honda, Masashi achieved the highest average citations per article. Keyword co-occurrence analysis revealed three major research clusters: foundational surgical techniques, postoperative urinary and sexual function outcomes with comparative studies, and nerve-sparing techniques with quality of life assessments. Erectile dysfunction and urinary incontinence emerged as the most prominent outcome-specific terms, confirming their dominant positions as the primary functional outcomes of concern, while penile rehabilitation and urinary continence also appeared with lower frequencies. Co-citation analysis identified the systematic reviews by Ficarra V et al. (2012) as the most highly cited references, and the co-citation network was categorized into three major research lineages: oncologic outcomes, functional health-related quality of life, and surgical safety with comprehensive outcome assessment. This study presents the first bibliometric and visualization analysis of the literature on sexual function outcomes after robot-assisted radical prostatectomy (RARP) using the Web of Science Core Collection (2007-2025). The findings reveal a steady increase in annual publication output, with a peak observed in 2024, indicating growing global research attention to this topic. The United States emerged as the dominant contributor in terms of both publication volume and citation impact, followed by Italy and other European and Asian countries. European Urology was identified as the most influential journal, while the systematic reviews by Ficarra V et al. (2012) constituted the intellectual cornerstone of the co-citation network. Keyword analysis demonstrated that research hotspots have progressively shifted from early descriptions of surgical complications toward robotic technique optimization, nerve-sparing, functional recovery, and quality of life assessment. Notably, erectile dysfunction and urinary incontinence were the most prominent outcome-specific terms, reflecting their clinical significance as primary concerns after RARP. Despite the leadership of a small group of high-impact authors and institutions, international collaborative research remains insufficient, particularly across regions.Key limitations include database and language restrictions, citation and synonym biases, author/institution disambiguation challenges, and the inherent inability of bibliometric methods to assess clinical evidence quality. Future research should prioritize multicenter prospective studies, standardized patient-reported outcome measures, and strengthened cross-regional and interdisciplinary collaboration to advance individualized functional preservation strategies.",Huang W; Zhang Z; Shao Z; Zhu C,"Clinical Medical College of Shandong Second Medical University, Weifang, 261053, Shandong, China.",Journal of robotic surgery,2026-07-20,10.1007/s11701-026-03672-3,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",Vosviewer; Bibliometric Analysis; Robot-assisted Radical Prostatectomy; Citespace; Bibliometrix; Sexual Function Outcomes
42492364,Integrative single-cell and machine learning analysis identifies a tumor doubling time-related prognostic signature and therapeutic targets in head and neck squamous cell carcinoma.,"<h4>Background</h4>Head and neck squamous cell carcinoma (HNSCC) exhibits marked molecular heterogeneity and diverse clinical outcomes, partly influenced by HPV status and the tumor immune microenvironment. Although tumor doubling time (TDT) reflects tumor growth kinetics and has prognostic relevance, its molecular basis in HNSCC remains unclear.<h4>Methods</h4>Single-cell RNA-seq data from GSE164690 were integrated with bulk transcriptomic datasets from TCGA-HNSC, GSE41613, GSE65858, and ICGC. We identified 21 tumor doubling time-related genes (TDTRGs), evaluated their cell type-specific enrichment using UCell, and defined molecular subtypes by consensus clustering. Immune infiltration was assessed by ssGSEA and CIBERSORT. A prognostic model was developed using 117 machine-learning algorithm combinations in the Mime1 package and further evaluated by single-cell visualization, cell cycle scoring, pseudotime analysis, drug sensitivity prediction, and molecular docking.<h4>Results</h4>A single-cell atlas comprising 17 cell populations was constructed. TDTRGs were mainly enriched in cycling T cells and epithelial cells and showed HPV-related expression differences. Two molecular subtypes were identified; C2 was associated with poorer progression-free interval (P = 0.001) and enrichment of MET and integrin signaling. A seven-gene signature-CCBE1, MAD2L1, ECT2, BIRC5, ITGA6, ESM1, and NUF2-showed robust prognostic performance across independent cohorts and outperformed 73 published signatures. Single-cell and pseudotime analyses confirmed cell type-specific and dynamic regulation. Venetoclax was predicted as a potential therapeutic candidate, with docking energies below -9 kcal·mol⁻¹.<h4>Conclusion</h4>This study defines TDTRG-related heterogeneity in HNSCC and establishes a robust seven-gene prognostic signature, providing potential biomarkers and therapeutic insights for personalized management.",Zhang M; Zhao Z; Zhu Q; Liang S; Sun L; Wei H; Liu S; Zhao M; Li L; Wang L,"Department of Otolaryngology Head and Neck Surgery, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, 450052, China.",Translational oncology,2026-07-23,10.1016/j.tranon.2026.102927,6.6,"visualization(abstract); visual(abstract); machine learning(kw,title); data(abstract)",Machine Learning; Therapeutic Targets; Single-cell; Hnscc; Tumor Doubling Time
42478631,Determinants of ultrasound visualization quality in hepatocellular carcinoma surveillance: implications for clinical practice.,"<h4>Background</h4>Semiannual ultrasound is the recommended technique for hepatocellular carcinoma surveillance in patients with chronic liver disease. The aim of this study was to analyze the factors associated with ultrasound quality in routine clinical practice.<h4>Methods</h4>A prospective cross-sectional study was conducted in patients enrolled in a surveillance program. Demographic variables, etiology, body mass index (BMI), and waist circumference were collected. Technical limitations were recorded, and ultrasound assessment of abdominal fat distribution was performed. Quality was classified according to US LI-RADS.<h4>Results</h4>240 patients were included (70.4% male; mean age 65 years). Mean BMI was 28.9 kg/m² (SD 4.9). Obesity was present in 23.4% and abnormal waist circumference in 56.3%. The main etiologies were alcohol-related liver disease (42.1%) and metabolic dysfunction-associated steatotic liver disease (19.6%). Ultrasound quality was classified as VIS A in 42.9%, VIS B in 48.3%, and VIS C in 8.8%. Meteorism was the most frequent limiting factor (51.7%). Higher BMI and waist circumference were associated with progressively poorer visualization (p<0.001). Preperitoneal visceral fat thickness differed significantly across VIS categories (p<0.001), whereas subcutaneous fat thickness did not show significant overall differences (p=0.052). In multivariable analysis, waist circumference was the only independent predictor of impaired visualization (OR 1.074 per 1-cm increase, 95% CI 1.047-1.103; p < 0.001).<h4>Conclusions</h4>More than half of ultrasound examinations showed moderate or severe visualization limitations, mainly associated with measures of central adiposity. Incorporating simple anthropometric measures, particularly waist circumference, may help identify patients at risk of suboptimal visualization and support a more individualized surveillance strategy.",Broco Fernández C; Borrego Rivas S; Blázquez Ávila V; Quiñones Castro R; Díez Ruiz S; Alcoba Vega L; Rodríguez Martín L; Andrés Pascual L; Suárez Álvarez P; Díez Rodríguez R,"Gastrenterology, Complejo Asistencial Universitario de León, España.",Revista espanola de enfermedades digestivas,2026-07-21,10.17235/reed.2026.12004/2026,6.5,"visualization(title,abstract); visual(title,abstract)",
