pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42680983,"Digital stent enhancement for coronary stent optimization during PCI: evidence, applications, and future directions.","Stent underexpansion remains a major contributor to restenosis and stent thrombosis following percutaneous coronary intervention (PCI), yet intravascular imaging is not used routinely in many settings. Digital stent enhancement (DSE) offers an angiography-based approach to improve visualization of metallic stents through real-time image processing, enabling rapid assessment of stent expansion and deployment abnormalities. In this review, we describe the underlying principles and commercially available DSE systems, summarize diagnostic performance data with emphasis on detection of stent underexpansion, and highlight where DSE may complement IVUS and OCT. Finally, we review emerging innovations, including three-dimensional stent reconstruction, and propose future research priorities to define clinical impact.",Corradetti S; Collet C; Stalikas N; Kechichian A; Buytaert D; Arai T; Hada M; Munhoz D; Barbato E; Sonck J; Wilgenhof A,"Cardiovascular Center Aalst, AZORG, Aalst, Belgium. corradettisara@gmail.com.",Cardiovascular intervention and therapeutics,2026-09-01,10.1007/s12928-026-01340-9,8.0,"visualization(kw,abstract); visual(kw,abstract); data(abstract)",Percutaneous coronary intervention; Stent Underexpansion; Stent Visualization; Digital Stent Enhancement; Enhanced Stent Imaging
42696309,A Novel Tool to Create Digital Twin Temporal Bone Models for Virtual and 3D-Printing: Proof-of-Concept and Evaluation.,"<h4>Objective</h4>To develop a haptic software tool for creating digital twin models for virtual or physical interaction based on cone beam (CB) computed tomography (CT) temporal bone imaging and to evaluate the quality of resulting 3D-printed models.<h4>Background</h4>Temporal bone surgery involves drilling near critical structures with anatomic variation. Patient-specific models for rehearsal and surgical planning might be clinically valuable but require processing of clinical imaging data into accurate ""digital twins"". This processing remains a major obstacle to widespread clinical adoption.<h4>Methods</h4>This technical proof-of-concept study utilized clinical CBCT of a cadaver head. The imaging data were processed using the VES-tool, a custom-developed visualization engine that uses haptic interaction for guided processing with tools for segmentation of anatomical structures, hole patching, and cleaning. Resulting digital twins were 3D-printed for mastoidectomy by 2 surgeons. The models were evaluated with the Mowry questionnaire by primary surgeons and, using video-based assessment, by 5 additional experts.<h4>Results</h4>The VES-tool was iteratively developed to guide processing into digital twin models with features supporting interactive segmentation. The resulting 3D-printed models were rated at 48 and 50 points by the 2 primary surgeons, respectively, exceeding the established 40-point cutoff for educational benefit. Video-based panelists rated models lower (average 31.8 points), although 3 of 5 scored the models above the modified 30-point cutoff for video-based rating.<h4>Conclusions</h4>VES-tool effectively converts clinical imaging into high-quality digital twins rated as highly useful for surgical practice. This pipeline facilitates patient-specific surgical rehearsal and the creation of diverse anatomic libraries for otosurgical training.",Mikkelsen PT; Omari A; Frithioff A; Frederiksen TW; Reznitsky M; Sørensen MS; Andersen SAW,"Department of Otorhinolaryngology-Head and Neck Surgery, Copenhagen Hearing and Balance Center, Rigshospitalet, Copenhagen.","Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology",2026-09-04,10.1097/mao.0000000000005062,8.0,"visualization(kw,abstract); visual(kw,abstract); data(abstract)",Simulation; Segmentation; Otology; Temporal Bone Surgery; 3D Visualization And Interaction; Patient-specific 3D-printing
42700285,Research trends and hotspots in stroke-related sleep disorders from 2016 to 2025: a bibliometric and visualization analysis. ,"This study conducted a bibliometric and visualization analysis of research on stroke-related sleep disorders from 2015 to 2026. It aims to elucidate the current research landscape, identify key hotspots, and discern potential future trends within this field. We retrieved relevant publications on stroke-related sleep disorders from the Web of Science Core Collection database for the period from January 1, 2016, to December 31, 2025. Using Citespace (Version 6.2.R4), we generated and visualized knowledge maps encompassing analyses of authors, countries, institutions, keywords, co-cited references, co-cited authors, and co-cited journals. A total of 607 publications were ultimately included. The annual publication count demonstrated a general upward trend over the past decade. Publication output peaked in 2025 with a transient decline in 2019. The United States emerged as the most productive country, followed closely by China. Network analyses revealed strong collaborative relationships among countries, institutions, and authors, shaping influential research clusters represented by scholars such as Devin L. Brown and Ronald D. Chervin. Among institutions, Harvard University contributed the most publications and exhibited a notably high centrality (0.06). Keyword co-occurrence analysis identified eight major thematic clusters and 20 keywords with the strongest citation bursts, with ""ischemic stroke"" and ""apnea"" emerging as the predominant core keywords. Sleep apnea, particularly obstructive sleep apnea (OSA) and insomnia, remains the most extensively investigated sleep disorder in stroke populations. Hypertension emerged as one of the most frequent keywords among the identified influencing factors. Acute ischemic stroke represented the most common stroke type linked to sleep disturbances. Future investigations are likely to emphasize the identification of underlying pathophysiological mechanisms, systematic exploration of influencing factors, and the development of robust risk prediction models, ultimately aiming to inform clinical decision-making and improve long-term patient outcomes.",Wang Y; Liu Y; Dan Y; Zhou J; Zhang Q; Xu Q; Wang Y,"Department of Rehabilitation Medicine, Shenzhen Second People's Hospital, The First Affiliated Hospital of Shenzhen University, NO.3002 Sungang West Rd, Futian District, Shenzhen, Guangdong, 518035, China.",Sleep & breathing = Schlaf & Atmung,2026-09-05,10.1007/s11325-026-03802-z,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
42675476,Teaching ophthalmic microsurgical skills: conventional microscopy versus heads-up visualization.,"<h4>Background</h4>To compare training effects between conventional operating microscope and a3D heads-up system using the EyeSi<sup>®</sup> simulator (Haag-Streit, Köniz, Switzerland) in medical students and residents without prior microsurgical experience.<h4>Methods</h4>In a prospective single-center crossover study, 16 medical students with ophthalmological exposure and 16 residents completed standardized cataract and vitrectomy modules on the EyeSi<sup>®</sup> simulator using both a conventional ocular microscope and a 3D display. Objective performance parameters and subjective evaluations (questionnaire) regarding safety, handling, comfort, learning progress, as well as interaction were assessed.<h4>Results</h4>In the vitrectomy simulation, no significant difference in scores was found between visualization systems (p = 0.126), whereas in the cataract simulation, the conventional microscope achieved significantly higher scores (p = 0.023). The overall task scores did not differ significantly (p = 0.376). Subjectively, the 3D system was rated superior regarding control (p = 0.013), instrument handling (p = 0.033), movement precision (p < 0.001), comfort, and instructor interaction (p < 0.001). Students tended to prefer the 3D system, whereas residents more often preferred the conventional microscope, although this difference was not statistically significant (p = 0.183). All participants reported that skills acquired with the 3D system could be perceived transferability to the conventional microscope.<h4>Conclusion</h4>The 3D display achieved comparable simulator performance in the vitrectomy module but lower performance in the cataract module compared with the conventional microscope, while offering perceived didactic and ergonomic advantages. The differing preferences between students and residents may suggest a possible habituation effect due to prior slit-lamp use and familiarity with conventional visualization techniques. As digital visualization systems are becoming increasingly integrated into contemporary ophthalmic surgery, early exposure to heads-up technology during simulator-based training may help familiarize trainees with modern visualization techniques. Future clinical studies are required to determine whether these simulator-based findings translate into improved operative performance.",Eckardt F; Gerhardt M-; Priglinger S,"Department of Ophthalmology, LMU University Hospital, LMU Munich, Munich, Germany. Franziska.eckardt@med.uni-muenchen.de.",BMC medical education,2026-08-31,10.1186/s12909-026-10269-9,6.5,"visualization(title,abstract); visual(title,abstract)",Retina; Cataract; Ophthalmology; Three-dimensional Surgery
41698819,Impact of Scan Location on Visualization Characteristics of the Lateral Rectus-Superior Rectus Band with High-Resolution MR Imaging.,"<h4>Background and purpose</h4>Degeneration of lateral rectus-superior rectus (LR-SR) band has been implicated in the pathogenesis of acquired strabismus conditions, including the sagging eye syndrome. The purpose of this study was to analyze the imaging features of this band as imaged with magnetic resonance imaging at different orbital scan locations. To analyze the imaging features of the LR-SR band as imaged with MRI at different orbital scan locations.<h4>Materials and methods</h4>The LR-SR band features of patients who underwent high-resolution MRI for nonorbital pathology were evaluated at predefined locations by 2 independent readers. Analyzed features included: 1) visibility, 2) continuity, and 3) superotemporal bowing of LR-SR band in a binary manner at 2.5 mm anterior (zone I), at (zone II), and posterior (zone III) to the globe-optic nerve junction.<h4>Results</h4>Forty-eight orbits of 26 patients with an age range of 58-86 years were included. Visualization of the LR-SR band was significantly higher in zone I (89.6%) compared with zone II (79.2%) (<i>P</i> = .03) and with zone III (47.9%) (<i>P</i> < .001). Among the orbits in which the LR-SR band was visualized, band continuity was most frequently observed in zone I (94.7%), compared with zone II (68.4%) (<i>P</i> = .002) and in zone III (52.2%) (<i>P</i> < .001). Superotemporal bowing was detected with higher frequency posteriorly, rising from 21.1% in zone I to 47.4% in zone II (<i>P</i> = .002) and to 56.5% in zone III (<i>P</i> < .001). A higher degree of reproducibility for LR-SR band visibility and continuity was noted in anterior scan locations.<h4>Conclusions</h4>The LR-SR band is most consistently visualized on coronal MR images obtained anterior to the globe-optic nerve junction, while degenerative changes are more frequently observed in posterior scan locations. Establishing and reporting a standardized coronal imaging plane referenced to a consistent anatomic landmark may improve reproducibility and comparability of the LR-SR band across studies and allow for more robust clinical interpretation.",Tomaras N; Ozgen B; Patel R; Azar NF; Mocan MC,"From the College of Medicine (N.T.), University of Illinois at Chicago, Chicago, Illinois.",AJNR. American journal of neuroradiology,2026-09-02,10.3174/ajnr.a9235,6.5,"visualization(title,abstract); visual(title,abstract)",
42692081,Artificial Intelligence-Assisted Cone-Beam Computed Tomography Analysis in Alveolar Ridge Preservation: A Narrative Review.,"<h4>Abstract</h4>Alveolar ridge preservation (ARP) after tooth extraction depends on accurate three-dimensional bone assessment to optimize implant placement and prosthetic outcomes. Cone-beam computed tomography (CBCT) provides high-resolution volumetric imaging, yet manual interpretation remains operator-dependent and poorly standardized. Artificial intelligence (AI) may automate CBCT-based assessment, but its clinical role in ridge preservation remains insufficiently defined. This narrative review with structured thematic synthesis, reported in accordance with the Scale for the Assessment of Narrative Review Articles (SANRA), examined AI applications in CBCT analysis relevant to ARP, explicitly distinguishing technical performance from clinical usefulness. A structured search of PubMed/MEDLINE, Web of Science, and Scopus (January 2026) identified English-language studies published between 2012 and 2026. Articles were appraised using adapted Joanna Briggs Institute (JBI) criteria and synthesized thematically. Thirty-three articles were retained: 17 AI-focused primary studies forming the core synthesis, seven conventional (non-AI) CBCT-based ARP or implant studies, and nine reviews providing background context. AI-driven segmentation of teeth and alveolar bone consistently achieved Dice similarity coefficients above 0.90 with markedly reduced processing times, and selected architectures generalized across CBCT devices and populations. Multimodal CBCT-intraoral-scan fusion enabled crown-root-bone visualization, while deep-learning image enhancement supported diagnostic quality at reduced radiation doses. However, these findings reflect technical (geometric) accuracy: no included study linked AI output to patient-centered ARP outcomes such as implant survival, aesthetics, complications, or need for re-augmentation. External validation on independent datasets was reported in only four AI studies, and reporting metrics were heterogeneous. Current evidence therefore supports the technical feasibility of AI-assisted CBCT analysis for ridge preservation and implant planning, but not yet its clinical effectiveness. Translation will require prospective multicenter studies with patient-centered endpoints, standardized reporting, cost-effectiveness evaluation, and clear regulatory pathways.",Tengku Ahmad Noor TNE; Khurshid Z; Nugraha AP; Ramadhani NF; Noor E,"Centre of Studies for Periodontology, Faculty of Dentistry, Universiti Teknologi MARA (UiTM), Sungai Buloh, Selangor, Malaysia.",European journal of dentistry,2026-09-03,10.1055/s-0046-1827029,5.6,"visualization(abstract); visual(abstract); artificial intelligence(title,abstract); data(abstract)",
42696799,"Digital Predictive Technologies for Fall Risk Assessment, Prediction, and Prevention in Long-Term Care: A Scoping Review.","<h4>Objectives</h4>This scoping review aimed to map the available evidence on digital predictive technologies for fall risk assessment, prediction, and prevention support among older adults in long-term care settings.<h4>Design</h4>Scoping review.<h4>Setting and participants</h4>Included studies focused on older adults or residents in long-term care settings, including nursing homes, residential aged care facilities, assisted living facilities, skilled nursing facilities, and other institutional or residential long-term care environments.<h4>Methods</h4>A comprehensive search was conducted in PubMed, Scopus, Web of Science, and CINAHL for English-language original studies published from 2016 to 2026. Additional records were identified through manual reference searching and citation tracking. Eligible studies examined digital predictive technologies, including artificial intelligence, machine learning, deep learning, wearable sensors, inertial measurement units, passive sensors, Internet of Things-based systems, electronic health record-based prediction models, Minimum Data Set-based analytics, predictive dashboards, and clinical decision-support systems. Data were synthesized descriptively and narratively following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses extension for Scoping Reviews guidance.<h4>Results</h4>A total of 2030 records were identified from electronic databases, and 15 additional records were identified through manual reference searching and citation tracking. After 845 duplicates were removed, 1185 database records were screened, and 60 reports were assessed for eligibility. Eleven studies met the eligibility criteria. The included studies used diverse technologies and data sources, including electronic health records, Minimum Data Set records, medication data, functional assessments, fall history, vital signs, wearable sensors, inertial sensors, passive sensors, and dashboard-linked data streams. Prediction windows varied from daily fall probability to 90-day, 3-month, and 6-month fall risk prediction. Reported outcomes included fall risk probability, future falls, recurrent falls, major falls, and fall rates. Model performance varied across studies, with evidence ranging from proof-of-concept findings to moderate or good discrimination. However, most studies focused on model development, validation, feasibility, or early implementation, and only limited evidence directly evaluated fall reduction or sustained clinical outcomes.<h4>Conclusions and implications</h4>Digital predictive technologies show emerging potential to support fall risk assessment and prevention planning in long-term care. However, the evidence base remains small, heterogeneous, and largely developmental. These technologies should be viewed as decision-support tools that complement, rather than replace, clinical judgment and nursing assessment. Future research should prioritize prospective validation, workflow integration, ethical governance, cost effectiveness, staff response, resident-centered outcomes, and real-world effects on fall reduction in diverse long-term care settings.",Hikmat R; Yosep I; Tumanggor RD; Novera M; Sukardin S; Mailani F,"Faculty of Nursing, Prince of Songkla University, Songkhla, Thailand. Electronic address: rohman23001@mail.unpad.ac.id.",Journal of the American Medical Directors Association,2026-09-04,10.1016/j.jamda.2026.106433,5.5,dashboard(abstract); artificial intelligence(abstract); machine learning(abstract); data(abstract); electronic health record(abstract),Predictive modeling; Nursing Home; Fall Risk; Long-term Care; Geriatric Safety; Digital Predictive Technologies
42674269,State-Aware Contactless Respiratory Volume Monitoring for Breath-Hold-Guided Radiotherapy.,"<h4>Purpose</h4>Respiratory motion increases setup uncertainty in thoracic and abdominal tumor radiotherapy and elevates dose exposure to organs at risk (OARs), such as the heart and lungs. Deep inspiration breath-hold (DIBH) can reduce OARs dose, but clinical deployment requires accurate, real-time, low-burden monitoring of breath-hold stability and tidal volume. This study proposes a contactless tidal volume estimation system for DIBH-guided radiotherapy.<h4>Methods</h4>A depth camera captured three-dimensional thoracoabdominal surface motion to construct a surface-based volumetric surrogate. A state-aware, surrogate-guided time-series regression model incorporating dynamic state gating, steady-state anchor modeling, adaptive baseline correction, and subject-specific calibration was developed for tidal volume estimation. In this prospective model-development and pilot internal-validation study, synchronized depth-camera data and tidal volume signals from an Active Breathing Coordinator (ABC) system were collected from 22 volunteers. ABC-derived tidal volume served as the reference signal, and performance was evaluated using subject-independent leave-one-subject-out cross-validation. Real-time respiratory feedback was provided through a head-mounted visualization interface.<h4>Results</h4>Predicted tidal volume strongly correlated with the ABC reference signal (pooled r=0.968; subject-level Fisher z-transformed mean r=0.966, 95% CI: 0.954-0.975, p<0.001), with an overall MAE of 0.098 L. Phase-specific MAE/MAPE were 0.1059 L/17.27% during breath hold and 0.0967 L/16.68% during normal breathing. GPU-side algorithmic latency was 12.55 ms per frame.<h4>Conclusion</h4>The proposed contactless framework enables stable tidal-volume estimation and real-time visual feedback during DIBH while minimizing patient encumbrance, supporting low-burden respiratory monitoring for radiotherapy workflows.",Yang J; Li Z; Zhang S; Wang H; Zhang H; Zhang Y; Tu X; Ni X,"The Second People's Hospital of Changzhou, the Third Affiliated Hospital of Nanjing Medical University; Jiangsu Province Engineering Research Center of Medical Physics; Medical Physics Research Center, Nanjing Medical University; Key Laboratory of Medical Physics in Changzhou, Changzhou, China. Electronic address: yangjiahao@stu.njmu.edu.cn.","International journal of radiation oncology, biology, physics",2026-08-31,10.1016/j.ijrobp.2026.08.037,5.0,"visualization(abstract); visual(kw,abstract); data(abstract)",Radiotherapy; Deep Inspiration Breath-hold; Real-Time Visual Feedback; Tidal Volume Estimation; Contactless Respiratory Monitoring; State-aware Modeling
42701043,Dual-Approach AI for Pediatric Supracondylar Fractures: Multiclass Radiograph Classification with Explainable AI and Diagnostic Meta-analysis of AI-Based Computational Approaches. ,"Pediatric supracondylar fractures (SCFs) are the most common elbow injury in children, yet radiographic diagnosis remains challenging due to complex developmental anatomy, with initially missed fracture rates of 17-77%. Prior artificial intelligence (AI) studies have been limited to binary classification frameworks without Gartland subtype differentiation, and no diagnostic test accuracy meta-analysis specific to supracondylar fractures exists. This study aimed to develop the first multiclass deep learning model for SCF detection and Gartland classification and to systematically compare diagnostic performance across AI-based computational diagnostic approaches, including deep learning architectures and radiomics-based machine learning, through meta-analysis. A retrospective cohort of 1082 pediatric elbow radiographs (2004-2018) was analyzed using YOLOv11 Nano for multiclass classification (No-SCF, Gartland Type I-III; class distribution: No-SCF n=576, Type I n=21, Type II n=125, Type III n=360). Data augmentation mitigated class imbalance, though the limited Type I sample may constrain generalizability for non-displaced fractures. Three patient-level validation strategies were employed: random split (80:10:10), stratified 5-fold cross-validation, and leave-one-out cross-validation. NormEnsemble-HiResCAM explainable AI (XAI) provided visualization of decision-making patterns. A Preferred Reporting Items for a Systematic Review and Meta-analysis of Diagnostic Test Accuracy Studies (PRISMA-DTA)-compliant meta-analysis synthesized data from four studies (2232 images) encompassing convolutional neural network (CNN)-based and radiomics-based approaches using random-effects modeling. Multiclass accuracy without bone segmentation was 90.98%, 93.12%, and 90.81% across random split, stratified k-fold, and leave-one-out cross-validation, respectively; binary accuracy was 88.89%, 92.83%, and 88.46%. Bone segmentation integration consistently improved accuracy across all strategies (multiclass +3.9 throughout; binary +6.2 to +10.2% points). Meta-analysis revealed pooled sensitivity of 92.0% (95% confidence interval [CI]: 87.0-96.0%) and specificity of 85.0% (95% CI: 77.0-92.0%; I²=92.9%). CNN-based algorithms showed numerically higher specificity than the single included radiomics study, though this comparison warrants caution. YOLOv11 achieved the highest specificity (98.0%) and diagnostic odds ratio (365.00). XAI visualizations demonstrated anatomically stratified attention across fracture grades: physeal-centered activation for normal/Type I, expanded physeal activation for Type II, and fragment-boundary foci for Type III. YOLOv11 Nano provided the first multiclass deep learning framework for pediatric SCF Gartland subtype classification with strong diagnostic performance. Meta-analysis demonstrated moderate diagnostic performance across included studies, though findings remain preliminary given the limited evidence base and substantial heterogeneity. Prospective multicenter validation is required before clinical deployment.",Lin CW; Setiawan F; Hikmahtiyar S; Lai PC; Kuan FC; Hsu KL; Lin WC; Chen PY; Huang MT; Lin CJ; Lee SY; Wu PT; Lin KC; Shih CA,"Department of Biomedical Engineering, College of Engineering, National Cheng Kung University, Tainan, Taiwan (C.-W.L, F.S.); Medical Device Innovation Center, National Cheng Kung University, Tainan, Taiwan (C.-W.L); Institute of Gerontology, College of Medicine, National Cheng Kung University, Tainan, Taiwan (C.-W.L); Institute of Medical Informatics, College of Electrical Engineering and Computer Science, National Cheng Kung University, Tainan, Taiwan (C.-W.L); Department of Biotechnology and Bioindustry Sciences, College of Bioscience and Biotechnology, National Cheng Kung University, Tainan, Taiwan (C.-W.L).",Academic radiology,2026-09-05,10.1016/j.acra.2026.08.048,5.0,visualization(abstract); visual(abstract); artificial intelligence(abstract); machine learning(abstract); data(abstract),
42690223,PPGLomics: An Interactive Platform for Pheochromocytoma and Paraganglioma Transcriptomics.,"Pheochromocytoma and paraganglioma (PPGL) are rare neuroendocrine tumors with unique biological behavior and remarkably high heritability, yet dedicated bioinformatics resources for these diagnoses remain limited. Existing cancer multi-omics platforms are pan-cancer in scope, often lacking the disease-specific annotations, granularity, and cross-database harmonization required for meaningful stratification and hypothesis generation. Here we introduce PPGLomics, an interactive web-based platform designed for comprehensive PPGL transcriptomics analysis. PPGLomics v1.0 integrates two major datasets, the TCGA-PCPG cohort (n=160) spanning multiple molecular subtypes, and the A5 consortium SDHB cohort (n=91) with detailed clinicopathological and molecular annotations. The platform provides basic and clinical scientists, as well as a broad range of healthcare professionals, with tools for differential expression analysis, correlation analysis, survival analysis, and visualization, including boxplots, heatmaps, volcano plots, and Kaplan-Meier survival plots, enabling exploration of gene expression patterns across PPGL subtypes without requiring bioinformatics expertise. PPGLomics v1.0 is freely available at https://alkaissilab.shinyapps.io/PPGLomics.",Alkaissi H; Gordon CM; Pacak K,"Eunice Kennedy Shriver National Institute of Child Health and Human Development, National Institutes of Health , Bethesda, MD, USA.",Endocrine-related cancer,2026-09-03,10.1530/erc-26-0140,4.0,visualization(abstract); visual(abstract); data(abstract); informatics(abstract),
