pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
42395329,Visualization of artificial intelligence applications in oral disease diagnosis: A bibliometric analysis.,"<h4>Objectives</h4>This study aims to perform a comprehensive visualization-based analysis of the research status, thematic hotspots, and developmental trends in AI-assisted oral disease diagnosis over the past two decades, thereby offering valuable references for future research in this fields.<h4>Material and methods</h4>We conducted a bibliometric study with 2,131 documents extracted from the Web of Science Core Collection (2005-2025) using CiteSpace to systematically analyze publication trends, major countries, institutions, journals and co-citation patterns. Visualizations including collaboration networks, keyword co-occurrence clusters, citation bursts, and topic timelines showed the evolving intellectual structure and emerging research fronts in this area.<h4>Results</h4>The number of annual publications grew exponentially and peaked at 519 in 2024. China, the United States and India ranked as the top three countries. Berlin-based institutions contributed 224 publications, representing 45.62% of the 491 outputs from the top ten productive institutions. Core keywords were identified through co-occurrence analysis, including ""artificial intelligence"", ""deep learning"", ""machine learning"", and ""classification"". Further cluster analysis formed 15 clusters, which were summarized into three major themes: clinical diseases, technical approaches, and cross-cutting integration. Burst analysis showed that ""Computer-aided diagnosis"" had the strongest burst (5.23), followed by ""system"" (4.75) and ""extractions"" (4.69).<h4>Conclusions</h4>In this study, we used bibliometric visualization analysis to explore the evolution process and main research areas of AI-aided diagnosis for oral diseases between 2005 and 2025, identified new research areas, and provided useful guidance on future research and application topics.",Liang F; Wang Z; Li H; Zhang P; Shen J,"Department of International VIP Dental Clinic, Tianjin Stomatological Hospital, School of Medicine, Nankai University, Tianjin, China.",Digital health,2026-07-01,10.1177/20552076261465335,17.1,"visualization(kw,title,abstract); visual(kw,title,abstract); artificial intelligence(kw,title,abstract); machine learning(abstract)",Artificial intelligence; Diagnosis; Visualization; Oral Diseases; Bibliometric Analysis
42390783,Application of three-dimensional visualization technology on one-step PTCSL for complex hepatolithiasis.,"<h4>Objective</h4>The one-step percutaneous transhepatic cholangioscopic lithotripsy (PTCSL) technology for the treatment of hepatolithiasis is still considered challenging. The aim of the present study was to evaluate the influence of three-dimensional (3D) visualization on one-step PTCSL , Perioperative and long-term clinical data were profoundly analyzed during the treatment of intrahepatic bile duct stones.  METHODS: We reviewed data on 231 hepatolithiasis patients receiving surgical treatment in our department from January 2015 to January 2019, including 139 patients in group A treated with one-step PTCSL assisted by 3D visualization and 92 patients in group B treated with one-step PTCSL alone.<h4>Results</h4>The short-term outcomes including hospital stay, intraoperative blood loss, immediate stone removal rate, and the long-term outcomes including postoperative complications and recurrence-free survival (RFS) were compared. The results showed that one-step PTCSL assisted by 3D visualization slightly reduced Intraoperative blood Loss (21.14 ± 17.91 ml vs. 21.47 ± 25.91 ml; P = 0.000) and hospital stay (12.21 ± 6.14 days vs. 18.77 ± 8.73 days; P = 0.000). Moreover, there are no significant differences in hospitalization expenses, stone final clearance rate and postoperative complications between the two groups.<h4>Conclusion</h4>The 3D visualization can make one-step PTCSL a safe, effective, and promising treatment for patients with complicated primary hepatolithiasis. The perioperative and long-term outcomes are satisfactory for complicated primary hepatolithiasis.",Cao Y; Wu Q; Huang LY; Wen S; Lai ZH; Luo SM; Ding ZW; Li C; Ye YQ,"Department of Hepatobiliary Surgery, The Third Affiliated Hospital of Southern Medical University, Guangzhou, 510655, Guangdong Province, China.",Updates in surgery,2026-07-02,10.1007/s13304-026-02620-y,12.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(abstract)",Hepatolithiasis; 3d Visualization; Choledochoscopy; Percutaneous Transhepatic Cholangioscopic Lithotripsy (Ptcsl)
42395323,From reporting gaps to hospital cost drivers to enhance digital health decision making: A machine learning-assisted analysis of national hospital data.,"<h4>Objective</h4>Hospitals across the United States face growing operational and financial strain, resulting in closures that threaten healthcare access and system resilience. This study aimed to identify significant predictors of hospital total facility expenditures and to evaluate the performance of multiple imputation methods for incomplete data in the American Hospital Association (AHA) Annual Survey Database.<h4>Methods</h4>The de-identified 2022-2023 AHA survey data (n=12,359) comprising 34 financial, structural, and operational features was analyzed. Missing data were addressed using the Multivariate Imputation by Chained Equations (MICE) framework, comparing regression-based and machine learning-based algorithms. Random Forest (RF) imputation was selected for its superior accuracy based on fivefold cross-validation. Linear regression models were fitted on five RF-imputed datasets to identify key determinants of total facility expenditure (EXPTOT).<h4>Results</h4>RF-based imputation achieved the lowest error and highest consistency across variable types. Regression results identified full-time registered nurses (FTRNTF), facility size (GFEET), and property and equipment costs (PLNTA) as the strongest predictors of hospital expenditure (p<0.001). Hospitals with community designations, oncology or research services, and Joint Commission accreditation had significantly higher expenditures, whereas rural and community trauma centers reported lower costs. Geographic visualization revealed substantial disparities in hospital resources and expenditures, especially in rural areas.<h4>Conclusion</h4>Machine learning-based multiple imputation improves data completeness and modeling accuracy for hospital operations research. Findings highlight critical cost drivers and geographic inequities, informing data-driven policymaking and resource allocation in health system management.",Ma J; Laga I; Johnson E,"Norm Asbjornson College of Engineering, Montana State University, Bozeman, MT, USA.",Digital health,2026-07-01,10.1177/20552076261462744,8.4,"visualization(abstract); visual(abstract); machine learning(kw,title,abstract); data(title,abstract)",Machine Learning; Multiple Imputation; Geospatial Analysis; Healthcare Operations; Hospital Expenditures; Random Forest Imputation; American Hospital Association (Aha) Annual Survey
42398057,Patient Perceptions of Artificial Intelligence-Supported Shared Decision-Making in UK Primary Care for Multiple Long-Term Conditions: Qualitative Study.,"<h4>Background</h4>The prevalence of multiple long-term conditions (MLTCs) is increasing globally, leading to complex health care needs and polypharmacy. Shared decision-making (SDM) is important for supporting patient-centered care, yet barriers such as limited consultation time, discontinuity of care, and communication challenges hinder implementation. Artificial intelligence (AI) has the potential to support SDM by providing personalized, data-driven recommendations, particularly for medication management in patients with MLTCs.<h4>Objective</h4>This study aimed to explore the perspectives of patients with MLTCs regarding SDM with their general practitioners (GPs) and to explore patients' views about the use of an AI tool to support SDM, particularly in relation to prescribing decisions.<h4>Methods</h4>This qualitative study explored the perspectives of 18 patients with MLTCs on SDM and the use of an AI tool prototype during GP consultations. Semistructured interviews used a simulated patient vignette and a visual AI tool dashboard to facilitate discussion. Participants were recruited through GP practices via the Clinical Practice Research Datalink and community-based organizations across the West Midlands. The data were then analyzed using thematic analysis.<h4>Results</h4>Two overarching categories were identified: SDM in GP consultations and the AI tool for SDM. Within SDM, themes included communication and collaboration and system-level barriers, such as limited consultation time, lack of continuity, and fragmented records. Within the AI tool category, themes were related to practical design and implementation, implications for clinical practice and decision-making, and perceived risks and limitations. Participants valued the tool's potential to summarize health information and support discussions but highlighted the need for clear explanations, accessible design, and clinician guidance. Concerns included time pressures, depersonalization, trust, and transparency, with participants emphasizing that AI should support rather than replace clinical judgment.<h4>Conclusions</h4>Overall, patients perceived AI as a promising way to enhance SDM by improving communication and collaboration between patient and clinician. However, patients also had concerns about the accuracy and veracity of AI. The study provides recommendations for AI tools in GP consultations, emphasizing clear, accessible outputs and the use of lay language. AI tools should enhance rather than replace clinical judgment, be transparent about data sources, and be developed with diverse patient input to ensure inclusivity and usability, particularly for those with MLTCs.",Spurway C; Flanagan S; Cooper J; Crowe FL; Haroon S; Marshall T; Fitzsimmons L; Hathaway E; Nirantharakumar K; Jackson T; Greenfield S; Jackson L,"Health Economics Unit, Department of Applied Health Sciences, College of Medicine and Health, University of Birmingham, Public Health Building, Edgbaston, Birmingham, B15 2TT, United Kingdom, 44 121 414 6486.",Journal of medical Internet research,2026-07-03,10.2196/92518,7.6,"dashboard(abstract); visual(abstract); artificial intelligence(kw,title,abstract); data(abstract)",Artificial intelligence; AI; Primary Care; Qualitative Research; Shared Decision-making; Multiple Long-term Conditions
42149631,Indigo Carmine Visualization Duration in Urine: A Randomized Kinetics Study.,"<h4>Importance</h4>Despite its frequent use for visualization of ureteral efflux during pelvic/abdominal surgery, there are limited data on indigo carmine pharmacokinetics and duration of blue color in postdose urine. Understanding how long the blue color persists allows the clinician to make accurate assessments of the urinary system during complex surgical procedures.<h4>Objectives</h4>This study observed the plasma and urinary pharmacokinetics of indigo carmine in healthy volunteers and the voided urine color.<h4>Study design</h4>This study was an open-label, randomized clinical trial in 16 healthy participants who received either a 2.5-mL or a 5.0-mL intravenous injection of indigo carmine. Blood (pre, 2, 5, 7, 10, 15, 20, 30, 40 minutes and 1, 2, 3, 4, 6, 12 hours post) and urine (predose, 0-2, 2-6, 6-12 hours post) were collected. The first postdose stool was collected.<h4>Results</h4>Plasma concentration peaked within 5 minutes, and all plasma concentrations were below the limit of quantification by 2 hours postdose. The estimated plasma half-life of indigo carmine was 12 minutes. Voided urine through 2 hours postdose was visibly discolored compared with the matched predose urine. In some cases, urine discoloration persisted through 6 hours (10/16) and 12 hours (1/16). Unchanged indigo carmine eliminated in stool was observed in 4 of 16 participants (25%).<h4>Conclusions</h4>The short half-life and rapid urinary excretion of indigo carmine favor its clinical use for intraoperative cystoscopy and are consistent with the reported median time of 6 minutes postinjection to ureteral efflux in patients undergoing surgical procedures.",Wiegand L; Giannopoulos MA; Boytim ML; Svintozelskiy P; Lepor H,"Department of Clinical Research, Provepharm Incorporated, Collegeville, PA.","Urogynecology (Philadelphia, Pa.)",2026-07-01,10.1097/spv.0000000000001748,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
42399746,Machine learning-assisted prediction of obstructive sleep apnea in patients with metabolic dysfunction-associated steatotic liver disease: a multicenter study with external validation.,"<h4>Background</h4>Metabolic dysfunction-associated steatotic liver disease (MASLD) is closely associated with obstructive sleep apnea (OSA) through shared metabolic and inflammatory mechanisms. Early identification of high-risk individuals remains challenging, highlighting the need for reliable predictive tools.<h4>Methods</h4>This retrospective multicenter study included patients with MASLD from two tertiary hospitals in China. Least absolute shrinkage and selection operator (LASSO) regression combined with multivariate logistic regression was used for feature selection. Seven predictive models were constructed and compared, including logistic regression, decision tree, random forest, support vector machine, artificial neural network, XGBoost, and LightGBM. A nomogram was subsequently developed for individualized risk visualization.<h4>Results</h4>A total of 310 patients from the Affiliated Heping Hospital of Changzhi Medical College were included as the development cohort, while 200 patients from Tongling People's Hospital served as the external validation cohort. LASSO regression initially identified multiple candidate predictors, and eight overlapping variables retained by both LASSO and multivariate analysis were ultimately selected, including sex, BMI, hypertension, T2DM, ALT, GGT, NLR, and TyG Index. Among the seven predictive algorithms, the logistic regression model demonstrated the most balanced performance in terms of discrimination, interpretability, calibration, and external stability. Decision curve analysis further confirmed favorable clinical utility across both cohorts.<h4>Conclusion</h4>The proposed logistic regression model provides an interpretable and clinically practical tool for early prediction of OSA risk in patients with MASLD.",Gao Q; Wu Y; Lei K; Zhao T; Xing Y; Kang M; Shen Y,"Department of Pathology, Tongling People's Hospital, Tongling, Anhui, China.",BMC endocrine disorders,2026-07-03,10.1186/s12902-026-02391-y,6.1,"visualization(abstract); visual(abstract); machine learning(kw,title)",Logistic regression; obstructive sleep apnea; Machine Learning; Risk Prediction; Nomogram; Metabolic Dysfunction-associated Steatotic Liver Disease
42400077,Enhancing decision-making in surgery for a large temporocorneal meningioma through an explainable human-AI collaboration: a case report.,"<h4>Background</h4>Meningiomas, particularly large temporocorneal meningiomas, pose significant surgical challenges due to their proximity to critical brain structures. Achieving optimal tumor resection while minimizing neurological deficits requires advanced decision-making strategies. This case report explores the integration of an explainable artificial intelligence (AI) system into the neurosurgical workflow to enhance preoperative planning, intraoperative decision-making, and postoperative outcome prediction.<h4>Case presentation</h4>MAIN SYMPTOMS AND CLINICAL FINDINGS: We report the case of a 48-year-old Algerian Arab female with a one-year history of right-lateralized headaches that became generalized over time, along with episodes of loss of consciousness lasting 15-45 minutes, occurring 3-8 times daily. These episodes were characterized by a prodrome of palpitations and chest tightness, followed by transient unresponsiveness, urinary incontinence, and prolonged postictal periods. Neurological examination was unremarkable, with preserved motor and sensory functions.<h4>Main diagnoses, therapeutic interventions, and outcomes</h4>Initial evaluation in Algeria led to a diagnosis of epilepsy, for which the patient was prescribed multiple antiepileptic drugs. Further assessment in Belgium, including MRI and electroencephalogram (EEG), revealed a right temporal extra-axial mass (46 × 36 × 45 mm) consistent with meningioma. EEG findings were normal, suggesting psychogenic non-epileptic seizures (PNES) rather than epileptic seizures. A multidisciplinary approach, incorporating AI-driven imaging analysis and predictive modeling, was employed to optimize surgical strategies. The AI system provided insights into tumor segmentation, vascular involvement, and risk assessment, aiding in determining the safest resection trajectory. The patient underwent surgical resection of the tumor via a right pterional craniotomy, with total excision achieved with preserved neurological function. Intraoperative bleeding was significant (2 L), but the postoperative course was favorable. Antiepileptic medication withdrawal was initiated, and no recurrent seizures were reported postoperatively.<h4>Conclusion</h4>This case demonstrates that explainable AI can enhance preoperative planning and surgical confidence by improving visualization and risk anticipation. However, its role remains supportive, as surgical outcomes continue to depend primarily on tumor characteristics and surgical expertise. The report also highlights the importance of accurate differentiation between PNES and epilepsy in patients with intracranial tumors. Overall, AI should be considered a complementary decision-support tool rather than a determinant of clinical outcomes.",Kamabu LK; Kisubi MM; Lubansu A; De Witte O,"Department of Neurosurgery, Faculty of Medicine, Université Libre de Bruxelles & Cliniques Universitaires de Bruxelles, Brussels, Belgium. kamabularry@gmail.com.",Journal of medical case reports,2026-07-03,10.1186/s13256-026-06318-y,5.5,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract)",Artificial intelligence; Meningioma; decision-making; Neurosurgery; Case Report; Explainable Ai
42391503,Explainable AI for Equitable Nurse Scheduling: Pragmatic Pre-Post Implementation Study.,"<h4>Background</h4>Inequitable and time-consuming shift scheduling contributes to nurse burnout, dissatisfaction, and turnover. In Taiwan, annual nurse turnover reaches 11.6%, with rigid 3-shift systems and unfair workload distribution frequently cited as key drivers. Although artificial intelligence (AI) scheduling tools exist, most lack transparency and do not formally address algorithmic bias, limiting clinical adoption.<h4>Objective</h4>This study aimed to design, deploy, and evaluate a transparent, fairness-audited, explainable AI-enabled nurse scheduling decision support system (XAI-NSDSS) to reduce administrative burden, eliminate experience-based algorithmic bias, and enhance staff acceptance in a real-world hospital setting.<h4>Methods</h4>A pragmatic before-after implementation study was conducted at a 671-bed teaching hospital in Taiwan (January-December 2023), involving 8 departments and 156 nurses (42 novice, 78 midlevel, and 36 experienced). A 6-month manual scheduling baseline (January-June 2023) was compared with a 6-month AI-assisted period (July-December 2023). The XAI-NSDSS integrates a random forest workload prediction model (R²=0.887), Shapley Additive Explanations-based explainability, a hybrid integer programming and binary differential evolution (IP+ BDE) optimizer, and a multidimensional fairness monitoring dashboard. A formal weight sensitivity analysis (WSA) was conducted across 7 prespecified weight configurations using full-factorial repeated-measures ANOVA to assess outcome robustness. Primary outcomes were scheduling time, error rate, and user satisfaction. Statistical analyses used linear mixed effects models (LMMs) and generalized estimating equations (GEE) with department as a random effect.<h4>Results</h4>Monthly scheduling time decreased by 81.2% (mean 32.0, SD 8.0-mean 6.0, SD 2.0) hours; P<.001; Cohen d=4.33) and error rate decreased by 73.8% (mean 18.3, SD 4.3%-mean 4.8, SD 1.2%; P<.001; Cohen d=4.12). Nurse satisfaction improved from a mean of 3.2 (SD 0.8) to a mean of 4.4 (SD 0.6; P<.001), with 148 out of 156 nurses (94.9%) adopting the system by Month 3. Preexisting experience-based bias was fully eliminated: workload coefficient of variation (CV) decreased 50% (0.18-0.09; P<.001), disparate impact ratios normalized from 1.35-1.56 to 1.01-1.04, and preference satisfaction equity was achieved across experience tiers (ANOVA P=.38). Among 156 nurses, 82 (52.6%) regularly engaged with Shapley Additive Explanations; this engagement was positively associated with satisfaction (Pearson r=0.456; P<.001). The WSA across 7 configurations confirmed that the consensus-derived default weights achieved the highest composite quality score (mean 82.1, SD 3.2) and that disparate impact ratios remained within the 0.80-1.25 fairness threshold across all configurations (P=.12), demonstrating structural robustness of the fairness-auditing module.<h4>Conclusions</h4>This study presents the first longitudinally validated explainable AI implementation framework for nurse scheduling with formal algorithmic fairness auditing and WSA. The XAI-NSDSS framework is replicable, scalable, and provides a practical blueprint for responsible AI adoption in health care workforce governance, with fairness guarantees that are robust to institutional customization of optimization priorities.",Shia BC; Peng SM; Zhang QY; Lo CY; Wang SR,"Graduate Institute of Business Administration, College of Management, Fu Jen Catholic University, New Taipei City, Taiwan.",JMIR nursing,2026-07-02,10.2196/94450,4.5,"dashboard(abstract); artificial intelligence(kw,abstract)",Decision Support Systems; Workforce Management; Implementation Science; Nurse Scheduling; Explainable Artificial Intelligence; Algorithmic Fairness; Workload Equity
42400691,Intraoperative technological advances and new frontiers in precision glioma surgery.,"<h4>Background</h4>Diffuse gliomas remain among the most surgically challenging tumors, characterized by their infiltrative nature, proximity to eloquent brain structures, and the formidable barrier posed by the BBB to systemic therapeutic delivery. Maximizing extent of resection (EOR) while preserving neurological function remains a central determinant of survival and quality of life, and the iterative integration of intraoperative technologies into surgical practice has become essential to achieving this balance.<h4>Methods</h4>We performed a comprehensive narrative review of established and emerging intraoperative technologies for glioma surgery, organized around two clinical imperatives: optimizing tumor delineation and safe resection, and enhancing local therapeutic delivery.<h4>Results</h4>Awake craniotomy with direct electrical stimulation remains the gold standard for preserving eloquent cortex and subcortical tracts, consistently reducing postoperative neurological deficits while increasing gross total resection rates. Fluorescence-guided surgery with 5-ALA and fluorescein enhances real-time tumor margin visualization, and their combined use achieves greater EOR than either agent alone. Intraoperative MRI compensates for progressive brain shift and, when used alongside 5-ALA, provides the strongest currently available platform for maximizing safe resection. Augmented reality navigation further enhances spatial orientation by overlaying 3D virtual anatomy directly onto the operative field. Emerging tissue characterization tools, including stimulated Raman histology, confocal laser endomicroscopy, and AI-based platforms such as FastGlioma and DeepGlioma, enable rapid intraoperative molecular diagnosis without the delays of conventional frozen section pathology. For therapeutic delivery, low-frequency focused ultrasound and convection-enhanced delivery bypass the BBB to achieve high local drug concentrations, while endovascular intra-arterial infusion enables targeted delivery across the tumor vascular territory. Photodynamic and sonodynamic therapy generate localized cytotoxic effects within the resection cavity at the time of surgery. Intraoperative brachytherapy with Cesium-131 tile implants delivers conformal radiation at the time of resection and may potentiate antitumor immunity. Laser interstitial thermal therapy combines cytoreduction with sustained BBB disruption, creating a therapeutic window for otherwise CNS-impermeant agents including checkpoint inhibitors.<h4>Conclusion</h4>The deliberate integration of these complementary modalities into a phase-organized intraoperative workflow, spanning preoperative planning, real-time resection guidance, intraoperative margin and tissue assessment, and post-resection locoregional therapeutic delivery, defines the emerging paradigm of precision glioma surgery. Realizing the full potential of this framework will require prospective validation of combinatorial strategies, standardization of technology integration protocols, and rigorous evaluation of neurological and oncological outcomes.",Faraj CA; Young CC; Beckham TH; Weinberg JS,"Department of Neurosurgery, The University of Texas MD, Anderson Cancer Center, 1400 Holcombe Blvd. FC7.2036, Houston, TX, 77030, USA.",Journal of neuro-oncology,2026-07-04,10.1007/s11060-026-05686-1,4.5,visualization(abstract); visual(abstract); artificial intelligence(kw),Artificial intelligence; Glioma; Brachytherapy; Focused ultrasound; Fluorescence-guided Surgery; Intraoperative Mri; Extent Of Resection; Endovascular Surgical Neuro-oncology
42377457,Machine learning-assisted SERS for rapid and accurate early screening of cervical cancer.,"Early and accurate screening of cervical cancer (CC) is critical for improving patient prognosis and reducing mortality, and there is an urgent clinical demand for noninvasive, sensitive, and reliable detection methods. In this study, a serum detection platform based on surface-enhanced Raman scattering (SERS) was constructed, and a principal component analysis-multiple kernel support vector machine-grid search (PCA-MKSVM-GS) model was established to realize accurate and stable identification of cervical cancer patients. High-performance Ag nanocube arrays (AgNC arrays) were fabricated as SERS-active substrates to effectively acquire serum molecular fingerprint information. Serum SERS spectra were collected from cervical cancer patients and healthy subjects, and subsequently subjected to spectral preprocessing including noise reduction, baseline correction, and normalization. The preprocessed spectra were imported into the model, where PCA performed feature extraction and dimensionality reduction, MKSVM enhanced the nonlinear fitting ability for complex spectral features, and GS automatically optimized the hyperparameters of the model. The accuracy evaluation, feature visualization analysis, and ablation experiments verified that the proposed platform achieved good classification performance with an accuracy of 97.1%. Furthermore, key characteristic peaks for early cervical cancer were successfully captured from the loading plots. This method provided a noninvasive, feasible, and efficient spectral detection strategy for early clinical screening and auxiliary diagnosis of cervical cancer, and exhibited good application potential. It is expected to serve as a promising auxiliary tool for clinical translation of SERS-based cancer diagnosis.",Cao D; Shi F; Huang Y; Zhang L; Ge M; Lu H,"School of Information Engineering, Yangzhou Polytechnic Institute, Yangzhou, 225002, China.",Analytical and bioanalytical chemistry,2026-06-30,10.1007/s00216-026-06619-7,4.1,visualization(abstract); visual(abstract); machine learning(title),Principal component analysis; Cervical cancer; Surface-enhanced Raman Scattering; Multiple Kernel Support Vector Machine; Grid Search
