pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
41712771,Visualizing the Maternal Health Journey for Learning Health Systems: Mixed Methods Combined Experience Approach.,"<h4>Background</h4>The United States faces a persistent maternal mortality crisis, with rates far higher than those in other high-income nations. The mortality rate among Black women is more than 3 times that among White women. Traditional data visualizations, such as bar and line charts, often emphasize aggregate outcomes, masking inequities and failing to reflect patient-level experiences.<h4>Objective</h4>This study aimed to address the gaps by taking a systems view and developing a Visualized Combined Experience (VCE) diagram, which is an innovative tool that integrates persona-based storytelling with data visualization to provide a more comprehensive understanding of maternal health outcomes. Specifically, the following research questions were explored: (1) How can the VCE diagram approach be applied to illustrate maternal mortality disparities in the United States? (2) To what extent does this integrated visualization technique reveal connections between individual patient experiences and population-level health outcomes that traditional visualization methods do not? (3) How can the VCE diagram inform a learning health system (LHS)?<h4>Methods</h4>This mixed methods study used publicly available quantitative data from the US Centers for Disease Control and Prevention and adapted qualitative data from the ProPublica award-winning investigative series ""Lost Mothers"" to construct the VCE diagram through a seven-step process involving the following elements: (1) composite persona derived from publicly available narratives, (2) journey map illustrating patient experiences and health system touchpoints, (3) emotive elements of the patient, (4) Sankey diagram of population-level maternal mortality outcomes, (5) ""closer look"" inset to unmask disparities obscured in aggregate data, (6) evaluation, and (7) data integration.<h4>Results</h4>The VCE diagram revealed critical connections between individual experiences and population-level disparities. When examining mortality rates per 1000 births, Black women had a high rate of 51.2, compared with 16.8 for White women, 14.3 for Hispanic women, and 10.2 for Asian women. The relationship between diagnostic delay and population-level mortality was revealed, with the ""closer look"" inset demonstrating how disparities can be obscured in aggregate data. The VCE diagram supported a more efficient and empathetic understanding of maternal health outcomes.<h4>Conclusions</h4>The VCE diagram bridges micro-level patient experiences with macro-level population data, holding promise to enhance service evaluation, delivery, and design, and improve health care outcomes. The VCE diagram provides a replicable framework for data visualization that highlights systemic disparities often hidden in aggregate data. Moreover, the availability of structured human experience and service outcome data can provide robust context-specific and situational data to foster a culture of organizational learning and continuous improvement via an LHS. The LHS's knowledge translation loops provide a conduit to improve patient experiences and reduce morbidity and mortality across populations and health systems. Future work will include usability testing across diverse audiences to assess interpretability and refine applications in LHSs.",Joseph AL; Oladimeji B; Monkman H; Minshall SR; Tan MC; Quintana Y,"School of Health Information Science, University of Victoria, PO Box 1700 STN CSC, Victoria, BC, V8W 2Y2, Canada, 1 250 721 8575.",Journal of participatory medicine,2026-02-19,10.2196/82944,10.6,"visualization(kw,abstract); visual(kw,title,abstract); data(kw,abstract)",Maternal mortality; Maternal Health; Systems Approach; Health Disparities; Data Visualization; Social Determinants Of Health; Systems Thinking; Patient Outcomes; Sankey Diagram; Persona; Learning Health System; Human-centered; Health Care Inequities; Systems View; Patient Journey Map; Visualized Combined Experience Diagram; Journey Map
41709180,Piloting a data dashboard to support data-informed health promotion in secondary schools: qualitative analysis of stakeholder interviews.,"<h4>Background</h4>Schools are called upon to use data-informed practice to support student health and well-being. However, they face implementation challenges including data accessibility and literacy. Data dashboards offer a method to address these challenges, thereby promoting data-informed practice. This paper reports on a pilot of The School Health Research Network Data Dashboard with secondary schools.<h4>Methods</h4>The Dashboard was piloted by three secondary schools (recruited by size; free school meal entitlement) in Wales, UK. Interviews with school staff (N = 7) and public health practitioners (N = 6) were conducted. Data were analysed thematically. Research design, including interview questions, analytical interpretation and code, and theme development utilised Complex Adaptive Systems as the conceptual framework.<h4>Results</h4>School staff had access to multiple data sets for health promotion but often lacked the time and capacity to utilise them. The Dashboard was perceived to be a user-friendly method of enhancing data accessibility and usability in secondary schools, providing appropriate training and guidance for school staff was available to avoid data misinterpretation. National roll-out of the Dashboard was supported if it aligned with the needs of schools and the wider education system.<h4>Conclusion</h4>The Dashboard presents an opportunity for data-informed health and well-being practice and could also support schools to meet education system requirements, providing school staff receive appropriate training. This paper offers novel practical, policy-relevant insights on the interaction of digital dashboards with school systems, capacity constraints, and professional learning needs and valuable insights for public health systems seeking to support data-informed practice in educational settings.",Van Godwin J; Long S; Bowen B; Reed H; Page N; Svobodova M; Boffey M; Rice F; Shenderovich Y; Bevan-Jones R; Murphy S; Segrott J,"DECIPHer Centre, SPARK, Cardiff University, Cardiff, Wales, UK. Vangodwinj1@cardiff.ac.uk.",BMC public health,2026-02-18,10.1186/s12889-026-26647-3,9.2,"dashboard(kw,title,abstract); data(kw,title,abstract)",Schools; Health Promotion; Student Health And Well-being; Data Dashboard; Data-informed Practice
41219122,Artificial intelligence-assisted middle meningeal artery embolization for chronic subdural hematoma with overlay visualization.,"The effectiveness of middle meningeal artery (MMA) embolization for chronic subdural hematoma is well established,1-3 and distal and multibranch penetration of embolic agents is recognized as a key factor for better outcomes.4 5 In recent years, several studies have described artificial intelligence (AI)-assisted neuroendovascular treatment.6-9 We recently reported that AI-assisted MMA embolization may enhance procedural safety through reflux detection and notification.10 This case (video 1) focuses on the overlay feature, highlighting its potential to improve procedural efficacy by enabling greater distal and multibranch penetration, resulting in a larger embolization volume. The overlay feature provided by the AI system enhanced visualization and notifications, enabling not only improved safety but also more effective multibranch penetration. As MMA embolization becomes more widespread, especially among younger operators, AI support that combines safety with efficacy holds promise for both clinical practice and training. Larger studies are needed to validate these findings further. neurintsurg;18/3/894/V1F1V1Video 1Artificial intelligence-assisted middle meningeal artery embolization with overlay visualization promoting distal and multibranch penetration.",Kono K; Sakakura Y; Fujimoto T,"Department of Neurosurgery, Showa University Fujigaoka Hospital, Yokohama, Kanagawa, Japan vyr01450@gmail.com.",Journal of neurointerventional surgery,2026-02-16,10.1136/jnis-2025-024452,9.1,"visualization(title,abstract); visual(title,abstract); artificial intelligence(title,abstract)",Trauma; hemorrhage; Liquid Embolic Material
41701300,An online machine learning model for predicting medication adherence in hypertensive patients: data from the China health and retirement longitudinal study (CHARLS).,"<h4>Introduction</h4>Hypertension, a leading global cause of death with high prevalence and poor control, faces a critical issue of poor medication adherence. Existing predictive models for medication adherence suffer from limitations such as small sample sizes, insufficient inclusion of multiple factors, and a lack of nationally representative longitudinal data on the Chinese population.<h4>Aim</h4>This study aimed to develop an interpretable machine learning model for predicting medication adherence among Chinese hypertensive patients.<h4>Method</h4>Using data from the China Health and Retirement Longitudinal Study, we categorized medication adherence as ""high"" or ""low"" based on consistency across two survey waves. Predictors included demographics, physical/psychological capability, motivation, and social-environmental factors. After missing data imputation via random forest, feature selection was performed using least absolute shrinkage and selection operator regression. Seven machine learning algorithms were trained and evaluated, with interpretability provided by Shapley additive explanations (SHAP) analysis. A Shiny-based web application was developed for model visualization and functions.<h4>Results</h4>Among 2773 hypertensive patients aged ≥ 45 years, 53.2% had low medication adherence. XGBoost performed best (area under the receiver operating characteristic curve = 0.828, accuracy = 0.726, F1-score = 0.713) in the test set. SHAP analysis indicated that better adherence was associated with the presence of multiple chronic conditions, overweight or obesity, cardiometabolic multimorbidity, older age, depression, residence in an urban area, sleep duration exceeding 8 h, a lack of bidirectional financial support, and disability in instrumental activities of daily living. In contrast, residence in the western region, smoking, and being employed were associated with non-adherence. The developed online tool provided real-time, personalized risk assessments, with predictions made interpretable via the SHAP framework to quantify key factors' contributions and offer transparent decision support.<h4>Conclusion</h4>This study developed an XGBoost machine learning model and online tool to predict medication adherence in Chinese hypertensive patients. The tool provided immediately actionable and transparent risk stratification, enabling targeted intervention. Future research should perform external validation of the model using electronic medical records or objective adherence data, thereby enhancing its generalizability and practical utility.",Zhang H; Sun M; Hou X; Zhang J; Zhang J; Ye Y; Yuan H,"Department of Pharmacy, Tianjin Medical University General Hospital, No.154, Anshan Road, Heping District, Tianjin, 300052, China.",International journal of clinical pharmacy,2026-02-17,10.1007/s11096-026-02087-2,8.4,"visualization(abstract); visual(abstract); machine learning(kw,title,abstract); data(title,abstract)",Hypertension; Prediction model; Machine Learning; Medication Adherence; Shapley Additive Explanation
41699820,Performance verification of blood vessel detection system using near-infrared light.,"BackgroundNear-infrared (NIR) imaging technology has been increasingly applied in clinical and biomedical engineering fields for subcutaneous vein detection and vascular guidance. However, most existing systems still face limitations such as inconsistent visualization under various skin tones and difficulties in achieving real-time projection alignment.ObjectiveThe objective of this study is to develop a near-infrared (NIR)-based vascular detection system and to evaluate its performance.MethodsThe developed system provides intuitive visualization by projecting vascular images in real time onto the same skin region. Performance validation was conducted using a vascular model and the abdominal vessels of rabbits.ResultsIn the vascular model experiment, the localization accuracy was 98.9%, and in the rabbit experiment, the detection success rate for vessels with a diameter of ≥1 mm was 100%.ConclusionsThe proposed method was confirmed to reduce the time required for acquiring anatomical knowledge and to minimize complications by preventing incorrect venipuncture.",Park J; Kim J,"School of Computer Software, Daegu Catholic University, Gyeongsan-si, Gyeongbuk, Republic of Korea.",Technology and health care : official journal of the European Society for Engineering and Medicine,2026-02-16,10.1177/09287329251414328,7.5,"visualization(kw,abstract); visual(kw,abstract)",intravenous injection; Near-infrared Light; Vein Visualization; Injection Assistant; Subcutaneous Detector
41723750,"Advanced image reconstruction algorithms for high-resolution digital time-of-flight PET/CT enhance visualization of sub-clinical internal mammary lymph node metastases in breast cancer: a phantom and a clinical, retrospective cohort study. ","Internal mammary lymph node (IMLN) metastases play an important role in breast cancer staging and treatment planning but is often difficult to detect because of their small size and anatomical location. Recent advances in digital time-of-flight (TOF) positron emission tomography (PET)/CT and advanced image reconstruction techniques may improve the visualization of such small lesions. This study aimed to evaluate the performance of advanced reconstruction methods (HYPER Iterative and uAI HYPER DPR) for visualizing IMLN metastases in breast cancer using phantom and clinical data. A modified NEMA image quality phantom and a retrospective cohort of breast cancer patients with IMLN metastases were evaluated using a high-resolution digital TOF PET/CT system (uMI 550). Images were reconstructed using ordered subset expectation maximization (OSEM), HYPER Iterative, and uAI HYPER DPR with different reconstruction parameters, and quantitative metrics and visual scores were assessed. In both phantom and clinical images, smaller RS-values for HYPER Iterative and larger Str-values for uAI HYPER DPR were associated with higher lesion conspicuity and contrast-related metrics, at the expense of increased noise. Images reconstructed with a 256 × 256 matrix showed lower background variability than those reconstructed with a 512 × 512 matrix. In the clinical study, these reconstruction settings resulted in higher SUVmax and tumor-to-background ratios for IMLN metastases, and visual scores for diagnostic confidence were higher for HYPER Iterative (RS = 0.7-0.91) and uAI HYPER DPR (Str = 2-4) than for OSEM.",Satoh Y; Miwa K; Takenaka A; Inui Y; Watanabe M; Yamao T; Miyaji N; Ota S; Leung EK; Quan X; Toyama H; Inoue M,"Imaging Center, Fujita Medical Innovation Center Tokyo, 1-1-4 Hanedakuko, Ota-ku, Tokyo, Japan. yoko.sato@fujita-hu.ac.jp.",EJNMMI physics,2026-02-22,10.1186/s40658-026-00846-8,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",
41716063,Impact of Contrast Agent Viscosity and Fallopian Tube Inner Diameter on Tubal Visualization in MR Hysterosalpingography: A Phantom Study.,"<h4>Introduction</h4>MR-HSG offers radiation-free multiplanar visualization for evaluating fallopian tube patency, but persistent challenges in achieving consistent high-quality visualization, particularly in smaller-diameter segments, limit clinical adoption. Previous studies modifying contrast viscosity achieved only partial improvements. This study aimed to use standardized phantom models simulating the female pelvis to systematically explore factors affecting MR-HSG image quality and provide evidence-based guidance for protocol optimization.<h4>Method</h4>Nine standardized phantoms were constructed using agar gel with embedded tubes of three inner diameters (4mm, 2mm, and 1.4mm) representing ampullary, isthmic, and interstitial segments. Three contrast agents with different viscosities were tested: gadolinium-saline (2.6 mPa·s), gadolinium-iopromide (7.9 mPa·s), and gadolinium-iodixanol (8.7 mPa·s) at 37°C. T1-weighted 3D-mDIXON sequences with keyhole technology were employed on a 1.5T MRI scanner. Signal intensity measurements and qualitative assessment (good/fair/poor) were performed by blinded evaluators.<h4>Results</h4>No significant differences in signal intensity were found between contrast agents of different viscosities (P>0.05). However, tube diameter significantly affected imaging quality (P<0.001). The 4 mm tubes showed the highest SI (5554.49±1042) with 100% good imaging, the 2 mm tubes showed intermediate SI (733.65±78.76) with 100% fair imaging, and the 1.4 mm tubes showed the lowest SI (444.55±34.70) with 100% poor imaging across all contrast agents.<h4>Discussion</h4>Fallopian tube inner diameter is the primary determinant of MR-HSG imaging quality, while contrast agent viscosity (within 2.6-8.7 mPa·s range) shows no significant effect under controlled conditions. This study provides foundational data for understanding physical factors affecting MRHSG quality and suggests that anatomical factors may be more critical than contrast properties for clinical protocol optimization, potentially reducing procedure costs while maintaining diagnostic quality.<h4>Conclusion</h4>Optimizing spatial resolution to minimize partial volume effects may be more beneficial than modifying contrast agent properties for improving visualization of narrow fallopian tube segments. Clinical validation studies are warranted to confirm these findings in the complex in vivo environment.",Ding J; Shan L; Ding H; Wu P; Zhong Y; Wang X,"Department of Obstetrics and Gynecology Ultrasound, the First Affiliated Hospital of Soochow University, Suzhou City, China.",Current medical imaging,2026-02-19,10.2174/0115734056397661251203065719,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",Hysterosalpingography; Magnetic Resonance Imaging; Contrast Media; Fallopian Tubes; Phantom Models; Image Quality Assessment.
41721833,Bibliometric visualization analysis based on thecorrelation between cancer pain and psychosocialfactors.,"<h4>Purpose</h4>Cancer pain, a complex sensation influenced by psychological and social factors, negatively impacts patients' quality of life and prognosis. Current treatments are often unsatisfactory, partly because key psychosocial factors remain unidentified, creating a barrier to effective care. Further research is needed. This study uses bibliometric analysis and latent Dirichlet allocation (LDA) topic modeling to examine the current research landscape, identify conceptual associations, and uncover unexplored links.<h4>Patients and methods</h4>A comprehensive literature search on cancer pain and psychosocial factors was conducted in the Web of Science database. Bibliometric visualization analysis was performed on the published studies using Citespace, VOSviewer, the bibliometrix package in R, and KH Coder software.<h4>Results</h4>Research on cancer pain and psychosocial factors has shown phased growth, intersecting medicine, biology, psychology, and other fields. Most studies have focused on pain management, quality of life, and psychological impact, with the USA leading global research with 184 publications. Institutions such as Duke University and influential authors such as Breitbart and Bruera have propelled development in this field. The Journal of Pain and Symptom Management-an academic pillar among journals publishing research on cancer pain-is the most cited. Research hotspots have shifted from early ""prevalence"" and ""management"" to ""quality of life"" and ""depression."" LDA topic modeling identified four major research directions: quality of life and treatment outcomes, pain management and treatment of cancer pain, cancer pain in special populations and contexts, and the multidimensional aspects of cancer pain and its coping strategies.<h4>Conclusion</h4>Cancer pain and psychosocial research is a valuable, US-led field with strong international collaboration. The focus has moved from pain management to mental health and quality of life. Future priorities include strengthening multidisciplinary cooperation, exploring molecular mechanisms, and using psychological interventions to achieve personalized, standardized management.",You S; Zhang C,"Department of Anesthesiology, Shapingba Hospital affiliated to Chongqing University (Shapingba District People's Hospital of Chongqing), Chongqing City, China. dr.shuai@cqu.edu.cn.",Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,2026-02-21,10.1007/s00520-026-10419-1,7.0,"visualization(title,abstract); visual(title,abstract); data(abstract)",Psychosocial factors; Cancer Pain; Bibliometric Analysis
41698819,Impact of Scan Location on Visualization Characteristics of the Lateral Rectus-Superior Rectus Band with High-Resolution Magnetic Resonance Imaging.,"<h4>Background</h4>To analyze the imaging features of the lateral rectus-superior rectus (LR-SR) band as imaged with magnetic resonance imaging (MRI) at different orbital scan locations.<h4>Methods</h4>The LR-SR band features of patients who underwent high-resolution MRI for non-orbital pathology were evaluated at pre-defined locations by two independent readers. Analyzed features included (1) visibility, (2) continuity, and (3) superotemporal bowing of LR-SR band in a binary manner at 2.5 mm anterior (Zone I), at (Zone II) and posterior (Zone III) to the globe-optic nerve junction.<h4>Results</h4>Forty-eight orbits of 26 patients with an age range of 58-86 years were included. Visualization of the LR-SR band was significantly higher in Zone I (89.6%) compared to Zone II (79.2%) (p=0.03) and to Zone III (47.9%) (p<0.001). Among the orbits in which the LR-SR band was visualized, band continuity was most frequently observed in Zone I (94.7%), compared to Zone II (68.4%) (p=0.002) and in Zone III (52.2%) (p<0.001). Superotemporal bowing was detected with higher frequency posteriorly, rising from 21.1% in Zone I to 47.4% in Zone II (p=0.002) and to 56.5% in Zone III (p<0.001). A higher degree of reproducibility for LR-SR band visibility and continuity was noted in anterior scan locations.<h4>Conclusions</h4>The LR-SR band is most consistently visualized on coronal MRI images obtained anterior to the globe-optic nerve junction, while degenerative changes are more frequently observed in posterior scan locations. Establishing and reporting a standardized coronal imaging plane referenced to a consistent anatomic landmark may improve reproducibility and comparability of the LR-SR band across studies and allow for more robust clinical interpretation.",Tomaras N; Ozgen B; Patel R; Azar N; Mocan MC,"From the College of Medicine (N.T.), Radiology (B.O., R.P.) and Ophthalmology and Visual Sciences (N.A., M.C.M.), University of Illinois at Chicago, Chicago, IL.",AJNR. American journal of neuroradiology,2026-02-16,10.3174/ajnr.a9235,6.5,"visualization(title,abstract); visual(title,abstract)",
41710350,E-Variance: An Application to Assure Clinical Data Integrity and Improve Patient Safety and Workflows in Electronic Medical Records.,"<h4>Objective</h4>Ensuring critical data integrity practices are often missing from the confidence of decision-making in the recorded clinical data. Thus, we developed an application to report clinical data errors to provide effective healthcare IT services and maintain clinical data integrity.<h4>Materials and methods</h4>The RadOnc E-Variance web-based application was designed and developed to report data inconsistencies and variances noted during clinical operations. The data inconsistency issues can be reported in 3 broad categories: Patient-related, Non-Patient related, and other suggestions/open-ended, allowing uploading of images or document files. The contents presented on the web are dynamically created in the application and are stored in a database. In the back-end, data analytics and detailed assessments are available on the dashboard. Users reporting variances remain anonymous to ensure reporting freely and frequently.<h4>Results</h4>Once implemented clinically, we have found significant improvements with fewer errors, ensured patient treatment safety, and improved workflows in our state-wide clinics.<h4>Conclusion</h4>The RadOnc E-Variance application effectively increases patient safety by ensuring data integrity and minimises risks in the EMR applications at multifaceted enterprise levels of hospital environments by reducing the inconsistencies in data recording and errors recorded in electronic health records.",Rahman S; Milman K; Lee TS,Department of Radiation Oncology University of Maryland Medical System Baltimore Maryland USA.,Healthcare technology letters,2026-02-17,10.1049/htl2.70069,5.3,"dashboard(abstract); data(kw,title,abstract); electronic health record(abstract)",Data integration; Electronic Medical Record; Web Services
