pmid,title,abstract,authors,first_author_affiliation,journal,pub_date,doi,score,matched_keywords,api_keywords
41411644,Development and Validation of a Cross-Device Platform for Anhedonia Trend Visualization by Using Ecological Momentary Assessment and Moving Averages (Part I): Protocol for a Methodological Pilot Study.,"<h4>Background</h4>Anhedonia is a core symptom of depressive disorders. Although group-level cutoff points for the Snaith-Hamilton Pleasure Scale (SHAPS) are established, real-time, individual-level monitoring remains limited. Ecological momentary assessment (EMA) enables high-frequency sampling, and simple moving averages (SMA; 7/14/30 days) offer an interpretable way to smooth daily signals and surface early-warning trends.<h4>Objective</h4>The aim of this study was to develop and validate a cross-device platform that collects EMA-based SHAPS responses and visualizes SMA trends for individual anhedonia monitoring. This part I protocol focuses on platform design, feasibility, usability, data quality, and initial analytical validity to inform subsequent evaluation.<h4>Methods</h4>We will conduct a single-arm methodological pilot in approximately 24 adults, recruited from an outpatient psychiatry clinic (clinical cohort) and a university setting (nonclinical cohort). After baseline assessment, participants will complete 30 days of daily EMA-SHAPS. Primary outcomes are feasibility (adherence, missingness patterns, timing fidelity) and usability/face validity (eg, System Usability Scale, qualitative feedback). We will also describe expert content validity ratings for key visual elements and exploratory analytic checks of within-person variability and the descriptive behavior of 7/14/30-day moving averages; these analyses are not powered for confirmatory hypothesis testing.<h4>Results</h4>This protocol specifies the design-validate sequence, recruitment procedures, and predefined adherence and missing-data rules for computing moving averages. Recruitment for the year-1 feasibility pilot is scheduled to begin in March 2026 following institutional review board approval (approval 114006; approval date: June 10, 2025), with feasibility metrics, usability indices, and parameter estimates used to refine alert logic and power calculations for a planned part II evaluation.<h4>Conclusions</h4>Combining EMA-SHAPS with SMA-based trend visualizations may provide an interpretable way to summarize daily anhedonia signals and generate candidate early-warning indicators. This methodological pilot will deliver feasibility, usability, and preliminary analytic parameters needed to support a subsequent controlled evaluation of the platform's clinical utility.<h4>International registered report identifier (irrid)</h4>PRR1-10.2196/84024.",Ho YC; Fang CL; Ching YC; Chang HJ; Wang JY; Wang CC,"School of Nursing, College of Nursing, Asia University, Taichung, Taiwan.",JMIR research protocols,2025-12-18,10.2196/84024,13.0,"visualization(kw,title,abstract); visual(kw,title,abstract); data(kw,abstract)",Data Visualization; Anhedonia; Moving Average; Early Warning Systems; Ecological Momentary Assessment; Mhealth; Digital Health; Snaith–hamilton Pleasure Scale
41396764,An Intelligent Interactive Visual Analytics System for Exploring Large and Multi-Scale Pathology Images.,"Pathology images are crucial for cancer diagnosis and treatment. Although artificial intelligence has driven rapid ad vancements in pathology image analysis, the interpretation of ultra-large and multi-scale pathology images in clinical practice still heavily relies on physicians' experience. Clinicians need to repeatedly zoom in and out on individual slides to compare and assess pathological details - a process that is both time-consuming and prone to visual fatigue. The system first employs a diffusion model to perform tissue segmentation on pathology images, then calculates pathological tissue proportions and morphological metrics. Finally, through multi-scale dynamic comparison and multi-level visual evaluation, the system facilitates comprehensive and precise analysis of pathology images. The system provides clinicians with an intelligent and interactive tool for pathology image interpretation, enabling efficient visualization and precise analysis of pathological details, thereby reducing the effort require for detailed analysis.",Xu C; Yang R; Li W; Fu X; Fang L; Feng Z; Zhang X; Wang C; Song M; Chen W,,IEEE transactions on visualization and computer graphics,2025-12-15,10.1109/tvcg.2025.3634833,8.3,"visual analytics(title); visualization(abstract); visual(title,abstract); artificial intelligence(abstract)",
41417472,Investigating How Clinicians Form Trust in an AI-Based Mental Health Model: Qualitative Case Study.,"<h4>Background</h4>Trust in artificial intelligence (AI) remains a critical barrier to the adoption of AI in mental health care. This study explores the formation of trust in an AI mental health model and its human-computer interface among clinicians at a web-based mental health clinic in the Region of Southern Denmark with national coverage.<h4>Objective</h4>This study aims to explore clinicians' perspectives on how trust is built in the context of an AI-supported mental health screening model and to identify the factors that influence this process.<h4>Methods</h4>This was a qualitative case study using semistructured interviews with clinicians involved in the pilot of a mental health AI model. Thematic analysis was used to identify key factors contributing to trust formation.<h4>Results</h4>Clinicians' initial attitudes toward AI were shaped by prior positive experiences with AI and their perception of AI's potential to reduce cognitive load in routine screening. Trust development followed a sequential pattern resembling a ""trust journey"": (1) sense-making, (2) risk appraisal, and (3) conditional decision to rely. Trust formation was supported by the explainability of the model, particularly through (1) visualization of confidence and uncertainty through violin plots, aligning with the clinicians' expectations of decision ambiguity; (2) feature attribution for and against predictions, which mirrored clinical reasoning; and (3) use of pseudo-sumscores in the AI model, which increased interpretability by presenting explanations in familiar clinical formats. Trust was contextually bounded to low-risk clinical scenarios, such as preinterview patient screening, and contingent on safety protocols (eg, suicide risk flagging). The use of both structured and unstructured patient data was seen as key to expanding trust into more complex clinical contexts. Participants also expressed a need for ongoing evaluation data to reinforce and maintain trust.<h4>Conclusions</h4>Clinicians' trust in AI tools is contextually and sequentially constructed, influenced by both model performance and alignment with clinical reasoning. Interpretability features were essential in establishing intrinsic trust, particularly when presented in ways that resonate with clinical norms. For broader acceptance and responsible deployment, trust must be supported by rigorous evaluation data and the inclusion of clinically relevant data types in model design.",Kelly A; Bhardwaj N; Holmberg Sainte-Marie TT; Van de Ven P; Melia R; Williams JE; Mathiasen K; Nielsen AS,"Department of Electronic and Computer Engineering, University of Limerick, Casteltroy, Limerick, V94 T9PX, Ireland, 353 61 202700.",JMIR human factors,2025-12-19,10.2196/79658,8.0,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract); machine learning(kw); data(abstract)",Artificial intelligence; ML; Decision support system; Mental health; AI; TRUST; Machine Learning; Explainable Ai; Xai; Intrinsic Trust
41413674,Automatic Assessment of Periodontium Complex in Intraoral Ultrasound Videos.,"Intraoral ultrasound (IUS) is emerging as a valuable imaging modality in dentistry, offering noninvasive, radiation-free, real-time visualization of periodontal structures. Unlike traditional imaging methods, IUS enables dynamic assessments during clinical procedures, supporting diagnostic and treatment-planning capabilities. The accurate evaluation of parameters such as alveolar bone level (ABL), gingival thickness (GT), and alveolar bone thickness (ABT) is critical for diagnosing periodontal diseases. However, current assessment techniques are typically manual, time-consuming, and based on static images, leading to inter-operator variability and limiting real-time application. To address these gaps, this study aimed to develop OralSAM, an end-to-end machine learning network for automated segmentation and quantitative assessment of periodontal structures in IUS videos. The network segments gingiva, enamel, alveolar bone, and cementum, followed by a morphological analysis pipeline to extract clinically relevant measurements. A total of 158 IUS videos from 30 orthodontic patients were included, and the dataset was split into training, validation, and testing subsets following a 6:2:2 ratio. The segmentation performance of OralSAM, evaluated against expert-annotated ground truth, demonstrated high segmentation accuracy across key periodontal structures. Morphological measurements derived from the machine learning network also exhibited strong inter-rater reliability, as confirmed by Bland-Altman analysis, which demonstrated narrow limits of agreement (LOAs) for ABL (mean bias = -0.063 mm, LOA = -0.771 to 0.646 mm), GT (mean bias = -0.063 mm, LOA = -0.24 to 0.115 mm), and ABT (mean bias = -0.002 mm, LOA = -0.104 to 0.1 mm). The intraclass correlation coefficients were 0.893 (95% confidence interval [CI], 0.864 to 0.915) for ABL, 0.918 (95% CI, 0.768 to 0.960) for GT, and 0.848 (95% CI, 0.806 to 0.880) for ABT. These findings highlight OralSAM's capability to accurately delineate periodontal structures and provide consistent assessments. The proposed framework shows strong potential for integration into routine chairside workflows, enabling early detection, real-time monitoring, and personalized management of periodontal disease.",Kumaralingam L; Hoang MH; Nguyen KCT; Kaipatur NR; Dinh HBV; Alavi J; Punithakumar K; Lou EHM; Major PW; Le LH,"Department of Radiology and Diagnostic Imaging, University of Alberta, Edmonton, AB, Canada.",Journal of dental research,2025-12-18,10.1177/00220345251387713,8.0,"visualization(abstract); visual(abstract); artificial intelligence(kw); machine learning(kw,abstract); data(abstract)",Artificial intelligence; Segmentation; Periodontitis; Machine Learning; Real-time Imaging; Intraoral Ultrasound Imaging
41409025,Advanced endoscopy and artificial intelligence-enabled vascular healing for ulcerative colitis: promising frontiers or mere mirage?,"Ulcerative colitis, a chronic inflammatory bowel disease, is characterized by subtle microvascular alterations that play a critical role in disease perpetuation and mucosal injury. Recent advances in image-enhanced endoscopy and ultrahigh-magnification endoscopy have improved the real-time visualization of these vascular changes while highlighting their diagnostic value. Artificial intelligence (AI)-enabled endoscopic systems provide automated, reproducible vascular assessments. Emerging data suggest that AI-based vascular healing correlates with clinical remission and may alter histological scores, enabling the prediction of sustained remission. Despite these promising advances, challenges remain, such as standardizing vascular healing definitions, addressing interobserver variability, and validating AI-driven platforms in real-world settings. Integrating microvascular-targeted therapies and advanced imaging has the potential to transform the management of ulcerative colitis, facilitating sustained remission and improving the quality of life. This review examined the evolving role of microvascular assessment in ulcerative colitis, the potential of AI in refining endoscopic evaluation, and the prospects of incorporating vascular healing as a therapeutic target.",Maeda Y; Kudo SE; Kuroki T; Kawabata Y; Ohara J; Ichimasa K; Ogata N; Ohtsuka K; Misawa M,"Digestive Disease Center, Showa Medical University Northern Yokohama Hospital, Yokohama, Japan.",Clinical endoscopy,2025-12-15,10.5946/ce.2025.186,7.6,"visualization(abstract); visual(abstract); artificial intelligence(kw,title,abstract); data(abstract)",Artificial intelligence; Microvessels; Prognosis; Endoscopy; Ulcerative colitis
41401388,Machine Learning-Based Prediction of Short-Term Mortality in Patients With Severe Acute Pancreatitis: A Multicenter Retrospective Cohort Study.,"<h4>Objective</h4>To identify risk factors for short-term mortality in severe acute pancreatitis (SAP), establish a predictive model for early high-risk patient identification, and guide clinical decision-making.<h4>Methods</h4>SAP patients admitted to the Affiliated Hospital of Xuzhou Medical University from September 2018 to September 2025 were enrolled, divided into mortality and survival groups by 28-day prognosis. Clinical data were collected. Features were strictly selected through Least Absolute Shrinkage and Selection Operator (LASSO) regression, Boruta algorithm, and Recursive Feature Elimination (RFE). Seven machine learning (ML) models were built, with external validation using Medical Information Mart for Intensive Care IV (MIMIC-IV) data. Model performance was evaluated through receiver operating characteristic (ROC) curves, calibration curves, and decision curves. SHapley Additive exPlanations (SHAP) analysis was used to interpret contributions of important features, and a web-based calculator was developed for visualization.<h4>Results</h4>Ten features were selected. The Gradient Boosting Machine (GBM) model had the best generalization, with area under the ROC curve (AUC) values of 0.964 (95% CI: 0.942-0.987, training), 0.927 (95% CI: 0.885-0.970, testing), and 0.811 (95% CI: 0.772-0.851, validation). Calibration curves confirmed predicted-actual consistency; decision curves showed net clinical benefit. SHAP analysis identified the ranking of feature importance as follows: mechanical ventilation, age, blood urea nitrogen, urine output, lactate, total bilirubin, platelet count, congestive heart failure history, red blood cell distribution width, and serum creatinine. The web-based calculator had good clinical applicability.<h4>Conclusion</h4>The GBM model demonstrates the best performance in predicting short-term mortality in SAP patients.",Cheng C; Guo D; Gu J; Wang D; Li W; Cao X; Miao B; Fei S,"Graduate School, Xuzhou Medical University.",Journal of clinical gastroenterology,2025-12-17,10.1097/mcg.0000000000002311,7.6,"visualization(abstract); visual(abstract); machine learning(kw,title,abstract); data(abstract)",Prediction model; Severe acute pancreatitis; Machine Learning; Gradient Boosting Machine; Shap Analysis
41396416,Subtraction-based Stepwise computed tomography post-processing with probabilistically adjusted thresholding for fat-ice demarcation: an in situ study.,"Intraprocedural visualization of the iceball boundary is often limited at the fat-ice interface, where frozen fat-despite increased computed tomography (CT) values-remains within the negative range, thus yielding limited contrast with non-frozen fat. This limitation is relevant in CT-guided renal cryoablation involving perirenal fat. We evaluated a stepwise CT post-processing method of subtraction and scaled addition with probabilistically adjusted thresholding, using an in situ fat-muscle phantom. This two-step process involved fixed zero-threshold subtraction (Step 1: post-freezing image minus pre-freezing image) and kernel density estimation-based threshold subtraction (Step 2: Step 1 output minus post-freezing image), based on pixel-wise fat-attenuation distributions. Contrast-to-noise ratio improved in both fat and non-fat tissues. In fat tissue, boundary contrast selectively increased by reducing CT values in non-frozen regions, whereas in non-fat tissue, by reducing them in frozen regions. Iceball boundaries aligned with magnetic resonance imaging. This approach may improve iceball demarcation and warrants validation in clinical practice.",Itou C; Ishihara Y; Urikura A; Sone M,"Department of Diagnostic and Interventional Radiology, National Cancer Center Hospital, 5-1-1 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan. chitou@ncc.go.jp.",Radiological physics and technology,2025-12-15,10.1007/s12194-025-00992-1,7.5,"visualization(kw,abstract); visual(kw,abstract)",Kernel Density Estimation; Image Subtraction; Phantom Study; Computed Tomography-guided Cryoablation; Frozen/non-frozen Fat Boundary; Iceball Visualization
41405348,Revolutionizing thyroid nodule diagnosis in Hashimoto's thyroiditis: AI-driven radiomics and deep learning model.,"<h4>Objective</h4>Accurately distinguishing between benign and malignant thyroid nodules(TNs) in the context of Hashimoto's thyroiditis (HT) is challenging. This study aimed to explore the diagnostic efficacy of artificial intelligence (AI) models constructed using radiomics and deep learning (DL) features extracted from the ultrasound images of TNs in the setting of HT. The study also aimed to quantitatively compare the diagnostic performance of these models against that of fine-needle aspiration (FNA) cytology combined with BRAFV600E gene mutation testing so as to establish a superior diagnostic paradigm for TNs in HT.<h4>Methods</h4>We analyzed the clinical data and preoperative ultrasound images of 1585 patients with HT admitted to 8 hospitals in China between 1 January 2018, and 30 December 2023. Radiomics features were extracted from each manually annotated and standardized region of interest in the images. The DL features based on various convolutional neural network models were also extracted, including 11 pre-trained DL models based on real images and the image features extracted using a combined DL-radiomics (DLR) approach. Least absolute shrinkage and selection operator regression was used to select features with nonzero coefficients. Further, eight machine learning methods were employed to construct prediction models, namely the DLR models, incorporating both DL and radiomics features. The importance of features in contributing to the model was prioritized using the SHapley Additive exPlanations (SHAP) method for interpretation. The predictive performance of the models was evaluated using the area under the receiver operating characteristic curve (AUC), accuracy, sensitivity, and specificity. Two rounds of reader studies were conducted (first round: independent reading; second round: guided reading) to validate the clinical application value of the DLR model, with results compared with FNA biopsy outcomes.<h4>Results</h4>A total of 1561 radiomics features and 256 DL features were extracted from the original images. The DLR model, leveraging the ResNet152 neural network, could effectively differentiate between benign and malignant nodules in the context of HT. The AUC, accuracy, sensitivity, and specificity of the logistic regression (LR) model, based on these features, were 0.917 [95% confidence interval (CI): 0.838-0.988], 85.7%, 81.8%, and 86.6%, respectively, in the validation cohort and 0.827(95% CI: 0.777-0.876), 93.9%, 80.9%, and 96.3%, respectively, in the external test cohort. The SHAP summary plot illustrated how feature values influenced their impact on the model, whereas the SHAP force plot showed the integrated impact of features on individual responses. Gradient-weighted class activation mapping (Grad-CAM)-generated heatmaps from DL models visually highlighted high-risk areas in HT. The DLR model outperformed five junior-level physicians in terms of diagnostic accuracy, sensitivity, and specificity in the validation cohort. The diagnostic performance of all clinicians was significantly enhanced with the assistance of the DLR model, with no statistical difference detected compared with the FNA biopsy results.<h4>Conclusions</h4>The DLR model combined with the SHAP and Grad-CAM method can improve the diagnostic performance of radiologists in identifying benign and malignant TNs in the context of HT. The diagnostic efficacy of this visualization model is comparable to that of FNA cytology combined with gene mutation testing. The DLR model can enhance the diagnostic ability of radiologists in differentiating between benign and malignant TNs in the context of HT, thereby minimizing unnecessary biopsies. Additionally, it can aid clinicians in making personalized decisions regarding the necessity of biopsy or even surgery by providing intuitive visual explanations.",Wu F; Pan T; Huang X; Huang K; Shi J; Mao L; Ni Y; Luo D; Zhang Y,"Department of Oncological Surgery, Affiliated Hangzhou First People's Hospital, Westlake University School of Medicine, Hangzhou, Zhejiang, China.","International journal of surgery (London, England)",2025-12-16,10.1097/js9.0000000000004546,7.0,"visualization(abstract); visual(abstract); artificial intelligence(kw,abstract); machine learning(abstract); data(abstract)",Artificial intelligence; Papillary Thyroid Carcinoma; Hashimoto’s Thyroiditis; Deep Learning; Shap Value
41413879,Drainage of liver abscess guided by ultrasound combined with three-dimensional visualization technology and ICG fluorescence navigation technology: a case report.,"<h4>Background</h4>Liver abscess is a common digestive system disorder primarily caused by bacterial infection. Effective treatment often involves drainage, in which ultrasound technology is commonly used to guide puncture and drainage procedures. However, ultrasound has inherent limitations such as suboptimal visualization of abscess boundaries and adjacent vascular anatomy. Indocyanine green (ICG) fluorescence navigation and three-dimensional (3D) visualization are two intraoperative navigation technologies that, when integrated with ultrasound, overcome these constraints. This synergy improves localization accuracy and abscess size assessment, thereby reducing procedural complexity.<h4>Case description</h4>This article details the case of a 61-year-old male patient hospitalized for a 4-day history of fever of unknown origin, ultimately diagnosed with a pyogenic liver abscess. Preoperative management included standardized antibiotic therapy. The patient subsequently underwent concurrent laparoscopic abscess fenestration and drainage with cholecystectomy. Intraoperative precision localization of the liver abscess was achieved through ultrasound-guided ICG fluorescence imaging integrated with 3D visualization technology, ensuring successful surgical completion. During the 3-month postoperative follow-up, the patient developed no complications.<h4>Conclusion</h4>ICG fluorescence imaging and 3D visualization technologies demonstrate clinical utility in the management of liver abscesses, providing valuable insights for laparoscopic surgical intervention.",Mai J; Zhou Y; Zeng S; Zhong H; Huang Z; Cai P; Zeng N,"General Surgery Center, Zhujiang Hospital, Southern Medical University, Guangzhou, 510280, China.",BMC surgery,2025-12-19,10.1186/s12893-025-03424-4,6.5,"visualization(title,abstract); visual(title,abstract)",
41419508,Trustworthy deep learning for malaria diagnosis using explainable artificial intelligence.,"Malaria remains a major global health concern, particularly in regions with limited healthcare infrastructure. Traditional diagnostic methods such as microscopy, rapid diagnostic tests (RDTs), and polymerase chain reaction (PCR) suffer from scalability, sensitivity, and expertise-related limitations, underscoring the need for automated diagnostic strategies. This study investigates deep learning models for malaria detection from blood smear images. Four convolutional neural networks (CNNs), MobileNetV2, VGG19, InceptionV3, and ResNet18, were empirically evaluated, with ResNet18 achieving the highest F1-score of 96.33%. Building on these results, two advanced hybrid architectures, Xception and Inception-ResNetV2, were fine-tuned on a dataset of 27,090 images from the Kaggle malaria collection, attaining classification accuracies of approximately 98% on validation and test sets. Model robustness was further confirmed using an independent dataset from the Harvard Dataverse containing thick smear images captured under varied staining and imaging conditions, where accuracy remained consistently high (97-98%). To enhance interpretability and clinical trust, three explainable artificial intelligence (XAI) techniques, Gradient-weighted Class Activation Mapping (Grad-CAM), Local Interpretable Model-agnostic Explanations (LIME), and SHapley Additive exPlanations (SHAP), were employed. These complementary methods provide spatial, superpixel, and pixel-level transparency into the models' decision-making. Furthermore, representative misdiagnosed samples are presented, wherein these visualization techniques reveal morphological and staining artifacts that led to erroneous predictions, clarifying model failure modes and improving transparency. The proposed AI-based diagnostic framework thus demonstrates high accuracy, interpretability, and generalization, representing a scalable solution for malaria detection in resource-limited healthcare settings.",Parveen R; Qui B; Song W; Al-Kahtani N; Jamjoom MM; Mostafa SM; Sultan N; Fatima J,"School of Computer and Artificial intelligence, Zhengzhou University, 100, Science Avenue, Zhengzhou, 450001, Henan, China.",Scientific reports,2025-12-19,10.1038/s41598-025-28387-7,5.6,"visualization(abstract); visual(abstract); artificial intelligence(title,abstract); data(abstract)",Lime; Medical Image Classification; Deep Learning; Malaria Detection; Explainable Ai; Grad-cam; Xception; Inception-resnetv2; Blood Smear Analysis
